"PI002340","*","VECURONIUM 10 MG VIAL",108.45
"PI002342","* ","FENTANYL 12MCG/HR PATCH",51.275
"PI002343","*","TAMSULOSIN 0.4MG CAP",12.2375576036866
"PI002349","* ","GLIPIZIDE 5MG TAB",4.195
"PI002350","*","GLIPIZIDE 10MG TAB",4.95
"PI002369","* ","IRON SUCROSE 100MG VIAL",2.06964112903226
"PI002370","*","INSULIN ASPART 100 UNITS/ML",53.7
"PI002376","* ","FONDAPARINUX 7.5MG/0.6ML INJ",19.5
"PI002377","*","BACLOFEN 20 MG TAB",13.5493670886076
"PI002378","* ","BRIMONIDINE 0.15% OPH SOLN 5ML",220
"PI002381","*","ARGATROBAN 250MB/2.5ML VIAL",12.7828
"PI002395","* ","ROPINIROLE 0.25 MG TAB",7.52857142857143
"PI002396","*","ROPINIROLE 0.5 MG TAB",9.28
"PI002397","* ","ROPINIROLE 1 MG TAB",8.34802631578947
"PI002398","*","ROPINIROLE 2 MG TAB",9.9
"PI002417","* ","DRONABINOL 2.5MG CAP",22.1
"PI002432","*","OXYCODONE 5MG/5ML LIQ",13.26484375
"PI002453","* ","TOPIRAMATE 50MG TAB",15.1
"PI002454","*","DIPHENHYDRAMINE 12.5MG/5ML PED",2.41428571428571
"PI002500","* ","BUDESONIDE 180MCG MDI",376
"PI002506","*","DEXMEDETOMIDINE 100MCG/ML 2ML",78.9135087719298
"PI002508","* ","MAGNESIUM SULFATE 1000MG",43.6301435406699
"PI002512","*","OLANZAPINE 20MG TAB",67.78
"PI002515","* ","ONDANSETRON 4MG/5ML ORAL LIQ",6.2375
"PI002527","*","PRAZOSING 1MG CAP",4.95
"PI002533","* ","B&O SUPPOSITORY",48.646
"PI002562","*","D5W-LR 500ML",200.75
"PI002580","* ","CEFEPIME 40MG/ML PEDS INJ",10.07
"PI002582","*","CIPROFLOXACIN 2MG/ML PEDS INJ",0.65
"PI002583","* ","DIPHENHYDRAMINE 5MG/ML PEDS",153.4
"PI002603","*","PROMETHAZINE 2.5MG/ML PEDS INJ",42.15
"PI002619","* ","CEFTRIAXONE 40MG/ML PEDS INJ",71.25
"PI002644","*","METOCLOPRAMIDE 0.5MG/ML PEDS",9.1
"PI002651","* ","VANCOMYCIN 5MG/ML PEDS INJ D5W",55.65
"PI002662","*","AMPICILLIN-SULBACTAM 1500MG VI",55.15
"PI002664","* ","GENTAMICIN 2MG/ML PEDS INJ",20.05
"PI002665","*","GRANISETRON 1MG/ML AMP",11.105
"PI002707","* ","SODIUM CHLORIDE 0.9% BOLUS 500",146.604435483871
"PI002708","*","SODIUM CHLORIDE 0.9% BOLUS 250",44.85
"PI002709","* ","LACTATED RINGERS 500ML BOLUS",116
"PI002714","*","PREGABALIN 75 MG CAP",20.55
"PI002715","* ","PREGABALIN 100 MG CAP",18.9929487179487
"PI002721","*","CYCLOBENZAPRINE 5 MG TAB",5.48214285714286
"PI002722","* ","ISOSORB MONONITRA ER 60MG TAB",8.6
"PI002724","*","TRIAMTER-HYDROCHLO 37.5MG/25MG",4.7
"PI002731","* ","PEN G POT 5 MILLION U VIAL",15.8751893939394
"PI002734","*","LOSARTAN 25MG TAB",10.690625
"PI002736","* ","LOSARTAN 100MG TAB",12.2393617021277
"PI002743","*","FENOFIBRATE 48MG TAB",5.9375
"PI002744","* ","FENOFIBRATE 145MG TAB",17.922
"PI002747","*","VALACYCLOVIR 500MG TAB",27.3
"PI002758","* ","DULOXETINE 30MG CAP",19
"PI002759","*","DULOXETINE 60MG CAP",20.7846153846154
"PI002760","* ","BENAZEPRIL 20MG TAB",4.69259259259259
"PI002761","*","NIFEDIPINE 10MG CAP",6.5
"PI002762","* ","NIFEDIPINE 30MG SR TAB",10.7
"PI002763","*","NIFEDIPINE 60MG SR TAB",17.2
"PI002764","* ","NIFEDIPINE 90MG SR TAB",9.4
"PI002765","*","LANSOPRAZOLE 15MG CAP",22.375
"PI002766","* ","LANSOPRAZOLE 30MG CAP",22.396511627907
"PI002768","*","FEXOFENADINE 180MG TAB",13
"PI002782","* ","ABSORBABLE GELATIN FILM STERILE OPHTH 2 IN",345.05
"PI002785","*","CIPRODEX 7.5ML OTIC SUSP                                  02",354.088235294118
"PI002792","* ","RIVASTIGMINE 3MG CAP",14.3
"PI002802","*","VARENICLINE 0.5MG TAB",11.45
"PI002803","* ","VARENICLINE 1MG TAB",12.25
"PI002814","*","LEVETIRACETAM 500MG/5ML INJ",33.6581291759465
"PI002818","* ","GLIMEPIRIDE 2MG TAB",4.92777777777778
"PI002820","*","HYDROCHLOROTHIAZIDE 12.5MG CAP",2.1
"PI002821","* ","SPIRONOLACTONE 50MG TAB",5.75
"PI002822","*","TIZANIDINE 2MG TAB",7.05
"PI002823","* ","TIZANIDINE 4MG TAB",12.9802631578947
"PI002825","*","ALFUZOSIN 10MG SR TAB",10.95
"PI002826","* ","CINACALCET 30MG TAB",2.12333333333333
"PI002828","*","SILDENAFIL 20MG TAB",2.6
"PI002832","* ","DULOXETINE 20MG CAP",20.05
"PI002836","*","VANCOMYCIN 250MG CAP",147.95
"PI002843","* ","NATALIZUMAB 300MG/15ML INJ",35.4875420875421
"PI002849","*","MINERAL OIL (MURI-LUBE) 10ML",27.3
"PI002852","* ","PRAMIPEXOLE 0.25MG",11.2
"PI002863","*","TERAZOSIN 2MG CAP",12.5
"PI002864","* ","QUETIAPINE 50MG TAB",21.30125
"PI002865","*","LIDOCAINE 1% PF INJ 5ML AMP",20.0464285714286
"PI002866","* ","LIDOCAINE 2% PF INJ 5ML VIAL",20.05
"PI002868","*","PRAMIPEXOLE 0.125MG TAB",10.7
"PI002870","* ","PRAMIPEXOLE 1MG TAB",6.5
"PI002871","*","CHOLESTYRAMINE 4GM PACKET",13
"PI002873","* ","PANITUMUMAB 100MG VIAL",257.829768786127
"PI002876","*","CALCIUM/VITAMIN D 500MG-200U",0.546969696969697
"PI002882","* ","LEVOFLOXACIN 750MG/150ML BAG",76.906734006734
"PI002883","*","DAPTOMYCIN 500MG INJ",1.7348
"PI002889","* ","CARBAMAZEPINE 200MG SR CAP",5.72727272727273
"PI002893","*","SHOHLS(Na)/BICITRA(Na)  30ML",3.85
"PI002897","* ","DEXTROSE 50% SYRINGE 50ML",80.1985714285714
"PI002905","*","FLUVOXAMINE 50MG CAP",16.4
"PI002906","* ","TRANXENE 3.75MG CAP",9.625
"PI002908","*","TELMISARTAN 40MG TAB",14.6
"PI002910","* ","CEFPODOXIME 100MG TAB",19.5
"PI002911","*","VANCOMYCIN 1000MG VIAL",92.0925
"PI002912","* ","VANCOMYCIN 500MG (INTERTHECAL)",55.65
"PI002917","*","IBUPROFEN 100MG/5ML DOSE (PURP",3.64754098360656
"PI002952","* ","DIAZEPAM 5MG/5ML ORAL SOLN",2.6
"PI002954","*","GUAIFENESIN W/CODEINE SYR 10ML",6.25
"PI002960","* ","NAPROXEN 250MG TAB",6.5
"PI002961","*","NAPROXEN 500MG TAB",8.09597701149425
"PI002968","* ","HEPARIN 1000U/ML (FOR IV)",2.3
"PI002970","*","INSULIN HUMAN REG 100U/ML( IV)",1.3527865404837
"PI002991","* ","HOMATOPRINE 5% OPHTH SOL",97
"PI002998","*","CINACALCET 90MG TAB",1.87222222222222
"PI003004","* ","BUDESONIDE 0.5MG/2ML NEB SUSP",28.0873563218391
"PI003005","*","BUDESONIDE 0.25MG/2ML NEB SUSP",22.1
"PI003014","* ","DAKINS SOLUTION 1/2 STRENGTH",30.12
"PI003061","*","TPN SOLUTION",0.0366075706756109
"PI003081","* ","TRIVALENT MOUTHWASH",1
"PI003084","*","VITAMIN B COMPLEX TAB",1.6
"PI003093","* ","BUMETANIDE 1 MG TAB",5.75
"PI003094","*","BUMETANIDE 2 MG TAB",6.5
"PI003098","* ","CARBAMIDE PEROXIDE OTIC 6.5%",51.5
"PI003102","*","DARBEPOETIN ALFA 40 MCG",6.58375
"PI003105","* ","DICYCLOMINE 10 MG",4.1866935483871
"PI003106","*","DICYCLOMINE 20 MG",4.7
"PI003107","* ","DIVALPROEX ER 250 MG",7.05
"PI003108","*","DOXEPIN 50 MG CAP",6
"PI003110","* ","DOXEPIN 25 MG CAP",5.75
"PI003111","*","DOXEPIN 10 MG CAP",4.5
"PI003114","* ","GUAIFENESIN 600MG S.R. TAB",4.19685534591195
"PI003121","*","IPRATROPIUM 0.5MG/2.5ML NEB SOL",13.4887005649718
"PI003130","* ","MAGNESIUM OXIDE 400 MG TAB",0.534095063985375
"PI003131","*","MELATONIN 5 MG TAB",1.05
"PI003135","* ","MIRTAZAPINE 15 MG DISINTEGRATI",13
"PI003165","*","GABAPENTIN 600MG TAB                                      01",8.13274509803922
"PI003280","* ","OXYTOCIN  30 UNITS/ 500ML",13.8469135802469
"PI003282","*","MICAFUNGIN 100MG VIAL",0.9605
"PI003350","* ","CITALOPRAM 10MG TAB",14.05
"PI003351","*","MESALAMINE 500MG SR CAP",14.05
"PI003352","* ","CHOLECALCIFEROL 1000 UNIT TAB",2.59910313901345
"PI003359","*","BUDESONIDE/FORMOTEROL 160-4.5",437.62
"PI003360","* ","BUDESONIDE/FORMOTEROL 80-4.5",384.5
"PI003374","*","OMEGA-3 ACID ETHYL ESTERS 1000MG CAP",5.96
"PI003380","* ","LACTULOSE SYRUP 473ML FOR ENEMA USE",177.1
"PI003382","*","MAGNESIUM SULFATE 2000MG IN SW 50ML",30.8578254132231
"PI003383","* ","MAGNESIUM SULFATE 4000MG IN SW 50ML",3.48125
"PI003386","*","CALCIUM GLUCONATE 1000MG IN NS 50ML",3.28
"PI003387","* ","CALCIUM GLUCONATE 2000MG IN NS 50ML",3.28
"PI003390","*","GENTAMICIN 80MG in 0.9% NACL 100ML",104.55
"PI003391","* ","CLINDAMYCIN 600MG in D5W 100ML",179.761312217195
"PI003400","*","DARBEPOETIN ALFA 300 MCG",14.7915
"PI003406","* ","ONDANSETRON 40MG/20ML VIAL",8.6
"PI003408","*","HEPARIN 500 UNITS/5ML VIAL",17.1961165048544
"PI003421","* ","OXYCODONE 15MG SR TAB",16.4
"PI003431","*","BRIMONIDINE 0.2% OPHTH SOLN 5ML",85.55
"PI003435","* ","SULFANILAMIDE 15% VAGINAL CREAM",391.6
"PI003437","*","PAROXETINE 40MG TAB",15.9
"PI003441","* ","PEMETREXED 500MG INJ",137.8465
"PI003449","*","SODIUM CHLORIDE 0.9% 10ML",12.5
"PI003451","* ","RANOLAZINE 500 MG TAB",15.6
"PI003463","*","CYCLOSPORINE 0.05% OPHTH SOLN 0.4ML",15.2
"PI003465","* ","PNEUMOCOCCAL 23-VALENT 0.5ML",169
"PI003467","*","EPINEPHRINE 1MG/ML VIAL 30ML                              01",0.373
"PI003470","* ","OCTREOTIDE 500MCG AMP                                     01",11.48725
"PI003474","*","REGADENOSON 0.08MG/ML 5ML INJ",129.617005813953
"PI003482","* ","SODIUM CHLORIDE 3% BOLUS 500ML",122.75
"PI003492","*","RALTEGRAVIR 400MG TAB",45.5
"PI003495","* ","LIDOCAINE 2% TOP JELLY 5ML",36.3363636363636
"PI003498","*","SODIUM CHLORIDE 0.9% 25ML",6675.5
"PI003501","* ","LACOSAMIDE 50MG TAB",0.366
"PI003503","*","LACOSAMIDE 200MG TAB",0.6
"PI003505","* ","LACOSAMIDE 200MG/20ML INJ",0.6085
"PI003507","*","ALENDRONATE 35MG TAB",71.5
"PI003513","* ","METHOCARBAMOL 500MG TAB",4.19848484848485
"PI003514","*","SITAGLIPTIN 100MG TAB",33.55
"PI003517","* ","NALOXONE 1MG/ML 2ML SYRINGE",120.15
"PI003520","*","PRASUGREL 10MG TAB",35.65
"PI003524","* ","PANCRELIPASE (CREON 24) CAP",3.725
"PI003534","*","PHYTONADIONE 10MG AMP",63.7
"PI003539","* ","FOSPHENYTOIN 100MG 2ML VIAL",43.685
"PI003540","*","FOSPHENYTOIN 500MG 10ML VIAL",33.5926666666667
"PI003559","* ","DILTIAZEM 5MG/ML 5ML VIAL (INTERMITT)",95.2
"PI003560","*","PNEUMOCOCCAL 13-VALENT (PEDS) VAC 0.5ML INJ",248.007462686567
"PI003565","* ","TETRACAOME 0.5% OPHTH SOLN 2ML",27.052380952381
"PI003567","*","QUETIAPINE XR 50MG TAB",15.6
"PI003568","* ","QUETIAPINE XR 150MG TAB",16.6
"PI003572","*","BENAZEPRIL 10MG TAB",7.05
"PI003580","* ","HYDROCORT ISONE 10MG TAB",2.6
"PI003583","*","SITAGLIPTIN 50MG TAB",26
"PI003596","* ","MIRTAZAPINE45MG TAB",1.6
"PI003597","*","FENOFIBRATE 54MG TAB",8.85
"PI003603","* ","BENZONATATE 100MG CAP",6.49742268041237
"PI003605","*","SODIUM BICARB 8.4% 50ML VIAL",23.3742201834862
"PI003613","* ","FUROSEMIDE 10MG/ML 4ML VIAL",7.94369855967078
"PI003622","*","MULTIVITAMIN DIALYSIS TAB",4.2
"PI003638","* ","DOCETAXEL 20MG/ML 1ML VIAL",89.170382585752
"PI003639","*","DOCETAXEL 20MG/ML 4ML VIAL",86.7210960960961
"PI003642","* ","MESALAMINE 1200MG DR TAB",21.6
"PI003644","*","ERYTHROPOIETIN 10000 UNITS/ML 1ML VIAL (ESRD)",50.4079166666667
"PI003645","* ","ERYTHROPOIETIN 2000 UNITS/ML 1 ML VIAL (ESRD)",53.6942307692308
"PI003647","*","ERYTHROPOIETIN 3000 UNITS/ML 1 ML VIAL (ESRD)",58.247311827957
"PI003648","* ","ERYTHROPOIETIN 4000 UNITS/ML 1 ML VIAL (ESRD)",58.5
"PI003658","*","NATALIZUMAB 300MG/15ML INJ (NO CHARGE)",0
"PI003672","* ","RIFAXIMIN 500 MG TAB",85.05
"PI003675","*","ALISKIREN 150MG TAB",14.05
"PI003677","* ","NEBIVOLOV 5MG TAB",11.45
"PI003678","*","OXYBUTYNIN ER 5MG TAB",14.05
"PI003685","* ","BENAZEPRIL 5MG TAB",6.4375
"PI003686","*","BENAZEPRIL 40MG TAB",7.00714285714286
"PI003701","* ","DABIGATRAN 75MG CAP",11.45
"PI003702","*","DABIGATRAN 150MG CAP",15.5
"PI003723","* ","ACETAMINOPHE/OXYCODONE 10/325MG",8.1
"PI003724","*","ACETAMINOPHE/HYDROCODONE 7.5/325MG",7.55
"PI003725","* ","ACETAMINOPHE/HYDROCODONE 10/325MG",7.55
"PI003726","*","POTASSIUM CHLORIDE 10 MEQ TABS",5.74707317073171
"PI003751","* ","MILNACIPRAN 50MG TAB",2.35
"PI003763","*","TPN: ADULT TRACE ELEMENTS-4 CONC",0.39
"PI003770","* ","NEOSTIGMINE 1MG/ML 10ML VIAL",208
"PI003777","*","PANCRELIPASE (CREAON 3) CAP",5.5
"PI003780","* ","LABETALOL 20MG/4ML SYRINGE",33.8
"PI003783","*","CEFTAROLINE FOSAMIL 600MG VIAL",5.12352272727273
"PI003794","* ","FOSZPREPITANT DIMEGLUMINE 150MG",4.20533333333333
"PI003801","*","POTASSIUM CHLORIDE 20 MEQ & WATER 100ML",10.455
"PI003804","* ","TICAGRELOR 90MG TAB",13.5409090909091
"PI003809","*","LEVOTHROXINE 100MCG VIAL",214
"PI003812","* ","BUPIVACAINE 0.5% 50ML INJ",79.6
"PI003813","*","HYDROMORPHONE 1MG INJ",17.6106711409396
"PI003817","* ","LIDOCAINE 2% 50ML VIAL",0.9465
"PI003818","*","LIDOCAINE 2% PF 10ML AMP",1.88309210526316
"PI003850","* ","FENTANYL 2MCG/BUPIV 0.12% CADD 100ML",602.2
"PI003852","*","DENOSUMAB 70MG/1.7ML SYR (XGEVA)",33.8375
"PI003856","* ","PALONOSETRON 0.05 MG/ML INJ",942
"PI003859","*","DENOSUMAB 60MG SYR (PROLIA)",35.2889322916667
"PI003860","* ","CABAZITAXEL 60MG/1.5 ML VIAL",591.932916666667
"PI003865","*","CALCIUM CHLORIDE 10% 10ML SYR                             01",79.05
"PI003870","* ","MORPHINE CADD 1MG/ML 100ML",120
"PI003876","*","SITAGLPTIN 25MG TAB",30.5
"PI003880","* ","IBUPROFEN 200MG/10ML UNIT DOSE CUPS",1.38282208588957
"PI003930","*","FLUOXETINE 40MG CAP",22.9
"PI003936","* ","RIVAROXABAN 15MG TAB",30.95
"PI003937","*","RIVAROXABAN 20MG TAB",19.7875
"PI003953","* ","LIDOCAINE 1% W/EPI 1:100000 20ML VIAL",43.45
"PI003981","*","GLYCOPYRROLATE 0.4MG/2ML 2ML VIAL",48.65
"PI003983","* ","PHENYLEPHRINE 400MCG/10ML SYRINGE",0.88
"PI003990","*","ALBUTEROL-IPRATROPIUM NEB SOL 2.5MG-0.5MG",25.4828960573477
"PI003993","* ","AMLODIPINE-BENZAEPRIL 5MG-10MG TAB",11.2
"PI003994","*","AMLODIPINE-BENZAEPRIL 5MG-20MG TAB",12.25
"PI003997","* ","AMLODIPINE-BENZAEPRIL 10MG-40MG TAB",15.6
"PI004004","*","POVIDONE IODINE TOP 10% SOLN",18.734375
"PI004019","* ","ASPIRIN 81 MG EC TAB",0.102965403624382
"PI004022","*","LIDOCAINE 2% TOP JELLY",99.1
"PI004028","* ","MINERAL OIL RETENTION ENEMA",7.55
"PI004030","*","IBUPROFEN 800 MG TAB",4.69551569506726
"PI004033","* ","BACITRACIN TOP OINT 0.9GM",1.04849397590361
"PI004087","*","REFRESH OPHTH SOLN (NICU ONLY)",0.4
"PI004091","* ","TRACE ELEMENTS ADULT VIAL",200
"PI004095","*","FONDAPARINUX 2.5MG/0.5ML INJ",25.95
"PI004103","* ","OXALIPLATIN 100 MG INJ",44.0646211357527
"PI004109","*","LETROZOLE 2.5MG TAB",50.45
"PI004111","* ","LEUPROLIDE DEPOT 30MG KIT",2696.1375
"PI004118","*","BORTEZOMIB 3.5 MG VIAL",154.696124031008
"PI004167","* ","CALCIUM CARB 500MG/5ML (ELEMEN",0.3
"PI004171","*","DOCUSATE/SENNA 50 MG/8.6 MG TA",1.05
"PI004175","* ","BICALUTAMIDE 50 MG TAB",70.2
"PI004179","*","D5W 1/2NS 500ML",164.6
"PI004183","* ","ACETYLCYSTEINE 20% ORAL SOLN 4",32.9699029126214
"PI004185","*","ALBUTEROL 0.5% SOLN FOR CONTIN",2.44666666666667
"PI004196","* ","PROPOFOL 10MG/ML 100ML VIAL",2.3574492481203
"PI004198","*","PROPOFOL 10MG/ML 20ML IVPUSH",3.84461267605634
"PI004199","* ","PROPOFOL 10MG/ML 50ML VIAL",2.35204
"PI004203","*","MORPHINE 25MG/ML PF 20ML AMP",8.2
"PI004204","* ","VALSARTAN 320 MG TAB",16.4
"PI004212","*","GLIMEPIRIDE 4MG TAB",7.04722222222222
"PI004216","* ","TERAZOSIN 5MG CAP",13
"PI004235","*","DEXAMETH/NEOMY/POLY B OPHTH OINT 3.5GM",80.35
"PI004258","* ","CARFILZOMIB 60MG INJ",74.9722972972973
"PI004264","*","LEUPROLIDE DEP 45MG 6MONTH KIT",2595.71666666667
"PI004265","* ","LEVETIRACETAM 1000MG/NACL 0.75% 100ML PREMIX",93.5892857142857
"PI004277","*","OCTREOTIDE LAR DEPOT 10MG INJ",294.105
"PI004278","* ","OCTREOTIDE LAR DEPOT 20MG INJ",381.9925
"PI004279","*","OCTREOTIDE LAR DEPOT 30MG INJ",360.403333333333
"PI004287","* ","LIDOCAINE 2% TOP JELLY 10ML",61.5672413793103
"PI004304","*","INDOMETHACINC50MG RECTAL SUPP",41.35
"PI004309","* ","PERTUZUMAB 420MG/14ML INJ",21.0594047619048
"PI004314","*","METHOTREXATE 50MG PF VIAL",25.75
"PI004317","* ","RITONAVIR 100MG TAB",42.5
"PI004320","*","VASOPRESSIN 20 UNTIS/ML INJ (INTERMITT/ADD)",189.925
"PI004324","* ","VERAPAMIL 10MG/4ML VIAL",51.25
"PI004334","*","APIXABAN 2.5MG TAB",17.9131578947368
"PI004335","* ","APIXABAN 5MG TAB",17.9387700534759
"PI004348","*","IOHEXOL 300MG/ML 10ML INJ",2.62488622754491
"PI004349","* ","HYDROCORTISONE 2.5% RECTAL CREAM 2/APP",159.4
"PI004356","*","GUAIFEN/DM 200-20MG/10ML UD CUP",3.65
"PI004360","* ","METFORMIN HCL 1000MG TAB",7.8
"PI004363","*","LABETALOL HCL 5MG/ML VIAL 40ML",338.8
"PI004365","* ","BISOPROLOL FUMARATE 5MG TABS 100 EA",9.9
"PI004390","*","TELMISARTAN 20MG TABS 30 EA",15.1
"PI004407","* ","FERRIC SUBSULFATE TOPICAL SOLUTION (MONSEL'S) 8ML",72.8
"PI004409","*","LACTULOSE PER ML PKG SYRUP",0.26
"PI004411","* ","MILK OF MAGNESIA TRIPLE CONC PER ML PKG SYR",0.561666666666667
"PI004412","*","LEVETIRACETAM 100MG/ML PKG ORAL LIQ",1.56059405940594
"PI004434","* ","VALPROIC ACID 50MG/ML PKG SYRUP",1.04022556390977
"PI004435","*","AMANTADINE 10MG/ML PKG ORAL SOLUTION",0.52
"PI004436","* ","OXCARBAZEPINE 60MG/ML PKG SUSP",1.825
"PI004446","*","HYDROXYZINE HCL 2MG/ML PKG SYRUP",0.26
"PI004448","* ","SULFAMETHOX/TRIMETH PER ML PKG SUSP",0.260238907849829
"PI004450","*","AZITHROMYCIN 40MG/ML PKG SUSP",47.6
"PI004685","* ","PHENYLEPHRINE INFUSION 30MG/250ML NACL 0.9% (SN)",33.8
"PI004886","*","DICLOFENAC 1% GEL 100G",93.3785714285714
"PI004899","* ","DEXAMETHASONE 1 MG / ML ORAL LIQUID",0.716666666666667
"PI004902","*","DEXAMETHASONE 2 MG / 2 ML ORAL LIQUID",0.715131578947369
"PI005032","* ","DEXAMETHASONE P.F. 10MG/ML 1ML VIAL",4.655
"PI005230","*","OCTREOTIDE INFUSION 1,200MG/250ML NACL 0.9% (SN)",11.4833333333333
"PI005245","* ","CEFPHALEXIN 50MG/ML PKG SUSP",17.425
"PI005253","*","GABAPENTIN 50MG/ML PKG ORAL SOLN",0.52
"PI005260","* ","LOPERAMIDE 0.2MG/ML PKG SOLN",0.126842105263158
"PI005266","*","NAPROXEN 25MG/ML PKG SUSP",0.52
"PI005268","* ","ONDANSETRON 0.8MG/ML PKG ORAL LIQ",0.025
"PI005273","*","THEOPHYLLINE 5.3MG/ML PKG LIQUID",1.3
"PI005279","* ","TRANEXAMIC ACID 1,000MG/100ML NACL 0.9% (SN)",16.65
"PI005284","*","ACETAMINOPHEN-HYDROCODONE 325MG/7.5MG SOL",10.5
"PI005285","* ","PHENYLEPHRINE INFUSION 10MG/250ML NACL 0.9% (SN)",33.8
"PI005292","*","AMIODARONE 150 MG",21.6392307692308
"PI005297","* ","METOPROLOL 12.5 MG TAB",1.85
"PI005298","*","TRAZODONE 25 MG TAB",5.95833333333333
"PI005299","* ","BACLOFEN 5 MG TAB",6
"PI005300","*","QUETIAPINE 12.5 MG TAB",12.4963768115942
"PI005301","* ","SPIRONOLACTONE 12.5 MG TAB",4.2
"PI005307","*","METOPROLOL 12.5 MG XL TAB",4.95
"PI005314","* ","PACLITAXEL PROTEIN-BOUND 100 MG VIAL",22.3260031471282
"PI005317","*","LIDOCAINE 2% PF (SN)",9.42073170731707
"PI005327","* ","CEFAZOLIN 2 GM PREMIX",46.4032383419689
"PI005331","*","CLINDAMYCIN 300MG PREMIX",90.225
"PI005332","* ","LEVETIRACETAM 500MG PREMIX",1.3
"PI005333","*","LEVETIRACETAM 1500MG PREMIX",0.773166666666667
"PI005349","* ","TRYPAN BLUE 0.006% OPTHALMIC SOLUTION",147.7
"PI005354","*","LIDOCAINE VISCOUS 2% SOLN 15 ML",12.48
"PI005361","* ","HYDROMORPHONE ORAL SOLN 1 MG/ML",2.1
"PI005362","*","AMIODARONE PREMIX 360 MG IN D5W 200ML",12.0029874213836
"PI005368","* ","DOBUTAMINE PREMIX 500 MG IN D5W 250 ML",274.663157894737
"PI005372","*","DOPAMINE PREMIX 800 MG IN D5W 250 ML",8.32
"PI005374","* ","ESMOLOL PREMIX 2500 MG IN ISO-OSMOTIC 250 ML",703.6
"PI005376","*","LIDOCAINE 2000 MG IN D5W 500 ML",436.8
"PI005377","* ","MILRINONE PREMIX 20 MG IN D5W 100 ML",4.425
"PI005380","*","NICARDIPINE PREMIX 20 MG IN NS 200 ML",41.6
"PI005383","* ","POTASSIUM CHLORIDE PREMIX 20 MEQ IN 1/2 NS 1000ML",21.22
"PI005384","*","POTASSIUM CHLORIDE PREMIX 20 MEQ IN NS 1000ML",21.1948979591837
"PI005387","* ","POTASSIUM CHLORIDE PREMIX 20 MEQ IN D5W-NS 1000ML",211.288888888889
"PI005393","*","PANCRELIPASE (CREON 36) CAPSULE",20.8834782608696
"PI005398","* ","TISSEEL FIBRIN SEALANT 2ML",250.5
"PI005436","*","ACETAMINOPHEN INJ 1000MG/100ML(OFIREMEV)",0.775
"PI005463","* ","CEFAZOLIN 1000 MG IN D5W 50 ML",96.15
"PI005495","*","STERILE WATER FOR KCENTRA",0
"PI005496","* ","METRONIDAZOLE INJ 5 MG / ML (ADULT NOT = 500MG)",93.8069230769231
"PI005512","*","VANCOMYCIN 1250MG IN 0.9% NACL 250ML",81.2166666666667
"PI005513","* ","VANCOMYCIN 1500MG IN 0.9% NACL 500ML",81.1331111111111
"PI005518","*","TAB MEDICATION - NF",0.0249612403100775
"PI005520","* ","NON FORM INJECTABLE MEDICATION",0
"PI005521","*","CAPSULE MEDICATION - NF",0.03
"PI005522","* ","CAP-EC MEDICATION - NF",0.0166666666666667
"PI005523","*","CAP-SR MEDICATION - NF",0.0171875
"PI005524","* ","ENEMA MEDICATION - NF",0.175
"PI005528","*","INHALER MEDICATION - NF",0.0375
"PI005536","* ","OPHTH SOLN MEDICATION - NF",0.02
"PI005555","*","POT CHLORIDE PREMIX 20 MEQ IN D5W-1/2NS 1000 ML",10.5851515151515
"PI005556","* ","CEFUROXIME 250MG TAB",23.4
"PI005557","*","ERTEPENEM 1GM VIAL",105.7
"PI005576","* ","SODIUM CHLORIDE 5% OPHTH SOLN 15 ML",75.15
"PI005577","*","CEFUROXIME 750 INJ",38.25
"PI005590","* ","INFLUENZA VAC (HIGHT DOSE) PF 0.5ML (IIV3) INJ",52.5
"PI005618","*","BUPIVICAINE 0.25% (SN)",43.4
"PI005667","* ","RHO (D) IMM GLOB (RHOPHYLAC) 300MG (1500U) SYR",28.93
"PI005670","*","AMOX-CLAV (600-42.9MG/5ML) 120MG/ML PK SUSP",1.709375
"PI005671","* ","AMOX-CLAV (400-57MG/5ML)80MG/1ML PK LIQ",1.71428571428571
"PI005672","*","AMOX-CLAV (250-62.5MG/5ML) 25MG/1ML ADULT PK LIQ",0.75
"PI005673","* ","AMOX-CLAV (200-28.5MG/5ML) 40MG/ML PK SUSP",1.34615384615385
"PI005690","*","SOLIFENACIN TAB 10MG",22.1
"PI005691","* ","SOLIFENACIN TAB 5MG",23.3379310344828
"PI005704","*","FLUCONAZOLE TAB 150 MG",41.0238095238095
"PI005705","* ","LEVOTHYROXINE 145 MCG TAB",4.95
"PI005706","*","METOPROLOL 6.25 MG TAB (1/4 OF 25MG TAB)",1.85
"PI005710","* ","OSELTAMIVIR CAP 30 MG",32.25
"PI005711","*","VEDOLIZUMAB 300MG INJ",28.1883333333333
"PI005726","* ","FENTANYL 50 MCG/ML (PF) 2ML SYRINGE (ANES)",5.81
"PI005732","*","LOSARTAN 12.5MG TAB (1/2 OF 25MG TAB)",10.7
"PI005733","* ","HYDRALAZINE 12.5MG TAB (1/2 OF 25MG TAB)",2.1
"PI005739","*","CEFDINIR 50MG/1ML PKG ORAL SUSP",3.69117647058824
"PI005778","* ","POLYETHYLENE GLYCOL 3350 255G POWDER",22.63
"PI005782","*","5-FLUOROURACIL (50 MG/1 ML) BOLUS",888.171875
"PI005787","* ","PEMBROLIZUMAB 100MG/4ML VIAL",47.64175
