"Procedure Record Name","Unit Charge"
"SCREW LOCKING SLF TAP STRDRV 5.0MMX36MM 212.212","635.00"
"SCREW LOCKING SLF-TAPNG 3.5 X 12 MM 71801212","441.00"
"SCREW LOCKING SLF-TAPNG 3.5 X 16 MM 71801216","441.00"
"SCREW LOCKING SLF-TAPNG 3.5 X 18 MM 71801218","441.00"
"SCREW LOCKING SLF-TPN 6.0 X 36MM 04.005.626","525.00"
"SCREW LOCKING SLF-TPN 6.0 X 40MM 04.005.640","525.00"
"SCREW LOCKING SLF-TPN 6.0 X 50MM 04.005.650","525.00"
"SCREW LOCKING SLF-TPNG 1.5  X 11MM 02.214.11","380.00"
"SCREW LOCKING SLF-TPNG 1.5 X 10MM 02.214.010","380.00"
"SCREW LOCKING SLF-TPNG 1.5 X 12MM 02.214.012","380.00"
"SCREW LOCKING SLF-TPNG 1.5 X 14MM 02.214.014","380.00"
"SCREW LOCKING SLF-TPNG 1.5 X 8MM 02.214.008","380.00"
"SCREW LOCKING SLF-TPNG 1.5 X 9MM 02.214.009","380.00"
"SCREW LOCKING SLF-TPNG 2.4 X 11MM 212.811","403.00"
"SCREW LOCKING SLF-TPNG 2.4 X 13MM 212.813","403.00"
"SCREW LOCKING SLF-TPNG 2.7 X 38 MM 202.238","418.00"
"SCREW LOCKING SLF-TPNG 3.5 X 32 MM 212.114","441.00"
"SCREW LOCKING SLF-TPNG 3.5 X 45 MM 212.135","399.00"
"SCREW LOCKING SLF-TPNG 3.5 X 46 MM 212.136","441.00"
"SCREW LOCKING SLF-TPNG 3.5 X 46MM 212.138","399.00"
"SCREW LOCKING SLF-TPNG 3.5 X 52 MM 212.122","441.00"
"SCREW LOCKING SLF-TPNG RECESS 1.5 X 15MM 02.214.015","380.00"
"SCREW LOCKING SLF-TPNG RECESS 1.5 X 16MM 02.214.016","380.00"
"SCREW LOCKING SLF-TPNG RECESS 1.5 X 20MM 02.214.020","380.00"
"SCREW LOCKING SLF-TPNG STR DRV 2.0X30MM 201.900","403.00"
"SCREW LOCKING SLT-TPNG SDRV 2.4MM X 7MM 212.807","403.00"
"SCREW LOCKING SLT-TPNG SDRV 2.7MM X 14MM","418.00"
"SCREW LOCKING SPINE 35MM 489.035","1033.00"
"SCREW LOCKING SPINE 55MM 489.055","1033.00"
"SCREW LOCKING SS 5.0 X 55MM 213.455","642.00"
"SCREW LOCKING SS 5.0X26MM 213.426","642.00"
"SCREW LOCKING SS 5.0X40MM 213.440","642.00"
"SCREW LOCKING SS 5.0X65MM 213.465","642.00"
"SCREW LOCKING SS 5.0X75MM 213.475","642.00"
"SCREW LOCKING STARDRIVE 2.4 X 12MM 02.210.112","393.00"
"SCREW LOCKING STARDRIVE 2.4 X 18MM 02.210.118","393.00"
"SCREW LOCKING STARDRIVE 2.4 X 18MM 02.210.122","393.00"
"SCREW LOCKING T10 3.5 X 18MM 45-35618","439.00"
"SCREW LOCKING T10 3.5X10MM 40-35610","463.00"
"SCREW LOCKING T10 3.5X12MM 40-35612","463.00"
"SCREW LOCKING T10 3.5X44MM 40-35644","463.00"
"SCREW LOCKING T10 3.5X50MM 40-35650","463.00"
"SCREW LOCKING T8 2.4 X 10MM 412.810","403.00"
"SCREW LOCKING T8 2.4 X 30MM 412.830","403.00"
"SCREW LOCKING THREAD 5X50MM 1896-5050S","476.00"
"SCREW LOCKING THREADED 2.3 X 20MM CO-T2320","330.00"
"SCREW LOCKING THREADED 5 X 40MM","476.00"
"SCREW LOCKING TI","212.00"
"SCREW LOCKING TI 2.7 X 10MM 402.210","418.00"
"SCREW LOCKING TI 2.7 X 14MM 402.214","418.00"
"SCREW LOCKING TI 2.7 X 18MM 402.218","418.00"
"SCREW LOCKING TI 4.0 X 22MM 04.005.412S","662.00"
"SCREW LOCKING TI 5.0 X 100MM 04.005.590","525.00"
"SCREW LOCKING TITAN 5X85MM 04.005.575","525.00"
"SCREW LOCKING TITAN 6X30MM 04.005.620","525.00"
"SCREW LOCKING TITAN 6X64MM 04.005.654","525.00"
"SCREW LOCKING TITAN 6X68MM 04.005.658","525.00"
"SCREW LOCKING TITAN 6X90MM 04.005.680","525.00"
"SCREW LOCKING TORX 2.3 X 10MM 53-23610E","387.00"
"SCREW LOCKING TORX 2.3 X 20MM 53-23620E","387.00"
"SCREW LOCKING TORX 2.3MM X 14MM 53-23614E","387.00"
"SCREW LOCKING TRANSCONNECTOR 04.614.522","212.00"
"SCREW LOCKING VA 2.4 X 10MM 04.210.110","393.00"
"SCREW LOCKING VA 2.4 X 12MM04.210.112","393.00"
"SCREW LOCKING VA 2.4 X 14 MM 02.210.114","393.00"
"SCREW LOCKING VA 2.4 X 14MM 04.210.114","393.00"
"SCREW LOCKING VA 2.4 X 16MM 04.210.116","393.00"
"SCREW LOCKING VA 3.5 X 52MM 02.127.152","467.00"
"SCREW LOCKING VA 3.5 X 54MM 02.127.154","467.00"
"SCREW LOCKING VA 5.0 X 100MM 02.231.300S","652.00"
"SCREW LOCKING VA 5.0 X 95MM 02.231.295S","652.00"
"SCREW LOCKING VA STARDRIVE 2.4 X 24MM 02.210.124","393.00"
"SCREW LOCKING VA STARDRIVE 2.4 X 28MM 02.210.128","393.00"
"SCREW LOCKING VA STARDRIVE 2.4 X 30 MM 02.210.130","393.00"
"SCREW LOCKING VAL 2.4 X 26MM AR-8724V-26","477.00"
"SCREW LOCKING VARIABLE  ANGLE 3.0 X 18MM AR-8933V-18","477.00"
"SCREW LOCKING VARIABLE ANGLE 3.0 X 12MM AR-8933V-12","477.00"
"SCREW LOCKING VARIABLE ANGLE 3.0 X 14MM AR-8933V-004","477.00"
"SCREW LOCKING VARIABLE ANGLE 3.0 X 16MM AR-8933V-16","477.00"
"SCREW LOCKING VARIABLE ANGLE 3.0 X 20MM AR-8933V-20","477.00"
"SCREW LOCKING VARIABLE ANGLE 3.0 X 22MM AR-8933V-22","477.00"
"SCREW LOCKING VARIABLE ANGLE 3.0 X 24MM AR-8933V-24","477.00"
"SCREW LOCKING VARIABLE ANGLE 3.0 X 26MM AR-8933V-26","477.00"
"SCREW LOCKING VARIABLE ANGLE SLF-TPING 5.0 X 36MM 02.231.236","528.00"
"SCREW LOCKING VARIABLE ANGLE SLF-TPING 5.0 X 38MM 02.231.238","528.00"
"SCREW LOCKING VARIABLE ANGLE SLF-TPING 5.0 X 46MM 02.231.246","528.00"
"SCREW LOCKING VARIABLE ANGLE SLF-TPNG 5.0 X 30MM 02.231.230","528.00"
"SCREW LOCKING VARIABLE ANGLE SLF-TPNG 5.0 X 90MM 02.231.290","528.00"
"SCREW LOCKING VLP 2.0MM X 10MM 7441-2010N","356.00"
"SCREW LOCKING VLP 2.0MM X 11MM 74412011N","356.00"
"SCREW LOCKING VLP 2.0MM X 16MM 74412016N","356.00"
"SCREW LOCKING VLP 2.0MM X 20MM 74412020N","356.00"
"SCREW LOCKING VLP 2.0MM X 6MM 74412006N","356.00"
"SCREW LOCKING VLP 2.0MM X 7MM 74412007N","356.00"
"SCREW LOCKING VLP 2.0MM X 9MM 74412009N","356.00"
"SCREW LOCKNG SLEF-TAPPING 1.5 X 22MM 02.214.022","380.00"
"SCREW LONGITUBE 6.5 X 50MM 55840016550","2083.00"
"SCREW LONGITUDE 5.5X45 55840015545","2083.00"
"SCREW LONGITUDE II 4.5 X 40 MM 55840014540","2083.00"
"SCREW LOW PROFILE 5MM 400.825","381.00"
"SCREW LOW TOP 8X60MM ST08060","2480.00"
"SCREW M/G UNI HEADED 27MM (1/PKG)","288.00"
"SCREW M/G UNI HEADED 48MM (1/PKG)","288.00"
"SCREW M/G UNI HEADLESS 48MM (1/PKG)","288.00"
"SCREW MALLEOLAR 4.5 X 25MM 215.025","110.00"
"SCREW MALLEOLAR 4.5X30MM 215.030","110.00"
"SCREW MALLEOLAR 4.5X35MM 215.035","110.00"
"SCREW MALLEOLAR 4.5X40MM 215.040","110.00"
"SCREW MALLEOLAR 4.5X50MM 215.050","110.00"
"SCREW MALLEOLAR 4.5X55MM 215.055","110.00"
"SCREW MALLEOLAR 4.5X60MM 215.060","110.00"
"SCREW MALLEOLAR 4.5X65MM 215.065","110.00"
"SCREW MAMBO GREY 3.5 X 13MM CS 1830-13","512.00"
"SCREW MAMBO GREY 3.5 X 15MM CS 1830-15","512.00"
"SCREW MAMBO GREY 3.5 X 17MM CS 1830-17","512.00"
"SCREW MAMBO GREY 3.5 X 19MM CS 1830-19","512.00"
"SCREW MAMBO RESCUE YELLOW 4 X 14MM CS 1832-13","512.00"
"SCREW MAMBO RESCUE YELLOW 4 X 15MM CS 1832-15","512.00"
"SCREW MAMBO RESCUE YELLOW 4 X 17MM CS 1832-17","512.00"
"SCREW MAMBO RESCUE YELLOW 4 X 19MM CS 1832-19","512.00"
"SCREW MAND CP 2X10MM 401.940","285.00"
"SCREW MAND CP 2X11MM 401.941","285.00"
"SCREW MAND CP 2X12MM 401.942","285.00"
"SCREW MAND CP 2X20MM 401.950","285.00"
"SCREW MAND CP 2X22MM 401.952","285.00"
"SCREW MAND CP 2X24MM 401.954","285.00"
"SCREW MAND CP 2X4MM 401.934","285.00"
"SCREW MAND CP 2X5MM 401.935","285.00"
"SCREW MAND CP 2X6MM 401.936","285.00"
"SCREW MAND CP 2X7MM 401.937","285.00"
"SCREW MAND CP 2X8MM 401.938","285.00"
"SCREW MAND CP 2X9MM 401.939","285.00"
"SCREW MAND EMER 2.4X10MM 401.310","258.00"
"SCREW MAND EMER 2.4X11MM 401.311","258.00"
"SCREW MAND EMER 2.4X12MM 401.312","258.00"
"SCREW MAND EMER 2.4X14MM 401.314","258.00"
"SCREW MAND EMER 2.4X16MM 401.316","258.00"
"SCREW MAND EMER 2.4X18MM 401.318","258.00"
"SCREW MAND EMER 2.4X20MM 401.320","212.00"
"SCREW MAND EMER 2.4X22MM 401.322","212.00"
"SCREW MAND EMER 2.4X24MM 401.324","212.00"
"SCREW MAND EMER 2.4X5MM 401.305","258.00"
"SCREW MAND EMER 2.4X6MM 401.306","258.00"
"SCREW MAND EMER 2.4X7MM 401.307","258.00"
"SCREW MAND EMER 2.4X8MM 401.308","258.00"
"SCREW MAND EMER 2.4X9MM 401.309","258.00"
"SCREW MAND ST 2.4X10MM 401.510","401.00"
"SCREW MAND ST 2.4X12MM 401.512","401.00"
"SCREW MAND ST 2.4X14MM 401.514","401.00"
"SCREW MAND ST 2.4X16MM 401.516","401.00"
"SCREW MAND ST 2.4X18MM 401.518","401.00"
"SCREW MAND ST 2.4X32MM 401.532","401.00"
"SCREW MAND ST 2.4X34MM 401.534","401.00"
"SCREW MAND ST 2.4X36MM 401.536","401.00"
"SCREW MAND ST 2.4X38MM 401.538","401.00"
"SCREW MAND ST 2.4X40MM 401.540","401.00"
"SCREW MAND ST 2.4X42MM 401.542","401.00"
"SCREW MAND ST 2.4X44MM 401.544","401.00"
"SCREW MAND ST 2.4X46MM 401.546","401.00"
"SCREW MAND ST 2.4X48MM 401.548","401.00"
"SCREW MAND ST 2.4X6MM 401.506","401.00"
"SCREW MAND ST 2X10MM 401.160","248.00"
"SCREW MAND ST 2X11MM 401.161","248.00"
"SCREW MAND ST 2X12MM 401.162","248.00"
"SCREW MAND ST 2X14MM 401.164","248.00"
"SCREW MAND ST 2X16MM 401.166","248.00"
"SCREW MAND ST 2X18MM 401.168","248.00"
"SCREW MAND ST 2X20MM 401.170","248.00"
"SCREW MAND ST 2X22MM 401.172","248.00"
"SCREW MAND ST 2X24MM 401.174","248.00"
"SCREW MAND ST 2X4MM 401.154","248.00"
"SCREW MAND ST 2X5MM 401.155","248.00"
"SCREW MAND ST 2X6MM 401.156","248.00"
"SCREW MAND ST 2X7MM 401.157","248.00"
"SCREW MAND ST 2X8MM 401.158","248.00"
"SCREW MAND ST 2X9MM 401.159","248.00"
"SCREW MATRIX 4.0 X 20MM 04.632.420","1736.00"
"SCREW MATRIX 4.0 X 25MM 04.632.425","1736.00"
"SCREW MATRIX 4.0 X 28MM 04.632.428","1736.00"
"SCREW MATRIX 4.0 X 30MM  04.632.430","1736.00"
"SCREW MATRIX 4.0 X 45MM 04.632.445","1736.00"
"SCREW MATRIX 5.0 X 20MM 04.632.520","1736.00"
"SCREW MATRIX 5.0 X 25MM 04.632.525","1736.00"
"SCREW MATRIX 5.0 X 30MM 04.632.530","1736.00"
"SCREW MATRIX 5.0 X 40MM 04.606.540","2083.00"
"SCREW MATRIX 5.0 X 40MM 04.632.540","1736.00"
"SCREW MATRIX 5.0 X 45MM 04.606.545","2356.00"
"SCREW MATRIX 5.0 X 45MM 04.632.545","1736.00"
"SCREW MATRIX 5.0 X 50 MM 04.632.550","1736.00"
"SCREW MATRIX 6.0 X 30MM 04.632.630","1736.00"
"SCREW MATRIX 6.0 X 50MM 04.632.650","1736.00"
"SCREW MATRIX 6X45MM 04.606.645","2083.00"
"SCREW MATRIX 6X55MM 04.606.655","2083.00"
"SCREW MATRIX 7 X 30MM 04.606.730","2083.00"
"SCREW MATRIX 7 X 30MM 04.632.730","1736.00"
"SCREW MATRIX 7 X 35MM 04.606.735","2083.00"
"SCREW MATRIX 7 X 40MM 04.606.740","2083.00"
"SCREW MATRIX 7 X 45MM 04.606.745","2083.00"
"SCREW MATRIX 7 X 55MM 04.632.755","1897.00"
"SCREW MATRIX 7 X 65MM 04.632.765","1736.00"
"SCREW MATRIX 7.0 X 50 MM 04.632.750","1736.00"
"SCREW MATRIX 7.0 X 60MM 04.632.760","1736.00"
"SCREW MATRIX 7X30MM 08.606.730","2356.00"
"SCREW MATRIX 8 X 30MM 04.632.830","1736.00"
"SCREW MATRIX 8 X 35MM 04.606.835","2083.00"
"SCREW MATRIX 8 X 40 04.606.840","2083.00"
"SCREW MATRIX 8 X 40MM 04.632.840","1736.00"
"SCREW MATRIX 8.0 X 35MM 04.632.835","1736.00"
"SCREW MATRIX 8.0 X 45 MM 04.632.845","1736.00"
"SCREW MATRIX 8.0 X 50 MM 04.632.850","1736.00"
"SCREW MATRIX 8.0 X 55MM 04.632.855","1736.00"
"SCREW MATRIX 8.0 X 65MM 04.632.865","1736.00"
"SCREW MATRIX 8X45MM 04.606.845","2083.00"
"SCREW MATRIX 9 X 45MM 04.632.945","1736.00"
"SCREW MATRIX 9 X 50MM 04.632.950","1736.00"
"SCREW MATRIX 9.0 X 40MM 04.632.940","1736.00"
"SCREW MATRIX 9.0 X 60MM 04.632.960","1736.00"
"SCREW MATRIX MIDFACE EMERGENCY 4MM 04.503.234.01","382.00"
"SCREW MATRIX MIDFACE EMERGENCY 5MM 04.503.235.01","382.00"
"SCREW MATRIX MIDFACE EMERGENCY 6MM 04.503.236.01","382.00"
"SCREW MATRIX MIDFACE SELF-TAPPING 3MM 04.503.223.01","382.00"
"SCREW MATRIX MIDFACE TI SLF-TPNG 6MM 04.503.226","382.00"
"SCREW MATRIX MIDFACE TI SLF-TPNG 8MM 04.503.228","382.00"
"SCREW MATRIX MIS 5 X 35MM 04.606.535","2083.00"
"SCREW MATRIX MIS 6 X 30MM 04.606.630","2083.00"
"SCREW MATRIX MIS 6 X 35MM 04.606.635","2083.00"
"SCREW MATRIX POLYAXIAL 5.0 X 35MM 04.632.535","1736.00"
"SCREW MATRIX POLYAXIAL 5.0 X 45MM 04.632.145","1736.00"
"SCREW MATRIX POLYAXIAL 5.5 X 35MM 04.632.135","1736.00"
"SCREW MATRIX POLYAXIAL 5.5X40MM 04.632.140","1736.00"
"SCREW MATRIX POLYAXIAL 6.0 X 25MM 04.632.625","1736.00"
"SCREW MATRIX POLYAXIAL 6.0 X 35MM 04.632.635","1736.00"
"SCREW MATRIX POLYAXIAL 6.0 X 40MM 04.632.640","1736.00"
"SCREW MATRIX POLYAXIAL 6.0 X 55 MM 04.632.655","1736.00"
"SCREW MATRIX POLYAXIAL 6.0X45MM 04.632.645","1736.00"
"SCREW MATRIX POLYAXIAL 7.0 X 25MM 04.632.725","1736.00"
"SCREW MATRIX POLYAXIAL 7X40MM 04.632.740","1736.00"
"SCREW MATRIX POLYAXIAL 7X45MM 04.632.745","1736.00"
"SCREW MATRIX REDUCTION 4.0 X 45 MM 04.634.745","1860.00"
"SCREW MATRIX REDUCTION 5.0 X 45MM 04.634.545","1860.00"
"SCREW MATRIX REDUCTION 6.0 X 35MM 04.0634.635","1860.00"
"SCREW MATRIX REDUCTION 6.0 X 45MM 04.634.640","1860.00"
"SCREW MATRIX REDUCTION 6.0 X 45MM 04.634.645","1860.00"
"SCREW MATRIX REDUCTION 6.0 X 50MM 04.634.650","1860.00"
"SCREW MATRIX REDUCTION 6.0 X 55MM 04.634.655","1860.00"
"SCREW MATRIX REDUCTION 7.0 X 40MM 04.634.740","1860.00"
"SCREW MATRIX REDUCTION 7.0 X 50MM 04.634.750","1860.00"
"SCREW MATRIX REDUCTION 7.0 X 55MM 04.634.755","1860.00"
"SCREW MATRIX REDUCTION 8.0 X 50MM 04.634.850","1860.00"
"SCREW MATRIX REDUCTION 8.0 X45MM 04.634.845","1860.00"
"SCREW MATRIX RESCUE 7.0 X 35MM 04.632.735","1736.00"
"SCREW MATRIXMANDIBLE 2.0 X 8MM FINE PITCH 04.503.558.01","306.00"
"SCREW MATRIXWAVE TI 1.85 X 8MM 04.503.825.01","461.00"
"SCREW MAX 1X10MM 400.510","360.00"
"SCREW MAX 1X11MM 400.511","360.00"
"SCREW MAX 1X12MM 400.512","360.00"
"SCREW MAX 1X14MM 400.514","360.00"
"SCREW MAX 1X9MM 400.509","360.00"
"SCREW MAX CP/ST 2X11MM 401.861","1050.00"
"SCREW MAX CP/ST 2X14MM 401.864","264.00"
"SCREW MAX CP/ST 2X18MM 401.868","1050.00"
"SCREW MAX CP/ST 2X20MM 401.870","234.00"
"SCREW MAX CP/ST 2X22MM 401.872","1050.00"
"SCREW MAX CP/ST 2X24MM 401.874","1050.00"
"SCREW MAX CP/ST 2X4MM 401.854","1050.00"
"SCREW MAX CP/ST 2X5MM 401.855","1050.00"
"SCREW MAX CP/ST 2X7MM 401.857","234.00"
"SCREW MAX CP/ST 2X9MM 401.859","1050.00"
"SCREW MAX CRAN SD 1.5X4MM 400.764","246.00"
"SCREW MAX CRAN SD 1.5X5MM 400.756","246.00"
"SCREW MAX CRAN SD 1.5X6MM 400.766","246.00"
"SCREW MAX CRAN SD 2X4MM 401.194","1014.00"
"SCREW MAX CRAN SD 2X5MM 401.195","1014.00"
"SCREW MAX EMER 1.2 X 16MM 400.613","415.00"
"SCREW MAX EMER 1.2X10MM 400.610","376.00"
"SCREW MAX EMER 1.2X11MM 400.611","376.00"
"SCREW MAX EMER 1.2X12MM 400.612","376.00"
"SCREW MAX EMER 1.2X14MM 400.614","376.00"
"SCREW MAX EMER 1.2X4MM 400.604","376.00"
"SCREW MAX EMER 1.2X7MM 400.607","376.00"
"SCREW MAX EMER 1.2X8MM 400.608","376.00"
"SCREW MAX EMER 1.2X9MM 400.609","376.00"
"SCREW MAX SD 1.5X4MM 400.754","1024.00"
"SCREW MAX SD 1.5X5MM 400.755","258.00"
"SCREW MAX SD 1.5X6MM 400.756","258.00"
"SCREW MAX SD 1.5X7MM 400.757","1024.00"
"SCREW MAX SD 1.5X8MM 400.758","1024.00"
"SCREW MAX SD 2X6MM 401.136","992.00"
"SCREW MAX SD 2X7MM 401.137","992.00"
"SCREW MAX SD 2X8MM 401.138","1040.00"
"SCREW MAX ST 1.5X11MM 400.361","840.00"
"SCREW MAX ST 1.5X14MM 400.364","222.00"
"SCREW MAX ST 1.5X16MM 400.366","840.00"
"SCREW MAX ST 1.5X18MM 400.368","840.00"
"SCREW MAX ST 1.5X4MM 400.354","840.00"
"SCREW MAX ST 1.5X5MM 400.355","840.00"
"SCREW MAX ST 1.5X6MM 400.356","840.00"
"SCREW MAX ST 1.5X7MM 400.357","840.00"
"SCREW MAX ST 1.5X8MM 400.358","840.00"
"SCREW MAX ST 1.5X9MM 400.359","840.00"
"SCREW MAX ST 2X10MM 401.360","226.00"
"SCREW MAX ST 2X11MM 401.361","920.00"
"SCREW MAX ST 2X12MM 401.362","920.00"
"SCREW MAX ST 2X14MM 401.364","920.00"
"SCREW MAX ST 2X16MM 401.366","920.00"
"SCREW MAX ST 2X18MM 401.368","920.00"
"SCREW MAX ST 2X20MM 401.370","226.00"
"SCREW MAX ST 2X22MM 401.372","920.00"
"SCREW MAX ST 2X24MM 401.374","920.00"
"SCREW MAX ST 2X4MM 401.354","920.00"
"SCREW MAX ST 2X5MM 401.355","226.00"
"SCREW MAX ST 2X7MM 401.357","920.00"
"SCREW MAX ST 2X8MM 401.358","920.00"
"SCREW MAX ST 2X9MM 401.359","968.00"
"SCREW MDTP 16 MM 1312-27-316","593.00"
"SCREW MEDTRONIC LEGACY 6.5X40","1736.00"
"SCREW METAPHYSEAL 2.7 X 26MM 04.118.526","176.00"
"SCREW METAPHYSEAL SCR SLF-TPNG 2.7 X 28MM 02.118.528","176.00"
"SCREW METAPHYSEAL SCR SLF-TPNG 2.7 X 60MM 02.118.560","176.00"
"SCREW METAPHYSEAL SELF TAPPING STRDRV 2.7 X 42MM 02.118.542","176.00"
"SCREW METAPHYSEAL SELF-TAPPING 2.7 X 14MM 02.118.510","176.00"
"SCREW METAPHYSEAL SELF-TAPPING 2.7 X 14MM 02.118.514","176.00"
"SCREW METAPHYSEAL SELF-TAPPING 2.7 X 20MM 02.118.520","176.00"
"SCREW METAPHYSEAL SELF-TAPPING 2.7 X 24MM 02.118.524","176.00"
"SCREW METAPHYSEAL SELF-TAPPING 2.7 X 26MM 02.118.526","176.00"
"SCREW METAPHYSEAL SELF-TAPPING 2.7 X 30MM 02.118.530","176.00"
"SCREW METAPHYSEAL SELF-TAPPING 2.7 X 36MM 02.118.536","176.00"
"SCREW METAPHYSEAL SELF-TAPPING 2.7 X 38MM 02.118.538","176.00"
"SCREW METAPHYSEAL SELF-TAPPING 2.7 X 40MM 02.118.540","176.00"
"SCREW METAPHYSEAL SELF-TAPPING 2.7 X 44MM 02.118.544","176.00"
"SCREW METAPHYSEAL SELF-TAPPING 2.7 X 52MM 02.118.552","176.00"
"SCREW METAPHYSEAL SELF-TAPPING 2.7 X12 MM 02.118.512","176.00"
"SCREW METAPHYSEAL SLF-TPNG 2.7 X 16MM 02.118.516","176.00"
"SCREW METAPHYSEAL SLF-TPNG 2.7 X 18MM 02.118.518","176.00"
"SCREW METAPHYSEAL SLF-TPNG 2.7 X 22MM 02.118.522","176.00"
"SCREW METAPHYSEAL SLF-TPNG 2.7 X 32MM 02.118.532","176.00"
"SCREW METAPHYSEAL SLF-TPNG 2.7 X 34MM 02.118.534","176.00"
"SCREW METAPHYSEAL SLF-TPNG 2.7 X 50MM 02.118.550","176.00"
"SCREW METAPHYSEAL SLF-TPNG 2.7 X 54MM 02.118.554","176.00"
"SCREW METAPSEL SELF-TAPPING 2.7 X 70MM 02.118.570","176.00"
"SCREW METAPSEL SLF-TPNG 2.7 X 48MM 02.118.548","176.00"
"SCREW METAPSEL SLF-TPNG 2.7 X 56MM 02.118.556","176.00"
"SCREW METAPSEL SLF-TPNG 2.7 X56MM 02.118.558","176.00"
"SCREW METEAPHYSEAL SLF-TPNG 2.7 X 20MM 04.118.520","176.00"
"SCREW METEAPHYSEAL SLF-TPNG 2.7 X 22MM 04.118.522","176.00"
"SCREW MICRO 1.5 X 5 MM CTR DR 99-7205","220.00"
"SCREW MILAGRO 9X23 231820","880.00"
"SCREW MILAGRO ADVANCE INTERFERENCE TCP/PLGA 231823","1040.00"
"SCREW MILAGRO INTERFERENCE 8 X 23MM 231817","1040.00"
"SCREW MILAGRO INTERFERENCE 9 X 23MM 231818","1040.00"
"SCREW MILAGRO INTERFERENCE TCP/PLGA 5 X 12MM 231814","880.00"
"SCREW MIS 6.5 X 35MM 73865-35","2083.00"
"SCREW MIS 6.5 X 35MM 73865-55","2083.00"
"SCREW MIS 6.5 X 40MM 73865-40","2083.00"
"SCREW MIS 6.5 X 45MM 73865-45","2083.00"
"SCREW MIS 6.5X50MM 73865-50","2083.00"
"SCREW MIS HEADED 27MM (1/ PKG)","310.00"
"SCREW MIS HEADED 33MM","310.00"
"SCREW MIS HEADED 48MM","310.00"
"SCREW MISCELLANEOUS AXON LOCKING 406.104","212.00"
"SCREW ML 4.5 X 22MM 04.019.022","722.00"
"SCREW ML 4.5 X 28MM 04.019.028","722.00"
"SCREW MMF SELF-DRILLING 2.0X7MM 91-5707","498.00"
"SCREW MONARCH 5.5X45MM 1770-35-545","4807.00"
"SCREW MONARCH 8.5X40MM POLYAXI","1981.00"
"SCREW MOUNTAINEER FA 3.5 X 14MM 1883-18-314","1736.00"
"SCREW MOUNTAINEER H/H X-CONNECTOR INNER 1883-41-200","212.00"
"SCREW MOUNTAINEER H/H X-CONNECTOR OUTER NUT 1883-41-100","212.00"
"SCREW MOUNTAINEER INNER  1883-42-200","212.00"
"SCREW MULTI AXIAL 6.5X35MM 54-3635","1012.00"
"SCREW MULTI-AXIAL 6.5X45 58364","2478.00"
"SCREW MULTI-AXIAL 6.5X50 58365","2478.00"
"SCREW MULTI-AXIAL 6.5X50MM 54-3650","1012.00"
"SCREW MULTI-AXIAL 6.5X55 58365","2478.00"
"SCREW MULTIAXIAL VERTEX 69587183.5 X18 MM","1736.00"
"SCREW MULTILOC 4.5 X 36MM 04.019.050","722.00"
"SCREW MULTILOC 4.5 X 38MM 04.019.038","722.00"
"SCREW MULTILOC 4.5 X 50MM 04.019.050","722.00"
"SCREW MULTISCREW 2.3 X 13MM 3004-23012","330.00"
"SCREW MULTISCREW 2.3 X 13MM 3004-23013","330.00"
"SCREW MULTISCREW 2.3 X 14MM 3004-23014","330.00"
"SCREW NAIL HOLDING TIBIA 1806-0370","1107.00"
"SCREW NAVIGATIONAL 52-20704","387.00"
"SCREW NAVIGATIONAL 81-03402","144.00"
"SCREW NEURO LO PROFILE 4MM 400.834E","325.00"
"SCREW NEURO LOW PROFILE SLF TAPPING 5MM 400.845E","325.00"
"SCREW NEX-LINK 3.5 X 12MM 2112-3512","2185.00"
"SCREW NEX-LINK 3.5 X 14MM 2112-3514","2185.00"
"SCREW NEX-LINK 3.5 X 22MM 2112-3522","2185.00"
"SCREW NEX-LINK POSTERIOR 2112-3510","2185.00"
"SCREW NEX-LINK POSTERIOR 3.5 X 16MM 2112-3516","2185.00"
"SCREW NEX-LINK POSTERIOR 3.5 X 18MM 2112-3518","2185.00"
"SCREW NEX-LINK POSTERIOR 3.5 X 20MM 2112-3520","2185.00"
"SCREW NEX-LINK POSTERIOR 4.0 X 20MM 2118-4028","2185.00"
"SCREW NON CAN LEGACY 7.5X45 75447545","1736.00"
"SCREW NON CAN LEGACY 7.5X50 75447550","1736.00"
"SCREW NON CANC LEGACY 7.5 X 55MM 7544","1736.00"
"SCREW NON CANNULATED SOLERA 5.5 X 35MM 55840005535","1736.00"
"SCREW NON CANNULATED SOLERA 6.5 X 40MM 55840006540","1736.00"
"SCREW NON CANNULATED SOLERA 6.5 X 45MM 55840006545","1736.00"
"SCREW NON CANNULATED SOLERA 6.5 X 50MM 55840006550","1736.00"
"SCREW NON LCKNG 2.7 X 2MM 614728","288.00"
"SCREW NON LCKNG 2.7 X 32MM 614732","288.00"
"SCREW NON LCKNG 2.7 X 36MM 614736","288.00"
"SCREW NON LCKNG 3.5 X 40MM 614840","288.00"
"SCREW NON LCKNG 3.5 X 70MM 614870","288.00"
"SCREW NON LOCK 2.3MMX12MM  52-23012","423.00"
"SCREW NON LOCK 2.3X18 CO-N2318","330.00"
"SCREW NON LOCK 2.4MM  X 14MM 04.503.444.01","423.00"
"SCREW NON LOCK 2.4MM X 12MM 04.503.442.01","423.00"
"SCREW NON LOCKING 1.5 X 11 MM 1312-20-511","246.00"
"SCREW NON LOCKING 1.5 X 12MM 1312-20-512","283.00"
