"Charge Code",,"Charge Description","Fee Schedule"
"SP013220",,"NDL 89CM 18GA STYL PROC",764
"SP013242",,"CAUTERY SURGICAL HIGH TEMP 2IN",45
"SP013299",,"TBG SUCT ENDOMAT 2 PNCT NDL",273
"SP013300",,"LOOP RESECTOSCOPE 24F",358
"SP013308",,"PRTCL EMBL RED EMBOSPHERE",850
"SP013355",,"SHOE POSTOP MALE LARGE",31
"SP013380",,"NEEDLE CHIBA 22G 8IN",44
"SP013383",,"KIT CLOTEST UREASE H PYL DTEC",43
"SP013444",,"NEEDLE BIOPSY MAGNUM",95
"SP013459",,"PACK ANGIOPLASTY/AORTOGRAM",482
"SP013544",,"SPLINT FINGER BASEBALL MEDIUM",8
"SP013549",,"NEEDLE CHIBA 20GA X 10CM",77
"SP013554",,"NEEDLE FRANSEEN 20GA X 10 CM",73
"SP013562",,"NEEDLE CHIBA 22GA X 10CM",46
"SP013567",,"NEEDLE CHIBA 22GA X 6CM",37
"SP013669",,"NEEDLE BIOPSY TEMNO ADJ COAXIL",196
"SP013740",,"KIT PROCEDURE LUMBAR DRAIN",1150
"SP013748",,"DIL VASC 20CM 5FR .038IN",27
"SP013764",,"DIL VASC 19CM 5FR .038IN",53
"SP013780",,"TUBE 14FR PVC DRN 1W STPCK",58
"SP013835",,"BASKET RETRIEVAL ZEROTIP 12MM",765
"SP013844",,"KIT GSTRMY 1.7CM 14FR SIL LPRO",345
"SP013864",,"TRAY T CATH DRAINAGE 6FR",243
"SP013873",,"KIT PERICRDCTS 8.3FR PERIVAC",544
"SP013919",,"VLV HMSTS .096IN DUOSTAT YTYP",109
"SP013944",,"CBL OXM 3MR 12 PIN TO 9 PIN",551
"SP013961",,"TRAY VASCULAR ACCESS",184
"SP013979",,"BSKT SP RET 180CM 2CM TRPZD RX",1047
"SP013987",,"BSKT SP RET 180CM 2.5CM TRPZD",923
"SP013991",,"SNSR ADLT MXFST FRHD OXM ADH",95
"SP014026",,"KIT PACING",504
"SP014027",,"NEEDLE CHIBA 15CM  6IN",46
"SP014107",,"STOPCOCK MED PRESSURE 3 WAY",7
"SP014216",,"TRAY CT US PROCEDURE",112
"SP014283",,"CATH FILTERWIRE EX 300CM",3364
"SP014333",,"BUR ROUND TAPERED 2.0",539
"SP014334",,"TRAY PED 8CM 3FR CPMS300J",142
"SP014343",,"FCP ESCP BPSY FLXB 107CM 2.2MM",491
"SP014345",,"FORCEP BIOPSY CRVD 6F 50CM",731
"SP014490",,"SPNG BATH 26IN CNTUR EASY GRIP",10
"SP014512",,"DRSG THK 1.6CM THIN 26X15CM",702
"SP014517",,"FCP ESCP BPSY SPK FEN",40
"SP014684",,"COLLAR NECKLOCK LARGE",71
"SP014685",,"COLLAR NECKLOCK MEDIUM",62
"SP014703",,"DRSG IONIC SLVR ABSB ANMC NWVN",76
"SP014753",,"DEV CMPR ARCH PNEUM DOME BELT",394
"SP014782",,"DPR 5 27+ LB INF PMPR INCONT",1
"SP014784",,"DPR 6 35+ LB INF PMPR INCONT",1.24
"SP014826",,"BRSH CYTO 3MM 5FR 180CM",63
"SP014836",,"BSKT SP RET 230CM 7FR 2CM THE",514
"SP014864",,"DRAIN CHEST MINI EXPRESS 500",244
"SP014899",,"TRAY THORACENTESIS",198
"SP014949",,"NDL ESCP 22GA 5.2FR GI BALL",728
"SP015029",,"SNR MINI 3CM 7FR 1.5CM ACSNR",53
"SP015033",,"BAG 1.5IN UROS STD 1 PCE DRN",21
"SP015036",,"SNR STD 5.5CM 2.5CM 7FR ACSNR",53
"SP015049",,"SNR MINI 1.5CM 7FR 1CM ACSNR",53
"SP015086",,"FCP ESCP HOT BPSY PLYPCTM SERR",213
"SP015178",,"INFLATOR MONARCH",137
"SP015336",,"TBG HMDIAL PED 183CM 75ML / DOUBLE NEEDLE LOW VOLUME",44
"SP015338",,"TBG DLYST PRISMA M60 PREDIL",671
"SP015387",,"BUNDLE UPPER TORSO",279
"SP015388",,"BUNDLE MINOR SURGERY",213
"SP015389",,"BUNDLE FREE DRAPE",393
"SP015390",,"BUNDLE TARDY",153
"SP015391",,"BUNDLE OPTHALMIC",199
"SP015771",,"DEV PSTN ALGNR BODY FOAM GRAY",30
"SP015809",,"TUBE 13CM 8MM CUFF ADJ NECK",588
"SP015847",,"HRNS UNV ORTH PLVC BNDR DISP",699
"SP015881",,"KIT ARTERIAL LINE 20GA",134
"SP015921",,"TBG CRYOSURGICAL UMB ELEC EP",601
"SP015942",,"CUP NO SPILL PEDIATRIC",14
"SP015943",,"DRAPE V.A.C.",35
"SP016174",,"NEEDLE CHIBA 22 X 9CM",49
"SP016175",,"NEEDLE FRANSEEN 22 X 9CM",68
"SP016178",,"NEEDLE FRANSEEN 20 X 9CM",64
"SP016234",,"BNDG PRFR CMPR ADH 66020016",52
"SP016257",,"BUNDLE TRACHEOSTOMY",403
"SP016262",,"CATH THERMODIL 7/8F 5LU NONHEP",390
"SP016263",,"CATH CCO/SVO2/CEDV/VIP 8F N",846
"SP016264",,"CATH CCO/VIP SWANZ NONHEP",904
"SP016418",,"DEV PEP MTHPC VIBRATORY",194
"SP016435",,"TRAY SUTURE PLASTIC SURGERY",147
"SP016536",,"BIT DRL 125MM QC SS 2.7MM NS",249
"SP016588",,"SET ADMIN MR INFUS SECONDARY",26
"SP016629",,"PRB ELCSURG 300CM 9.8FR APC",791
"SP016631",,"MILL BONE BPSY 160MM BONOPTY",383
"SP016633",,"NDL INTRAOSSEOUS 4IN TRAPLOCK",136
"SP016638",,"DRSG 6X6IN ADH ABSB BRDR WTPRF",24
"SP016675",,"NEEDLE BIOPSY TEMNO 20GX4 1/4",148
"SP016679",,"BURR ROUND FLUTED 3.0MM",539
"SP016725",,"LIFEBAND CHEST COMPRESSION",455
"SP016739",,"TRAY 20CM 8.5 FR .032IN 4 LUM",488
"SP017065",,"TUBE PEG 24FR SIL FEED PULL",338
"SP017143",,"BALLOON PULMON TAMPONADE 8.5MM",537
"SP017144",,"BASKET RETRIEVAL 12MM X 120CM",889
"SP017145",,"BASKET RETRIEVAL 16MM",895
"SP017146",,"BALL DILATOR 6-7-8",859
"SP017147",,"BALL DILATOR 8-9-10",1170
"SP017148",,"BALL DILATOR 10-11-12",1170
"SP017151",,"ASSEMBLY SYRINGE INFLATION",569
"SP017164",,"SYS BONE CMNT MXR RDO PQ H VIS C",683
"SP017167",,"DEVICE BONE FILLER",469
"SP017168",,"DEVICE BONE BIOPSY",375
"SP017169",,"SYRINGE XPANDER KYPHX INFLAT",434
"SP017170",,"DEVICE BIOPSY KYPHON",375
"SP017171",,"KIT ADDITIONAL FRACTURE",4163
"SP017172",,"KIT FIRST FRACTURE",6750
"SP017229",,"KIT VG ACCESS PORT",2269
"SP017410",,"NEEDLE LAPBAND ADJ 3.5IN",29
"SP017422",,"TRAY EXPRESS FRACTURE 1SL 10/2",6750
"SP017578",,"DRSG MPTL 7.2X4IN NADH SOFT",41
"SP017583",,"DRSG 6X6IN ABSB SOFT SIL STRL",23
"SP017705",,"STOPCOCK 3WAY HIGH FLOW",25
"SP017787",,"BAG OST PRMR 1IN 12IN 1 PCE",12
"SP017914",,"BAG OST PRMR STD 1 1/8IN 1 PCE",12
"SP017974",,"POUCH UROSTOMY CONVEX 1.5IN",16
"SP017976",,"NEEDLE BONE MARROW J 11G X 2",92
"SP018015",,"BAG OST PRMR STD 1.25IN 1 PCE",12
"SP018034",,"BAG 1IN UROS STD 1 PCE DRN",16
"SP018075",,"SYSTEM CORE BIOPSY 15GA",213
"SP018079",,"BAG 1.25IN UROS STD 1 PCE DRN",16
"SP018084",,"WFR OST 1.75IN PCHKN CTRPNTLK",6
"SP018094",,"WFR OST K 2.75IN CTRPNTLK 2PC",11
"SP018128",,"BAG OST PRMR 2IN 12IN 1 PCE",12
"SP018556",,"SPLNT NSL 34X29X17MM 12 SIL",361
"SP018623",,"TIP CAUTERY FINE HAND HELD",43
"SP018662",,"BRC ORTH SM AL FOAM LEFT WRST",34
"SP018663",,"BRC ORTH MED AL FOAM LEFT WRST",34
"SP018665",,"BRC ORTH LG AL FOAM LEFT WRST",34
"SP018678",,"CANNISTER VACUUM",29
"SP018681",,"INTRODUCER MICRO ACCESS 3FR",149
"SP018704",,"TRAY ARTHROGRAM MCV",46
"SP018706",,"DRSG ZNO NADH ABSB HYDRPHL PST",50
"SP018968",,"DRESSING MEPITEL 20 X 30 CM",117
"SP018999",,"CVR PRB DGT WALL THRMTR PLAS",3
"SP019022",,"KIT GSTRMY 1.7CM 16FR SIL LPRO",345
"SP019023",,"TUBE MIC GASTROSTOMY LOVOL 14F",131
"SP019048",,"BRC ORTH LG AL FOAM RT WRST",34
"SP019052",,"SPLINT BASEBALL FINGER LARGE",9
"SP019076",,"FCP SERR W/O TTH 7IN GERALD",88
"SP019129",,"RCHR REHAB AL 26IN SERR JAW",14
"SP019134",,"MIRR NSPCTN ACRL 6X4IN ADJ",67
"SP019169",,"DRSG NACL ABSB ANMC NWVN RBN",9
"SP019184",,"CATH 3-LUMEN 7FRX20CM",142
"SP019195",,"CELLU OXD 14X2IN ABSB HMST",231
"SP019234",,"KIT BRSTPMP DUAL SYS MANUL",139
"SP019272",,"NEEDLE BIOPSY TEMNO 15GX15CM",196
"SP019275",,"NEEDLE BIOPSY TEMNO 18GX20CM",196
"SP019276",,"NEEDLE BIOPSY TEMNO 20GX11CM",196
"SP019277",,"NEEDLE BIOPSY TEMNO 20GX15CM",196
"SP019278",,"NEEDLE BIOPSY TEMNO 22GX15CM",255
"SP019319",,"SUT 6-0 PC-1 18IN FAST ABSB",34
"SP019347",,"CATH CRE BALLOON 6-8MM",813
"SP019348",,"CATH CRE BALLOON 8-10MM",878
"SP019349",,"CATH CRE BALLOON 10-12MM",878
"SP019350",,"CATH CRE BALLOON 12-15MM",878
"SP019351",,"CATH CRE BALLOON 15-18MM",878
"SP019416",,"DIL VASC 19CM 7FR .038IN",53
"SP019538",,"DIL VASC 19CM 6FR .038IN",53
"SP019563",,"TORQUE MULTI VISE 014-038",28
"SP019590",,"NEEDLE BIOPSY 20G",328
"SP019592",,"INTRODUCER MICRO 5FR",233
"SP019611",,"MIRROR PERSONAL HYGIENE",214
"SP019669",,"SHOHN DRSAID SS PLAS 24IN E-Z",12
"SP019740",,"TAPE CATH SECURE SNGL TAB 2.5IN",7
"SP019987",,"RESUS MANUL ADLT O2 RSVR TUBE",42
"SP019988",,"BAG RESUS PED DISP",62
"SP020062",,"KIT HICKMAN REPAIR 9FR",679
"SP020073",,"SET BOLUS EXTENSION MIC SECURE",41
"SP020076",,"KIT GSTRMY 1.5CM 16FR SIL LPRO",345
"SP020077",,"KIT GSTRMY 1.5CM 14FR SIL LPRO",345
"SP020078",,"KIT GSTRMY 2CM 18FR SIL LPRO Y",345
"SP020079",,"DEV FEED SET MKEY SIL STMA",99
"SP020144",,"TRAY RADIOLOGY CUT DOWN CUSTOM",45
"SP020163",,"NEEDLE POTTS 18G X 2 3/64",20
"SP020193",,"CNTNR TRNSPC PRFX CMPR PLATE",78
"SP020196",,"NEEDLE BONE MARROW ASP 15GX4IN",114
"SP020228",,"DIL VASC 20CM 9FR .038IN",27
"SP020230",,"DIL VASC 20CM 14FR .038IN",27
"SP020245",,"CLIP BIOPSY MICRO MARK 11GA",311
"SP020266",,"CLOSURE SKIN STERISTRIP 1/4X4IN",4
"SP020268",,"CLOSURE SKIN STERISTRIP 1/2X4IN",4
"SP020270",,"NEEDLE CHIBA 22GAX8IN",50
"SP020406",,"KIT PERICRDCTS 7CM 18GA 8.3FR",376
"SP020478",,"BRSH CYTO 5FR 68.5CM BPSY STR",278
"SP020502",,"STOPCOCK 3WAY STDRD PRESS 50/B",159
"SP020503",,"SYR ANGIO WHT PLNG MEDLN",10
"SP020529",,"INTRODUCER PEEL AWAY 16FR",300
"SP020542",,"COLLAR ASPEN CHILD TOT PD3",108
"SP020614",,"CATH ARTERIAL LINE 5FR/16GA",143
"SP020844",,"BIT DRL 195MM QC 3 FLT 4MM NS",563
"SP020886",,"KIT GSTRMY 1.5CM 18FR SIL LPRO",345
"SP020887",,"KIT GSTRMY 1.7CM 18FR SIL LPRO",345
"SP020964",,"DEV LEAD LOCK LLD SS ACC 1 PIN",431
"SP020973",,"SPLNT ORTH RT WRST MED 3-3.5IN",91
"SP020974",,"SPLNT ORTH RT WRST SM 2.5-3IN",91
"SP020975",,"SPLNT ORTH LEFT WRST MED 3-3.5",91
"SP020976",,"SPLNT ORTH LEFT WRST SM 2.5-3",91
"SP021083",,"PROBE VULCAN TAC-S",1128
"SP021278",,"NEEDLE BIOPSY TEMNO 22GX11CM",255
"SP021463",,"DRAIN FLAT SUCTION JP 10MM",29
"SP021664",,"SLEEVE SEQ COMPRESS THIGH SM",159
"SP021679",,"BUNDLE CYSTO",213
"SP021705",,"TRAY 20CM 7FR .032IN MULTLUM",454
"SP021776",,"GLOVE EXAM NITRILE PF SMALL",0.21
"SP021777",,"GLV EXAM MED LF NS NV+ NITRI",2
"SP021778",,"GLV EXAM LG LF NS NV+ NITRI PF",2
"SP021821",,"PLEURAVAC CHEST DRAIN 4000",2750
"SP021957",,"DISP WST MERIT DISP DEPOT 48IN",44
"SP022343",,"TUBE TRANSGASTRIC FEEDING 22FR",727
"SP022418",,"DRESSING WOUND BIOBRAINE 5 X15",261
"SP022462",,"SPNG ABSB HMST AGNT PTCH SYVEK",191
"SP022487",,"DRESSING LARGE VAC ATS",205
"SP022693",,"BIT DRILL W/QUICK COUPLER 4.3M",370
"SP022766",,"ADPR INTRO 3-8.5FR CKFLO SIDE",49
"SP022801",,"KIT FECAL MGMT FLEXISEAL",574
"SP022802",,"BAG COLLECTION FMS FLEXISEAL",20
"SP022803",,"KIT CATHETER FMS 6CM",709
"SP022804",,"BAG COLLECTION FMS ZASSI",64
"SP022805",,"PORT UNV ACC GRAD NPL PNCH",34
"SP022816",,"KIT CATH TRL PICC PERQCATH 6FR",514
"SP022821",,"DEV SCUR 5FR GRSHNG SUT WING",27
"SP022822",,"DEV SCUR 7FR GRSHNG SUT WING",27
"SP022834",,"CATH PUSHING 3F 170CM",170
"SP022844",,"NDL 4CM 21GA THNWL W/O BSPLT",14
"SP022855",,"TUBE GASTRO FEEDING MIC 26FR",554
"SP022857",,"TUBE GASTRO JEJUNAL 16FR 22CM",727
"SP022875",,"KIT ADDITIOMAL FRACTURE 10/2",4163
"SP022908",,"OVRTB ESCP 25CM 19.5MM 10-11.7",547
"SP022909",,"OVERTUBE GASTRIC 50CM",731
"SP022943",,"DRESSING SMALL VAC ATS",153
"SP022944",,"DRSG THK 1.5CM XL 60X30CM OPEN",424
"SP022945",,"DRSG 1CM LG 15X10CM OPEN PORE",65
"SP022946",,"DRSG 1CM SM 10X7.5CM OPEN PORE",51
"SP022947",,"DRSG OPEN PORE HYDRPHB NEG",431
"SP022948",,"PAD WND DRN TBG CLMP CONN TRAC",92
"SP022949",,"CONN WND DRN Y SHP NEG PRSS",9
"SP022976",,"TUBE JJUNO 80CM 16.5FR PU",323
"SP023003",,"STKG AID REHAB ETAC 2 HAND USE",51
"SP023009",,"TIP AEROSOL SPRAY HEMASEEL",205
"SP023072",,"HOOD FOREIGN BODY FOR SCOPE",94
"SP023148",,"KIT SHEATH PROBE COVER STERILE",23
"SP023273",,"COVER CATHETER ACUNAV",49
"SP023410",,"MARKER SPOT TYPE II",140
"SP023447",,"PDS MINOR VASCULAR",1022
"SP023448",,"PDS MAJOR VASCULAR",1073
"SP023449",,"PDS EAR MAJOR",785
"SP023553",,"DIL VASC 19CM 8FR .038IN",53
"SP023559",,"NDL BPSY 16GA 16CM 22MM MNPTY",137
"SP023560",,"NDL BPSY 16GA 16CM TRUGD COAX",57
"SP023755",,"DRIVER HEX ASSY SOLID 2.5MM",1277
"SP023835",,"SUPP ORTH SM RT ELB WRST OTHS",220
"SP023836",,"SUPP ORTH LG RT ELB WRST OTHS",220
"SP023837",,"SUPP ORTH SM LEFT ELB WRST",220
"SP023838",,"SUPP ORTH LG LEFT ELB WRST",220
"SP024137",,"PDS SPINE MAJOR",604
"SP024138",,"PDS SPINE MINOR",550
"SP024141",,"BUNDLE DENTAL",166
"SP024142",,"BUNDLE T&A",262
"SP024441",,"TRAY 16CM 8FR .032IN 2 LUM",442
"SP024457",,"DRILLBIT MINI 10MSTP .76X44.5M",446
"SP024460",,"DRILLBIT MINI QC 1.0 X 50MM",223
"SP024590",,"BUNDLE FISTULA AV",623
"SP024592",,"PDS TOTAL KNEE",516
"SP025284",,"TRAY CATHETER REMOVAL",136
"SP025553",,"DIL VASC 20CM 18FR .038IN",27
"SP025596",,"TRAY HYSTERECTOMY",1170
"SP025597",,"TRAY C-SECTION",707
"SP025598",,"TRAY CERCLAGE",563
"SP025599",,"TRAY VAGINAL",282
"SP025655",,"TRAY PRECIP BOWL L&D",213
"SP025656",,"TRAY POST PARTEM",279
"SP025667",,"BOTTLE IV EVACUATED 1000ML",68
"SP025782",,"CATH ART 110CM 8FR 7 LUM TD CO",1450
"SP025815",,"CAM ESCP CPSL PILLCAM SB2",475
"SP025856",,"STOPCOCK 3 WAY",12
"SP025903",,"STOPCOCK METAL 3WAY ZF 1M",363
"SP025963",,"PROT SM FLEECE XTRMT MULPDS",199
"SP026130",,"SET TUBE TRACH PERCUTANEOUS               03",1026
"SP026254",,"NDL BPSY 18GA 10CM TROC STRL",64
"SP026255",,"NDL BPSY 18GA 20MM TROC",87
"SP026425",,"NEEDLE COPAPINTO 16G",742
"SP026503",,"CRM SKIN MOIST PRO NUTRI 4OZ",28
"SP026504",,"GEL IDOSORB",144
"SP026505",,"WFR OST 1.25IN CTRPNTLK 2PC",17
"SP026511",,"BELT OST 29-49IN LG PLAS ELAS",12
"SP026512",,"BELT OST 26-43IN MED ELAS ADJ",12
"SP026513",,"RING OST BAG 1IN ADAPT CTF",15
"SP026514",,"RING OST BAG 1 3/16IN ADAPT",15
"SP026515",,"RING OST BAG 1 9/16IN ADAPT",16
"SP026519",,"BAG OST PRMR STD 1.5IN 1 PCE",12
"SP026533",,"DRSG OAS 7X3CM WND MTRX FRZDR",168
"SP026567",,"BUNDLE ORAL BASIC",1098
"SP026568",,"BUNDLE HEAD MINOR",563
"SP026570",,"ORP FREE FLAP 1",2095
"SP026584",,"ADH OST PROT ALC FREE MOLDABLE",4
"SP026623",,"PACK CSTM BTL",154
"SP026624",,"PACK LITH III LF DISP STRL",42
"SP026855",,"CART EMERGENCY CODE ADULT/PEDS",6215
"SP026859",,"BOX INTUBATION",2750
"SP027308",,"BASKET RETRIEVAL 3X6CM",1047
"SP027334",,"TUBE FEEDING MIC ADULT 24F",131
"SP027343",,"LOADING UNIT CONTOUR BLUE LEFT",854
"SP027344",,"LOADING UNIT CONTOUR GREEN LFT",854
"SP027345",,"STAPLER CONTOUR BLUE LEFT",1624
"SP027374",,"RESTRAINT TWICE AS TOUGH WRIST",89
"SP027452",,"DRSG 4X4IN ABSB CNFRM",15
"SP027724",,"NDL SCLRTX 25GA INJ CARR-LOCK",236
"SP027763",,"CBL BP REUSE",198
"SP027837",,"SNARE MICRO-HEX 13MM",75
"SP027849",,"DIL VASC 20CM 6FR G00937",27
"SP027850",,"DIL VASC 20CM 8FR G00980",27
"SP027851",,"DIL VASC 20CM 10FR G00993",27
"SP027871",,"DIL VASC 20CM 7FR G00973",27
"SP027931",,"DRAIN ROUND FLUTED 24 FR",69
"SP027996",,"KIT GSTRMY 2.3CM 18FR SIL 2",345
"SP027997",,"KIT GSTRMY 2.5CM 18FR SIL 2",342
"SP028004",,"BRACE XACT ROM",358
"SP028043",,"ELECTRODE EEG 6 CNT CT LNG TRM",957
"SP028044",,"KIT GSTRMY 2.5CM 16FR SIL LPRO",345
"SP028051",,"STYLET TUNNELING ATRAUMATIC",81
"SP028171",,"DEVICE TORQUE OLCOTT",67
"SP028193",,"TRAY PED 8CM 3FR 1 LUM GW J",126
"SP028369",,"STAPLER CONTOUR GREEN",1624
"SP028432",,"TUBE JJUNO 20 FR SIL MIC",487
"SP028433",,"TUBE JJUNO 22 FR SIL MIC",487
"SP028434",,"TUBE JJUNO 24 FR SIL MIC",487
"SP028472",,"CANN ESCP HFLO PROFORMA STRL",217
"SP028501",,"NEEDLE CHIBA 20G X 9",48
"SP028598",,"LGTR 9.5-13MM DUETTE ESPH MUL",845
"SP028603",,"DRSG WND 12X5IN SILVERLON NADH",210
"SP028771",,"KIT GSTRMY 2CM 14FR SIL LPRO Y",345
"SP028777",,"TRAY BPSY TRNSJUG LVR SET",1327
"SP028778",,"SNSR ADLT INVOS FRHD OXM SPO2",350
"SP028781",,"DILATOR RENAL SHEATH 22FR",203
"SP028782",,"DILATOR RENAL SHEATH 24FR",300
"SP028784",,"NDL 7CM 21GA THNWL ECHOTIP",14
"SP028793",,"NDL BPSY 14GA 16CM MAG ULSHRP",170
"SP028815",,"TBG IRR COOLFLOW PUMP TUBING",263
"SP028819",,"NDL LOC 5CM 21GA KPN SPR HK",132
"SP028820",,"NDL LOC 7CM SPR HK WIRE MOD 21",132
"SP028821",,"NDL LOC 9CM 21GA KPN SPR HK",132
"SP028823",,"NDL LOC 11CM 21GA KPN SPR HK",179
"SP028824",,"NDL LOC 15CM 21GA KPN SPR HK",132
"SP028862",,"SYS BLD WARM RPD INFS FLD RSVR",615
"SP028947",,"DRSG GRMCDL .75IN 1.5MM",28
"SP029077",,"APR INTNLCLP 11MM OPN 2.8MM",702
"SP029099",,"TUBE 11CM 6MM CUFF ADJ NECK",565
"SP029135",,"SOL INJ 0.9% NACL 10ML PREFL",2
"SP029136",,"SOL INJ 0.9% NACL 3ML PREFL",2
"SP029170",,"KIT INFS IT ROD CATH PSR DRUG",201
"SP029214",,"DRN INCS 1000ML PLR INTRO VAL",289
"SP029221",,"KIT H PYL BRTH TEST MICROBTST",138
"SP029224",,"TUBE 12CM 7MM CUFF ADJ NECK",565
"SP029291",,"KIT GSTRMY 2.3CM 14FR SIL LPRO",345
"SP029502",,"TRAY PED 5CM 3FR .018IN 1 LUM",136
"SP029504",,"TRAY PED 8CM BLUE FLXTP 4FR",455
"SP029514",,"COVER PROBE UTRA SD W GEL",60
"SP029582",,"KIT INSERTION CHEST TUBE",335
"SP029601",,"BOOT HIGH TIDE AIR MED",178
"SP029602",,"BOOT HIGH TIDE AIR LARGE",178
"SP029663",,"SNR MINI STD 195CM 2.4MM 20MM",198
"SP029664",,"NDL ESCP 8CM 22GA GI ASP BVL",728
"SP029757",,"COVER PROBE ULTRASOUND NO LATX",3
"SP029758",,"RESTRAINT ANKLE DBL SECURITY",71
"SP029759",,"RESTRAINT WRIST DBL SECURITY",71
"SP029991",,"COIL TORNADO PLAT 3X2MM .018                              01",395
"SP030062",,"DEVICE CALIBR TM INFLATION",134
"SP030071",,"NEEDLE T PEEL 8 INCHES ON Q",118
"SP030151",,"TRAY PED 13CM BLUE FLXTP 4FR",134
"SP030152",,"TRAY PED ARW HWS BLUE FLXTP 13",206
"SP030190",,"STPLR INTNL 33MM TI HMRHD ESCP",1394
"SP030217",,"SPHNCRTM 25MM 7FR FSN",663
"SP030269",,"DRSG GRMCDL 4MM 1IN BIOPTCH",28
"SP030491",,"SNARE POLYVECTOMY JUMBO",135
"SP030499",,"DEVICE DIRECT SUCTION BOVIAC",383
"SP030540",,"PEG SAFETY PULL 20FR",375
"SP030542",,"NET RETRIEVAL SPIDER",244
"SP030585",,"INTUBATION CATH RAPI FIT 19FR",215
"SP030597",,"WRAP DISP AIRWAY CLEAR MED",266
"SP030598",,"WRAP DISP AIRWAY CLEAR LARGE",266
"SP030599",,"WRAP DISP AIRWAY CLEAR X LG",266
"SP030688",,"KIT CATH PICC PWR DL 4 FR          01",239
"SP030733",,"NEEDLE PERC ECHO TIP 21G 4CM",14
"SP030974",,"NEEDLE SPINAL WHITCRE 25GX3.",20
"SP030983",,"SPHINCTERTOME PRELOADED FUSI",1581
"SP031037",,"STAPLER MULTIF ENDO GIA 4.8MM",2585
"SP031041",,"RING BARRIER FLAT 48MM 2 IN",11
"SP031157",,"NEEDLE BIOPSY 18GX6CM",162
"SP031158",,"CHIBA 22G 10CM BIOPSY NEEDLE",44
"SP031210",,"BLANKET UNDERBODY",77
"SP031299",,"ANTENNA PT PROGRAMMER DBS",300
"SP031309",,"DRAINAGE CHEST INFANT/PED DRY",185
"SP031425",,"KIT NEEDLE IO PEDIATRIC 15MM",509
"SP031436",,"KIT NEEDLE IO ADULT 25MM",509
"SP031548",,"BAND MULTI LIGATOR",622
"SP031550",,"TUBE NASAL RETAINING ATM BRI",348
"SP031580",,"ELECTRODE 2INCH REUSEABLE",14
"SP031581",,"ELECTRODE 2 X 4 REUSEABLE",21
"SP031608",,"SET INFUSION SAFE YSITE 20GA",29
"SP031611",,"SET ET PAD ARTIC SUN SMALL",2334
"SP031612",,"SET ET PAD ARTIC SUN MEDIUM",2334
"SP031613",,"SET ET PAD ARTIC SUN LARGE",2334
"SP031614",,"SET ET PAD ARTIC SUN UNIVERSAL",990
"SP031650",,"SPLINT DORSAL CARP TUN XL L",91
"SP031654",,"INSERT ULNAR DEVIATION MED L",52
"SP031713",,"WICK EAR BLU 9.0MM X 15",44
"SP031741",,"DRAPE STERILE 60 X 90",12
"SP031823",,"DRESSING WOUND ACTICOAT ABSO",4
"SP031934",,"CONTAINER COMPRESSION TRANSP",85
"SP031951",,"WRAP DISP AIRWAY CLEAR SMALL",282
"SP032106",,"SUCTION HANDLE FRAZIER 10FR",9
"SP032157",,"GUIDE NEEDLE DISP 14G",20
"SP032178",,"INSERT ULNAR DEVIATION RT SM",52
"SP032282",,"INSERTION TOOL Q-GUIDE",2750
"SP032570",,"SPLNT STATIC FNGR FLEXION SM",188
"SP032571",,"SPLNT STATIC FNGR FLEXION MD",190
"SP032572",,"SPLNT STATIC FNGR FLEXION LG",198
"SP032581",,"TRAY NDL CURVD AVAFLX 11G 19CM",1300
"SP032591",,"HOLSTER ELEC/COMBO VAD, REP",1463
"SP032592",,"BELT/VEST ELEC/COMBO VAD REP",1381
"SP032706",,"THORTEC SYSTEM MONITOR DATA CARD",813
"SP032785",,"BLDE C-MAC #4 S VIDEO LARYNGOSCOPE SINGLEUSE",72
"SP032786",,"BLDE C-MAC #3 S VIDEO LARYNGOS",72
"SP032908",,"ADAPTER CABLE DISPOSABLE",91
"SP033188",,"MIC JEJUNAL FEEDING TUBE 12FR",506
"SP033328",,"CONTROLLER AC ADAPTOR",2750
"SP033360",,"AEKIN WOUND POUCH TO 9.7X6.3 DRN TAP CLS",128
"SP033361",,"EAKIN WOUND POUCH TO 9.7X6.3 VER TAP CLS",128
"SP033364",,"MIST 360 APPLICATOR",239
"SP033388",,"SET GAS MGMNT ANGIASSIST",356
"SP033390",,"DRAPE COCKPIT CHAIR",86
"SP033391",,"DRAPES CONTROL CONSOLE",67
"SP033392",,"COVER CONTROL CONSOLE JOYSTICK",67
"SP033393",,"CORPATH 200 CASSETTE",1788
"SP033394",,"ROBOTIC DRIVE POGO PIN CAPS",43
"SP033397",,"COMFORT GLIDE SHEET",166
"SP033747",,"GLIDE SHEATH 6FRX10CM",352
"SP033774",,"BRA MARY XXXL",143
"SP033775",,"BRA MARY XXXXL",143
"SP033961",,"WRAP DISP AIRWAY FULL ADULT SM",563
"SP033962",,"WRAP DISP AIRWAY FULL VEST MD",563
"SP033963",,"WRAP DISP AIRWAY FULL VEST LG",563
"SP034048",,"EMST 150",170
"SP034050",,"WAYNE PNEUMOTHORAX SET",525
"SP034158",,"TX1 PROCEDURE PACK",2008
"SP034231",,"TUBE MIC KEY GASTRO 20FRX3.5",345
"SP034233",,"TUBE MIC KEY GASTRO 20FRX4.5",345
"SP034302",,"ELCTRD DEFIB CADENCE",118
