Medication,Package Size,Package Unit,UOM charge
CALAMINE 8 %-ZINC OXIDE 8 % LOTION,177,mL,5.39
TRIAMCINOLONE ACETONIDE 0.1 % OINTMENT,454,g,276.47
DORZOLAMIDE 2 % EYE DROPS,10,mL,279.72
NITROGLYCERIN 2 % TRANSDERMAL OINTMENT,30,g,280.46
"VENLAFAXINE ER 37.5 MG TABLET,EXTENDED RELEASE 24 HR",1,Each,23.088
DORZOLAMIDE 2 % EYE DROPS,10,mL,282.19
CICLOPIROX 0.77 % TOPICAL SUSP,30,mL,285.64
FENTANYL 75 MCG/HR 72 HR TRANSDERM PATCH,1,Each,101.18
DORZOLAMIDE 2 % EYE DROPS,10,mL,288.03
VENLAFAXINE SR 37.5 MG 24 HR CAP,1,Each,14
PROPARACAINE 0.5 % EYE DROPS,15,mL,288.73
PROPARACAINE 0.5 % EYE DROPS,15,mL,288.85
CARBACHOL 0.01 % INTRAOCULAR,1.5,mL,290.99
GENTAMICIN 0.3 % EYE DROPS,5,mL,293.87
FLURBIPROFEN 0.03 % EYE DROPS,2.5,mL,296.26
IPRATROPIUM BROMIDE 0.03 % NASAL SPRAY AEROSOL,30,mL,296.26
ZIDOVUDINE 10 MG/ML SYRUP,240,mL,296.26
IPRATROPIUM BROMIDE 0.06 % NASAL SPRAY AEROSOL,15,mL,296.26
"BARIUM SULFATE 105 % (W/V), 58 % (W/W) SUSP",1900,mL,297.08
CEFPODOXIME 50 MG/5 ML ORAL SUSP,50,mL,297.9
CLOTRIMAZOLE-BETAMETHASONE 1 %-0.05 % TOPICAL CREAM,45,g,298.85
FLUOCINONIDE 0.05 % TOPICAL CREAM,15,g,299.84
SODIUM BORATE-BORIC ACID-SODIUM CHLORIDE-WATER EYE WASH SOLN,118,mL,5.39
IPRATROPIUM BROMIDE 0.06 % NASAL SPRAY AEROSOL,15,mL,300.33
VENLAFAXINE SR 75 MG 24 HR CAP,1,Each,14
"RIZATRIPTAN 10 MG TAB, RAPID DISSOLVE",1,Each,300.95
RIZATRIPTAN 10 MG TAB,1,Each,300.95
DEXTROMETHORPHAN-GUAIFENESIN 10 MG-100 MG/5 ML SYRUP,237,mL,5.41
HYDROCORTISONE 1 % TOPICAL CREAM,28,g,5.43
HOMATROPINE 5 % EYE DROPS,5,mL,304.08
LEVOCARNITINE (WITH SUCROSE) 100 MG/ML ORAL SOLN,118,mL,304.91
VENLAFAXINE SR 75 MG 24 HR CAP,1,Each,73.484
RISPERIDONE 1 MG/ML ORAL SOLN,30,mL,308.6
"DIPHTH,PERTUS(AC)TETANUS VAC(PF) 2.5 LF UNIT-8 MCG-5 LF/0.5 ML INJ",0.5,mL,311.07
SODIUM CHLORIDE 0.9 % INJECTION,10,mL,5.48
NEOMYCIN-COLIST-HC-THONZONIUM 3.3 MG-3 MG-10 MG-0.5 MG/ML EAR DROP,5,mL,311.23
DICLOFENAC 0.1 % EYE DROPS,2.5,mL,312.55
KETOCONAZOLE 2 % TOPICAL CREAM,30,g,313.04
BENZOCAINE 20 % MUCOSAL AEROSOL SPRAY,57,g,317.09
FLUOCINONIDE-EMOLLIENT 0.05 % TOPICAL CREAM,15,g,317.12
CLOBETASOL 0.05 % OINTMENT,15,g,318.23
BETAMETHASONE DIPROPIONATE 0.05 % OINTMENT,15,g,323.29
VERAPAMIL 120 MG TAB,1,Each,14
VERAPAMIL 40 MG TAB,1,Each,14
GENTAMICIN 0.1 % TOPICAL CREAM,15,g,325.02
GENTAMICIN 0.1 % TOPICAL OINTMENT,15,g,325.02
PHENYLEPHRINE 10 % EYE DROPS,5,mL,329.17
LIDOCAINE 4 % TOPICAL SOLN,50,mL,329.17
LURASIDONE 40 MG TAB,1,Each,335.59
FLUOCINONIDE 0.05 % OINTMENT,15,g,337.73
DOXYCYCLINE 25 MG/5 ML ORAL SUSP,60,mL,338.72
VERAPAMIL 80 MG TAB,1,Each,14
LIDOCAINE-PRILOCAINE 2.5 %-2.5 % TOPICAL KIT,1,Each,340.04
SODIUM POLYSTYRENE SULFONATE 15 GRAM/60 ML ORAL SUSPENSION,500,mL,341.52
"OLANZAPINE 20 MG TAB, RAPID DISSOLVE",1,Each,341.68
CHLORHEXIDINE GLUCONATE 0.12 % MOUTHWASH,473,mL,342.54
GELATIN ADSORBABLE 100 TOPICAL SPONGE,1,Each,342.81
KETOCONAZOLE 2 % TOPICAL CREAM,30,g,343.16
BARIUM SULFATE 60 % ORAL CREAM,454,g,347.46
BETAMETHASONE DIPROPIONATE 0.05 % TOPICAL CREAM,15,g,347.73
VALGANCICLOVIR 450 MG TAB,1,Each,349.75
LIDOCAINE-PRILOCAINE 2.5 %-2.5 % TOPICAL CREAM,30,g,349.83
LIDOCAINE-PRILOCAINE 2.5 %-2.5 % TOPICAL CREAM,30,g,350.57
MYCOPHENOLATE MOFETIL 200 MG/ML ORAL SUSP,5,mL,355.1
AZELASTINE 137 MCG NASAL SPRAY AEROSOL,30,mL,357.98
"NYSTATIN-TRIAMCINOLONE 100,000 UNIT/G-0.1 % TOPICAL CREAM",60,g,359.46
PREDNISOLONE 15 MG/5 ML ORAL SOLN,480,mL,359.46
DICLOFENAC 1 % TOPICAL GEL,100,g,361.27
"PREDNISOLONE ACETATE 1 % EYE DROPS, SUSP",5,mL,364.15
LINEZOLID 100 MG/5 ML ORAL SUSP,5,mL,366.21
SULFACETAMIDE SODIUM 10 % EYE DROPS,15,mL,366.37
CLONIDINE 0.2 MG/24 HR WEEKLY TRANSDERM PATCH,1,Each,367.14
CLONIDINE 0.2 MG/24 HR WEEKLY TRANSDERM PATCH,1,Each,367.55
SODIUM CHLORIDE 0.9 % INJECTION,20,mL,5.55
NIMODIPINE (NYMALIZE) 3 MG/ML ORAL SOLUTION,10,mL,369.25
DORZOLAMIDE-TIMOLOL 2 %-0.5 % EYE DROPS,10,mL,373.84
ECONAZOLE 1 % TOPICAL CREAM,15,g,374.03
OSELTAMIVIR 15 MG/ML ORAL SUSPENSION CPD (PEDIATRIC),3,mL,374.96
"NEOMYCIN-BACITRACIN-POLYMYXIN 3.5 MG-400 UNIT-10,000 UNIT/G EYE OINT",3.5,g,375.01
"BARIUM SULFATE 40 % (W/V), 30% (W/W) ORAL PASTE",230,mL,376.61
ERYTHROMYCIN WITH ETHANOL 2 % TOPICAL GEL,30,g,376.83
NEOMYCIN-POLYMYXIN-GRAMICIDIN 1.75 MG-10K UNIT-0.025 MG/ML EYE DROPS,10,mL,381.69
ATROPINE 1 % EYE DROPS,5,mL,383.71
BUTAMBEN-TETRACAINE-BENZOCAINE 2 %-2 %-14 % TOPICAL SPRAY,56,g,383.95
ATROPINE 1 % EYE DROPS,5,mL,384.31
AMOXICILLIN-POT CLAVULANATE 250 MG-62.5 MG/5 ML ORAL SUSP,75,mL,386.92
BUTAMBEN-TETRACAINE-BENZOCAINE 2 %-2 %-14 % TOPICAL SPRAY,20,g,387.27
MODAFINIL 100 MG TAB,1,Each,121.89
"NEOMYCIN-BACITRACIN-POLY-HC 3.5 MG-400-10,000 UNIT/G-1 % EYE OINTMENT",3.5,g,389.1
VERAPAMIL ER 100 MG 24 HR CAP,1,Each,14
VERAPAMIL ER 100 MG 24 HR CAP,1,Each,23.36
BENZOCAINE 10 % MUCOSAL GEL,15,g,5.71
VERAPAMIL ER 120 MG TAB,1,Each,14
BUTAMBEN-TETRACAINE-BENZOCAINE 2 %-2 %-14 % TOPICAL SPRAY,5,g,392.68
VERAPAMIL ER 180 MG TAB,1,Each,14
PREDNISOLONE SODIUM PHOSPHATE 1 % EYE DROPS,10,mL,394.1
SILVER SULFADIAZINE 1 % TOPICAL CREAM,400,g,394.77
DESONIDE 0.05 % OINTMENT,15,g,395.63
CYPROHEPTADINE 2 MG/5 ML SYRUP,473,mL,399.63
CEFADROXIL 250 MG/5 ML ORAL SUSP,100,mL,399.95
ALBUTEROL SULFATE 2 MG/5 ML SYRUP,473,mL,400.92
SULFACETAMIDE SODIUM 10 % EYE DROPS,15,mL,401.18
ALBUTEROL SULFATE HFA 90 MCG/ACTUATION AEROSOL INHALER,18,g,401.86
DIATRIZOATE & IODIPAMIDE MEG 52.7 %-26.8 % INJECTION,10,mL,402.18
TRETINOIN 0.1 % TOPICAL CREAM,20,g,402.58
LIDOCAINE 4 % TOPICAL SOLN,50,mL,402.62
DICLOFENAC 1 % TOPICAL GEL,100,g,403.75
VERAPAMIL ER 240 MG 24 HR CAP,1,Each,14
MORPHINE CONCENTRATE 20 MG/ML ORAL,30,mL,140.6
VERAPAMIL ER 240 MG TAB,1,Each,14
POLYETHYLENE GLYCOL 3350 17 GRAM (100 %) ORAL POWDER PACKET,1,Each,5.73
HYDROCORTISONE VALERATE 0.2 % TOPICAL CREAM,45,g,405.13
CLINDAMYCIN 75 MG/5 ML ORAL SOLUTION,100,mL,408.17
VITAMINS A & D-WHITE PETROLATUM-LANOLIN OINTMENT,56,g,5.75
LOPERAMIDE 1 MG/5 ML ORAL LIQUID,10,mL,5.78
DIPHENHYDRAMINE 12.5 MG/5 ML ELIXIR,10,mL,5.82
CIPROFLOXACIN 0.3 % EYE DROPS,5,mL,408.59
"BARIUM SULFATE 40 % (W/V), 29% (W/W) ORAL SUSP",250,mL,409.35
"NYSTATIN-TRIAMCINOLONE 100,000 UNIT/G-0.1 % OINTMENT",15,g,410.68
"NYSTATIN-TRIAMCINOLONE 100,000 UNIT/G-0.1 % TOPICAL CREAM",15,g,410.68
DESOXIMETASONE 0.05 % TOPICAL CREAM,15,g,410.93
DORZOLAMIDE-TIMOLOL 2 %-0.5 % EYE DROPS,10,mL,411.38
AZELASTINE 0.05 % EYE DROPS,6,mL,411.45
SERTRALINE 20 MG/ML ORAL CONCENTRATE,60,mL,418.1
VILAZODONE 10 MG TAB,1,Each,43.269
VILAZODONE 20 MG TAB,1,Each,43.269
ALUM-MAG HYDROXIDE-SIMETH 200 MG-200 MG-20 MG/5 ML ORAL SUSP,360,mL,5.9
METHADONE 10 MG/ML ORAL CONCENTRATE,30,mL,165.87
VILAZODONE 40 MG TAB,1,Each,43.269
"VIT A,C & E-LUTEIN-MINERALS 1,000 UNIT-60 UNIT-2 MG TAB",1,Each,1
VIT B COMP & C-FA-COPPER-ZINC 5 MG-1.5 MG-25 MG TAB,1,Each,2.151
ACETIC ACID VAGINAL SOLUTION,266,mL,6.07
FLUOCINONIDE 0.05 % OINTMENT,15,g,423.15
"VITAMIN A 10,000 UNIT CAP",1,Each,14
MEDIUM CHAIN TRIGLYCERIDES OIL ORAL,946,mL,424.38
UREA 40 % TOPICAL CREAM,28.35,g,426.05
KETOCONAZOLE 2 % TOPICAL CREAM,60,g,426.62
CYCLOPENTOLATE 2 % EYE DROPS,5,mL,430.66
MUPIROCIN 2 % TOPICAL CREAM,15,g,431.45
"TOBRAMYCIN-DEXAMETHASONE 0.3 %-0.1 % EYE DROPS, SUSP",2.5,mL,434.03
OFLOXACIN 0.3 % EYE DROPS,5,mL,438.36
SILVER SULFADIAZINE 1 % TOPICAL CREAM,400,g,439.63
FLUCONAZOLE 40 MG/ML ORAL SUSP,35,mL,439.9
VITAMIN B COMPLEX #3-FOLIC ACID-VIT C-BIOTIN 1 MG-60 MG-300 MCG TAB,1,Each,14
"VITAMIN E (DL, ACETATE) 200 UNIT CAPSULE",1,Each,1.475
"VITAMIN E (DL, ACETATE) 400 UNIT CAP",1,Each,1
CALCITONIN (SALMON) 200 UNIT/ACTUATION NASAL SPRAY AEROSOL,3.7,mL,444.95
ALBUTEROL SULFATE HFA 90 MCG/ACTUATION AEROSOL INHALER,8.5,g,445.38
HYDROCORTISONE 2.5 % TOPICAL CREAM,453.6,g,447.67
FLUNISOLIDE 25 MCG/SPRAY NASAL SPRAY,25,mL,448.23
BETAMETHASONE VALERATE 0.1 % LOTION,60,mL,448.61
CICLOPIROX 0.77 % TOPICAL SUSP,30,mL,448.61
VITAMIN E 200 UNIT CAP,1,Each,1
VITAMIN E 400 UNIT CAP,1,Each,14
SILVER NITRATE 0.5 % TOPICAL SOLN,960,mL,452.2
MAFENIDE 85 MG/G TOPICAL CREAM,56.7,g,452.34
"ERGOCALCIFEROL (VITAMIN D2) 8,000 UNIT/ML ORAL DROPS",60,mL,452.64
TESTOSTERONE 1.62 % (20.25 MG/1.25 GRAM) TRANSDERMAL GEL PACKET,1.25,g,169.87
VORICONAZOLE 200 MG TAB,1,Each,88.057
VORICONAZOLE 200 MG TAB,1,Each,107.428
CLONIDINE 0.3 MG/24 HR WEEKLY TRANSDERM PATCH,1,Each,462.74
CLOBETASOL 0.05 % TOPICAL CREAM,15,g,465.54
VORICONAZOLE 200 MG TAB,1,Each,120.951
TOLNAFTATE 1 % TOPICAL CREAM,14,g,6.07
VORICONAZOLE 200 MG TAB,1,Each,165.493
ACETAMINOPHEN (TYLENOL) SOLUTION 32MG/ML,5,mL,6.16
HYDROCORTISONE 2.5 % RECTAL CREAM,30,g,471.49
APRACLONIDINE 0.5 % EYE DROPS,5,mL,480.38
TOBRAMYCIN 300 MG/5 ML NEB SOLUTION,5,mL,481.28
TRIAMCINOLONE ACETONIDE 0.1 % DENTAL PASTE,5,g,482.03
CICLOPIROX 0.77 % TOPICAL GEL,30,g,482.48
OFLOXACIN 0.3 % EAR DROPS,5,mL,485.99
LEVETIRACETAM (KEPPRA) ORAL SOLUTION 100MG/ML,500,mL,489.73
BACITRACIN ZINC 500 UNIT/G OINTMENT,15,g,6.16
CLOBETASOL 0.05 % OINTMENT,30,g,491.22
TRIAMCINOLONE ACETONIDE 0.1 % DENTAL PASTE,5,g,496.61
DIATRIZOATE MEGLUMINE & SODIUM 66 %-10 % ORAL SOLN,120,mL,497.06
"ERGOCALCIFEROL (VITAMIN D2) 8,000 UNIT/ML ORAL DROPS",60,mL,499.3
"NYSTATIN-TRIAMCINOLONE 100,000 UNIT/G-0.1 % TOPICAL CREAM",15,g,502.1
LEVALBUTEROL HFA 45 MCG/ACTUATION AEROSOL INHALER,15,g,510.18
VORICONAZOLE 200 MG TAB,1,Each,178.891
VORICONAZOLE 200 MG TAB,1,Each,195.928
CEFPODOXIME 50 MG/5 ML ORAL SUSP,100,mL,515.15
VORICONAZOLE 200 MG TAB,1,Each,644.131
LIDOCAINE 5 % TOPICAL OINTMENT,35.44,g,515.38
CLINDAMYCIN 1 % TOPICAL GEL,30,g,516.57
AMOXICILLIN-POT CLAVULANATE 250 MG-62.5 MG/5 ML ORAL SUSP,100,mL,516.64
LACTOBACILLUS ACIDOPH & BULGAR ORAL PACKET,1,Each,6.18
DIPHENHYDRAMINE 12.5 MG/5 ML ORAL LIQUID,237,mL,6.31
HYDROCORTISONE 2.5 % RECTAL CREAM,28.35,g,523.34
CARBAMAZEPINE 100 MG/5 ML ORAL SUSP,450,mL,528.23
"FLUOROMETHOLONE 0.1 % EYE DROPS, SUSP",5,mL,531.22
WARFARIN 1 MG TAB,1,Each,14
STRONG IODINE 5% ORAL SOLN (LUGOL'S),473,mL,534.01
HYDROCORTISONE VALERATE 0.2 % TOPICAL CREAM,15,g,535.52
"THROMBIN (BOVINE) 5,000 UNIT TOPICAL SOLUTION",1,Each,536.61
DESONIDE 0.05 % TOPICAL CREAM,60,g,538.33
LOPERAMIDE 1 MG/7.5 ML ORAL LIQUID,7.5,mL,6.36
FLUOCINONIDE 0.05 % TOPICAL CREAM,30,g,544.83
"THROMBIN (BOVINE) 5,000 UNIT TOPICAL SPRAY SYRINGE",1,Each,547.37
MOMETASONE 220 MCG (14 DOSES) BREATH ACTIVATED POWDER AEROSOL,1,Each,552.98
THEOPHYLLINE 80 MG/15 ML ORAL SOLN,473,mL,558.77
CALCITONIN (SALMON) 200 UNIT/ACTUATION NASAL SPRAY AEROSOL,3.7,mL,559.78
"NEOMYCIN-POLYMYXIN-HC 3.5 MG-10,000 UNIT/ML-1 % EAR DROPS, SUSP",10,mL,560.91
"NEOMYCIN-POLYMYXIN-HC 3.5 MG-10,000 UNIT/ML-1 % EAR SOLN",10,mL,560.91
RANITIDINE 15 MG/ML SYRUP,473,mL,562.3
"DEXAMETHASONE 0.1 % EYE DROPS, SUSP",5,mL,563.82
GELATIN ADSORBABLE MUCOSAL POWDER,1,g,566.15
DORZOLAMIDE 2 % EYE DROPS,10,mL,566.74
TRAVOPROST (BENZALKONIUM) 0.004 % EYE DROPS,2.5,mL,571.6
FERRIC SUBSULFATE SOLN,100,mL,573.47
"THROMBIN 5,000 UNIT TOPICAL KIT",1,Each,574.74
TESTOSTERONE 1 % (25 MG/2.5 GRAM) TRANSDERMAL GEL PACKET,2.5,g,169.88
TESTOSTERONE 1 % (50 MG/5 GRAM) TRANSDERMAL GEL PACKET,5,g,174.58
GELATIN ADSORBABLE MUCOSAL POWDER,1,g,579.97
CLARITHROMYCIN 250 MG/5 ML ORAL SUSP,50,mL,583.19
WARFARIN 10 MG TAB,1,Each,14
WARFARIN 10 MG TAB,1,Each,16.698
HYDROCORTISONE VALERATE 0.2 % OINTMENT,15,g,588.57
PILOCARPINE 1 % EYE DROPS,15,mL,589.58
FOSFOMYCIN TROMETHAMINE 3 GRAM ORAL PACKET,1,Each,593.5
WHITE PETROLATUM TOPICAL GEL,75,g,6.43
BACITRACIN 500 UNIT/G OINTMENT,14,g,6.44
LAMIVUDINE 10 MG/ML ORAL SOLN,240,mL,597.54
PREDNISONE 5 MG/5 ML ORAL SOLN,120,mL,598.44
PILOCARPINE 2 % EYE DROPS,15,mL,603.04
FLUOCINONIDE 0.05 % TOPICAL SOLN,60,mL,605.62
PILOCARPINE 4 % EYE DROPS,15,mL,613.13
"NEOMYCIN-POLYMYXIN-HC 3.5 MG-10,000 UNIT/ML-1 % EAR DROPS, SUSP",10,mL,627.3
"NEOMYCIN-POLYMYXIN-HC 3.5 MG-10,000 UNIT/ML-1 % EAR SOLN",10,mL,627.3
BETAMETHASONE DIPROPIONATE 0.05 % TOPICAL CREAM,45,g,631.86
PILOCARPINE 4 % EYE DROPS,15,mL,632.2
"THROMBIN (RECOMBINANT) 5,000 UNIT TOPICAL SOLUTION",1,Each,643
UREA 40 % TOPICAL CREAM,85,g,662.22
WARFARIN 2 MG TAB,1,Each,14
"NYSTATIN 100,000 UNIT/ML ORAL SUSP",473,mL,664.86
CLOBETASOL 0.05 % TOPICAL SOLN,50,mL,672.53
PHENYLEPHRINE 2.5 % EYE DROPS,15,mL,672.91
OSELTAMIVIR 6 MG/ML ORAL SUSP,60,mL,674.28
AMOXICILLIN-POT CLAVULANATE 250 MG-62.5 MG/5 ML ORAL SUSP,150,mL,682.95
"BARIUM SULFATE 96 % (W/W) ORAL SUSP, RECON",176,g,684.27
TRIAMCINOLONE ACETONIDE 55 MCG NASAL SPRAY AEROSOL,16.5,g,686.67
STERILE TALC 5 GRAM INTRAPLEURAL SUSPENSION,1,Each,691.6
MUPIROCIN 2 % TOPICAL CREAM,15,g,700.2
CLINDAMYCIN 2 % VAGINAL CREAM,40,g,701.31
TRETINOIN 0.05 % TOPICAL CREAM,20,g,701.92
TRIMETHOPRIM-SULFAMETHOXAZOLE 40 MG-200 MG/5 ML ORAL SUSP,473,mL,703.76
LINDANE 1 % SHAMPOO,60,mL,714.23
LINDANE 1 % LOTION,60,mL,714.23
WARFARIN 2.5 MG TAB,1,Each,14
GELATIN ADSORBABLE MUCOSAL POWDER,1,g,721.8
BIMATOPROST 0.03 % EYE DROPS,2.5,mL,724.31
ECONAZOLE 1 % TOPICAL CREAM,30,g,728.09
LINDANE 1 % LOTION,60,mL,736.42
LINDANE 1 % SHAMPOO,60,mL,736.42
BACITRACIN 500 UNIT/G EYE OINTMENT,3.5,g,737.95
PERMETHRIN 5 % TOPICAL CREAM,60,g,740.2
NICOTINE 7 MG/24 HR DAILY PATCH,1,Each,6.52
NICOTINE 14 MG/24 HR DAILY PATCH,1,Each,6.52
NICOTINE 21 MG/24 HR DAILY PATCH,1,Each,6.52
MINERAL OIL ENEMA,133,mL,6.58
CLOTRIMAZOLE 1 % TOPICAL CREAM,28.35,g,6.58
DEXTROMETHORPHAN-GUAIFENESIN 10 MG-100 MG/5 ML SYRUP,10,mL,6.73
PHENYLEPHRINE 1 % NASAL SPRAY AEROSOL,30,mL,6.73
GUAIFENESIN 100 MG/5 ML ORAL LIQUID,118,mL,6.73
PHENYLEPHRINE-DM-GUAIFENESIN 5 MG-10 MG-100 MG/5 ML ORAL LIQUID,118,mL,6.73
PHENOL 1.4 % MUCOSAL AEROSOL SPRAY,177,mL,6.73
MAGNESIUM CITRATE ORAL SOLN,296,mL,6.75
ALUM-MAG HYDROXIDE-SIMETH 200 MG-200 MG-20 MG/5 ML ORAL SUSP,355,mL,6.75
MAGNESIUM HYDROXIDE 400 MG/5 ML ORAL SUSP,355,mL,6.75
WARFARIN 3 MG TAB,1,Each,14
NICOTINE 14 MG/24 HR DAILY PATCH,1,Each,6.76
METHYL SALICYLATE-MENTHOL 15 %-10 % TOPICAL CREAM,85,g,6.79
HYDROCORTISONE ACETATE 1 % TOPICAL CREAM,28.4,g,6.81
ACETAMINOPHEN (TYLENOL) SOLUTION 32MG/ML,10.15,mL,6.91
WARFARIN 4 MG TAB,1,Each,14
PEG 3350-ELECTROLYTES-VITAMIN C 100 G-7.5 G-2.691 G-4.7 G POWDER PKT,1,Each,745.51
LORAZEPAM 2 MG/ML ORAL CONCENTRATE,30,mL,236.45
LAMIVUDINE 10 MG/ML ORAL SOLN,240,mL,745.7
GABAPENTIN 250 MG/5 ML ORAL SOLN,470,mL,749.13
DICYCLOMINE 10 MG/5 ML ORAL SOLN,473,mL,763.45
CADEXOMER IODINE 0.9 % TOPICAL GEL,40,g,768.3
DORNASE ALFA 1 MG/ML SOLN FOR INHALATION,2.5,mL,772.87
IPILIMUMAB 200 MG/40 ML (5 MG/ML) IV,40,mL,164913.37
BROMFENAC 0.09 % EYE DROPS,2.5,mL,777.64
ACYCLOVIR 5 % OINTMENT,5,g,786.72
CLOTRIMAZOLE-BETAMETHASONE 1 %-0.05 % LOTION,30,mL,790.89
APREPITANT 40 MG CAP,1,Each,793.85
MOMETASONE 50 MCG/ACTUATION NASAL SPRAY,17,g,807.05
CIPROFLOXACIN 0.3 % EYE DROPS,5,mL,813.22
WARFARIN 5 MG TAB,1,Each,14
METHADONE 1 MG/ML ORAL SOLN,500,mL,239.75
PHENYLEPH-PROMETHAZINE-COD 5 MG-6.25 MG-10 MG/5 ML SYRUP,118,mL,342.15
METHADONE 10 MG/ML ORAL CONCENTRATE,1000,mL,347.13
METRONIDAZOLE 0.75 % VAGINAL GEL,70,g,822.43
"NEOMYCIN-POLYMYXIN-HC 3.5 MG-10,000 UNIT-10 MG/ML EYE DROPS, SUSP",7.5,mL,836.49
CLOBETASOL 0.05 % TOPICAL CREAM,30,g,837.5
VANCOMYCIN 50 MG/ML ORAL SOLUTION,150,mL,840.32
ABACAVIR 20 MG/ML ORAL SOLN,240,mL,844.16
"SIMETHICONE 40 MG/0.6 ML ORAL DROPS, SUSP",30,mL,7.07
CROTAMITON 10 % TOPICAL CREAM,60,g,857.47
BRIMONIDINE 0.15 % EYE DROPS,5,mL,860.9
OFLOXACIN 0.3 % EAR DROPS,5,mL,864.67
PROMETHAZINE-PHENYLEPHRINE 6.25 MG-5 MG/5 ML SYRUP,473,mL,865.25
CLOBETASOL 0.05 % OINTMENT,60,g,876.44
BECLOMETHASONE DIPROPIONATE 40 MCG/ACTUATION AEROSOL INHALER,8.7,g,876.89
HYDROCORTISONE-PRAMOXINE 2.5 %-1 % RECTAL CREAM,30,g,881.08
TOBRAMYCIN 300 MG/5 ML NEB SOLUTION,5,mL,881.21
WARFARIN 6 MG TAB,1,Each,15.559
CHLORPHENIRAMINE-HYDROCODONE SR 8 MG-10 MG/5 ML ORAL 12 HR SUSP,115,mL,392.94
FAMOTIDINE 40 MG/5 ML ORAL SUSP,50,mL,891.44
"BARIUM SULFATE 98 % ORAL SUSP, RECON",135,mL,906.1
HYDROCORTISONE-ACETIC ACID 1 %-2 % EAR DROPS,10,mL,911.01
CALCITRIOL 1 MCG/ML ORAL SOLN,15,mL,914.87
METRONIDAZOLE 0.75 % TOPICAL GEL,45,g,919.11
METRONIDAZOLE 0.75 % TOPICAL GEL,45,g,926.37
BUTORPHANOL TARTRATE 1MG/SPRAY NASAL SPRAY AEROSOL,2.5,mL,431.6
METHADONE 10 MG/ML ORAL CONCENTRATE,30,mL,452.7
"PREDNISOLONE ACETATE 0.12 % EYE DROPS, SUSP",5,mL,932.73
"PREDNISOLONE ACETATE 1 % EYE DROPS, SUSP",5,mL,932.73
"SULFACETAMIDE-PREDNISOLONE 10 %-0.2 % EYE DROPS, SUSP",5,mL,932.73
DIGOXIN 50 MCG/ML ORAL SOLN,60,mL,941.4
WARFARIN 7.5 MG TAB,1,Each,16.102
CALCIUM ACETATE 667 MG/5 ML ORAL SOLUTION,473,mL,947.95
FAMOTIDINE 40 MG/5 ML ORAL SUSP,50,mL,951.96
"FLUOROMETHOLONE 0.1 % EYE DROPS, SUSP",10,mL,955.53
HYDROCORTISONE-PRAMOXINE 1 %-1 % RECTAL FOAM,10,g,958.15
CALCITRIOL 1 MCG/ML ORAL SOLN,15,mL,963.09
HYDROCORTISONE VALERATE 0.2 % TOPICAL CREAM,45,g,971.16
CIPROFLOXACIN 500 MG/5 ML ORAL SUSP,100,mL,975.84
"FLUOROMETHOLONE 0.1 % EYE DROPS, SUSP",5,mL,979.33
FLUOROMETHOLONE 0.1 % EYE OINTMENT,3.5,g,979.34
FAMOTIDINE 40 MG/5 ML ORAL SUSP,50,mL,980.54
BRIMONIDINE 0.1 % EYE DROPS,5,mL,982.43
LINEZOLID 600 MG TAB,1,Each,988.21
TRETINOIN 0.05 % TOPICAL CREAM,20,g,994.53
BUDESONIDE 32 MCG/ACTUATION NASAL SPRAY,8.6,g,999.66
DEXTROMETHORPHAN-GUAIFENESIN 10 MG-100 MG/5 ML SYRUP,118,mL,7.18
BISMUTH SUBSALICYLATE 262 MG/15 ML ORAL SUSP,237,mL,7.21
FLUOCINOLONE 0.01 % TOPICAL SOLN,60,mL,1008.79
ACYCLOVIR 5 % OINTMENT,15,g,1008.79
"BETAMETHASONE, AUGMENTED 0.05 % LOTION",60,mL,1012.42
RIFAMPIN 10 MG/ML ORAL SUSPENSION CPD (PEDIATRIC/NEONATE),120,mL,1014.44
FERROUS SULFATE 300 MG/5 ML ORAL LIQUID,5,mL,7.25
PHENYLEPHRINE 1 % NASAL DROPS,30,mL,7.3
LUBRICANTS TOPICAL GEL,113,g,7.31
MAGNESIUM HYDROXIDE 400 MG/5 ML ORAL SUSP,30,mL,7.42
WITCH HAZEL 50 % TOPICAL PADS,1,Each,9.13
OSELTAMIVIR 6 MG/ML ORAL SUSP,60,mL,1021.3
ESCITALOPRAM 5 MG/5 ML ORAL SOLN,240,mL,1023.32
BRIMONIDINE 0.15 % EYE DROPS,5,mL,1047.39
DIPHENOXYLATE-ATROPINE 2.5 MG-0.025 MG/5 ML ORAL LIQUID,60,mL,476.59
TRIAMCINOLONE ACETONIDE 0.147 MG/GRAM TOPICAL AEROSOL,63,g,1067.08
BACITRACIN-POLYMYXIN-NEOSP HC 1 % OINTMENT,15,g,1068.91
COLLAGENASE 250 UNIT/G OINTMENT,30,g,1069.37
BRIMONIDINE-TIMOLOL 0.2 %-0.5 % EYE DROPS,5,mL,1082.97
HYDROCORTISONE-ACETIC ACID 1 %-2 % EAR DROPS,10,mL,1083.58
BROMFENAC 0.09 % EYE DROPS,1.7,mL,1089.7
APREPITANT 80 MG CAP,1,Each,1096.39
MOXIFLOXACIN 0.5 % EYE DROPS,3,mL,1104.69
OXCARBAZEPINE 300 MG/5 ML ORAL SUSP,250,mL,1113.03
CIPROFLOXACIN 0.3 % EYE OINTMENT,3.5,g,1119.24
