Charge name,Charge procedure master #,Revenue ID,Associated Cost Centers & NAME,HOSPITAL BILLING DEFAULT TECH FEE SCHEDULE,Fee Schedule Year
HC REPAIR INTMD N/H/F/GENIT 20.1-30.0CM,H4500041,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING




",$570.00,2018
HC REPAIR INTMD N/H/F/GENIT >30.0CM,H4500042,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING




","$2,713.00",2018
HC REPAIR INTMD F/E/E/N/L/M 2.5CM/<,H4500043,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING




",$570.00,2018
HC REPAIR INTMD F/E/E/N/L/M 2.6-5.0CM,H4500044,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING





",$570.00,2018
HC REPAIR INTMD F/E/E/N/L/M 5.1-7.5CM,H4500045,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING





",$570.00,2018
HC REPAIR INTMD F/E/E/N/L/M 7.6-12.5CM,H4500046,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING




",$570.00,2018
HC REPAIR INTMD F/E/E/N/L/M 12.6-20.0CM,H4500047,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING




",$570.00,2018
HC REPAIR INTMD F/E/E/N/L/M 20.1-30.0CM,H4500048,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING




",$570.00,2018
HC REPAIR INTMD F/E/E/N/L/M >30.0CM,H4500049,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING




","$2,713.00",2018
HC REPAIR CMPLX TRUNK 1.1-2.5CM,H4500050,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
20 CARDIAC CATH LAB",$876.00,2018
HC REPAIR CMPLX TRUNK 2.6-7.5CM,H4500051,450,"20 EMERGENCY ROOM NURSING
20 ENDOSCOPY
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
",$876.00,2018
HC REPAIR CMPLX TRUNK ADDL 5CM/<,H4500052,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
",$876.00,2018
HC REPAIR CMPLX S/A/L 1.1-2.5CM,H4500053,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM

",$876.00,2018
HC REPAIR CMPLX S/A/L 2.6-7.5CM,H4500054,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
80 EMERGENCY ROOM NURSING
55 EMERGENCY ROOM NURSING


",$876.00,2018
HC REPAIR CMPLX S/A/L ADDL 5CM/<,H4500055,450,"20 EMERGENCY ROOM NURSING
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
25 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING


",$876.00,2018
HC REPAIR CMPLX F/C/C/M/N/AX/G/H/F 1.1-2.5CM,H4500056,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM


",$876.00,2018
HC REPAIR CMPLX F/C/C/M/N/AX/G/H/F 2.6-7.5CM,H4500057,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
80 EMERGENCY ROOM NURSING
55 EMERGENCY ROOM NURSING





",$876.00,2018
HC REPAIR CMPLX F/C/C/M/N/AX/G/H/F ADDL 5CM/<,H4500058,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM",$876.00,2018
HC REPAIR CMPLX E/N/E/L 1.1-2.5CM,H4500060,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
80 EMERGENCY ROOM NURSING

",$876.00,2018
HC REPAIR CMPLX E/N/E/L 2.6-7.5CM,H4500061,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
80 EMERGENCY ROOM NURSING
55 EMERGENCY ROOM NURSING





",$876.00,2018
HC XFER TIS F/C/C/M/N/A/G/H/F 10SQ CM/<,H4500062,450,20 EMERGENCY ROOM NURSING,"$2,713.00",2018
HC CULT SKIN AGRFT F/S/E/M/N/E/O/G/H/F/DIGITS 1ST 25SQ CM/<,H4500063,450,20 EMERGENCY ROOM NURSING,"$4,077.00",2018
HC CULT SKIN AGRFT F/S/E/M/N/E/O/G/H/F/DIGITS ADDL 1-75SQ CM,H4500064,450,20 EMERGENCY ROOM NURSING,"$1,447.00",2018
HC SKIN FULL GRFT DIRECT CLSR OF DONOR SITE N/E/E/L 20SQ CM/<,H4500065,450,"20 EMERGENCY ROOM NURSING
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM","$2,740.00",2018
HC TX INI BURN(S) 1ST DEG,H4500066,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING
180 WOUND & LYMPHEDEMA SVCS",$415.00,2018
HC ESCHAROTOMY INI INCISION,H4500067,450,"20 EMERGENCY ROOM NURSING
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM",$452.00,2018
HC INCISION OF BREAST LESION,H4500068,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM

","$1,439.00",2018
HC EXPLORE WOUND ABD/F/B,H4500069,450,"20 EMERGENCY ROOM NURSING
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM","$2,429.00",2018
HC REMOVE FB TENDON SMPL,H4500070,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
80 EMERGENCY ROOM NURSING",$982.00,2018
HC REMOVE FB TENDON DEEP/COMP,H4500071,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
80 EMERGENCY ROOM NURSING","$2,918.00",2018
HC MONITOR FLUID PRESSURE MUSCLE,H4500072,450,20 EMERGENCY ROOM NURSING,$353.00,2018
HC TX CLOSED NOSE FX W/O MANIP,H4500073,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING","$2,809.00",2018
HC TX CLOSED NOSE FX W/O STABILIZE,H4500074,450,"20 EMERGENCY ROOM NURSING
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
25 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING","$2,809.00",2018
HC TX CLOSED MANDIBULAR/MAXILLARY RIDGE FX,H4500075,450,"20 EMERGENCY ROOM NURSING
","$2,719.00",2018
HC TX CLOSED MANDIBULAR FX W/O MANIP,H4500076,450,"20 EMERGENCY ROOM NURSING
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
80 EMERGENCY ROOM NURSING",$395.00,2018
HC TX CLOSED TEMPOROMANDIBULAR DISL INI/SBSQ,H4500077,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING",$395.00,2018
HC TX CLOSED STERNUM FX,H4500079,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
80 EMERGENCY ROOM NURSING",$384.00,2018
HC TX CLOSED CLAVICLE FX W/O MANIP,H4500081,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING
80 SURGICAL SERVICES PRACTICE PB
80 WAR MULTISPEC - SURG SER FACILITY",$384.00,2018
HC TX CLOSED CLAVICULAR FX W/MANIP,H4500082,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM",$403.00,2018
HC TX CLOSED ACROMIOCLAVICULAR DISL W/O MANIP,H4500083,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING",$384.00,2018
HC TX CLOSED SCAPULAR FX W/O MANIP,H4500084,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
80 EMERGENCY ROOM NURSING
80 SURGICAL SERVICES PRACTICE PB
80 WAR MULTISPEC - SURG SER FACILITY",$384.00,2018
HC TX CLOSED CAPULAR FX W/MANIP W/W/O TRACTION,H4500085,450,"20 EMERGENCY ROOM NURSING
",$546.00,2018
HC TX CLOSED HUMERUS FX W/O MANIP,H4500086,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
80 EMERGENCY ROOM NURSING
80 SURGICAL SERVICES PRACTICE PB
80 WAR MULTISPEC - SURG SER FACILITY",$509.00,2018
HC TX CLOSED HUMERUS FX W/MANIP,H4500087,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING",$534.00,2018
HC TX CLOSED HUMERAL TUBEROSITY FX W/O MANIP,H4500088,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
80 EMERGENCY ROOM NURSING
80 SURGICAL SERVICES PRACTICE PB
80 WAR MULTISPEC - SURG SER FACILITY",$509.00,2018
HC TX CLOSED HUMERAL TUBEROSITY FX W/MANIP,H4500089,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM",$534.00,2018
HC TX CLOSED SHOULDER DISL W/MANIP W/O ANES,H4500090,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING
",$384.00,2018
HC TX CLOSED SHOULDER DISL W/FX OF GREATER HUMERAL TUBEROSITY W/MANIP,H4500091,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
55 EMERGENCY ROOM NURSING",$546.00,2018
HC REPAIR UPPER ARM/ELBOW TENDON/MUSCLE EA,H4500092,450,"20 EMERGENCY ROOM NURSING

","$4,569.00",2018
HC TX CLOSED HUMERAL SHAFT FX W/O MANIP,H4500093,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
80 EMERGENCY ROOM NURSING",$509.00,2018
HC TX CLOSED HUMERUS SHAFT FX W/MANIP W/W/O TRACTION,H4500094,450,"20 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING",$583.00,2018
HC TX CLOSED HUMERUS SUPRA/TRANS FX W/W/O INTERCONDYLAR EXT W/O MANIP,H4500095,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING
80 SURGICAL SERVICES PRACTICE PB
80 WAR MULTISPEC - SURG SER FACILITY",$487.00,2018
HC TX CLOSED HUMERUS SUPRA/TRANS FX W/W/O INTERCONDYLAR EXT W/MANIP W/W/O TRACTION,H4500096,450,"20 EMERGENCY ROOM NURSING
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM",$534.00,2018
HC TX CLOSED HUMERAL EPICONDYLAR FX MEDIAL/LATERAL W/O MANIP,H4500097,450,"20 EMERGENCY ROOM NURSING
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
80 EMERGENCY ROOM NURSING
80 SURGICAL SERVICES PRACTICE PB
80 WAR MULTISPEC - SURG SER FACILITY",$509.00,2018
HC TX CLOSED HUMERAL CONDYLAR FX MEDIAL/LATERAL W/MANIP,H4500098,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
80 EMERGENCY ROOM NURSING
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING",$790.00,2018
HC TX CLOSED ELBOW DISLOCATION W/O ANES,H4500099,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING",$509.00,2018
HC TX CLOSED ELBOW FX W/MANIP,H4500100,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING","$1,965.00",2018
HC TX CLOSED RADIAL HEAD SUBLUX NURSEMAID ELBOW CHILD W/MANIP,H4500101,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING",$509.00,2018
HC TX CLOSED RADIAL HEAD/NECK FX W/O MANIP,H4500102,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING
80 SURGICAL SERVICES PRACTICE PB
80 WAR MULTISPEC - SURG SER FACILITY",$509.00,2018
HC TX CLOSED RADIAL HEAD/NECK FX W/MANIP,H4500103,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING",$534.00,2018
HC TX CLOSED ULNAR FX W/O MANIP,H4500104,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
80 EMERGENCY ROOM NURSING
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 SURGICAL SERVICES PRACTICE PB
80 WAR MULTISPEC - SURG SER FACILITY",$509.00,2018
HC TX CLOSED ULNAR FX W/MANIP,H4500105,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING",$534.00,2018
HC REPAIR TENDON/MUSCLE FOREARM/WRIST PRIME SNGL EA,H4500106,450,"20 EMERGENCY ROOM NURSING
","$4,778.00",2018
HC TX CLOSED RADIAL SHAFT FX W/O MANIP,H4500107,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
80 EMERGENCY ROOM NURSING
80 SURGICAL SERVICES PRACTICE PB
80 WAR MULTISPEC - SURG SER FACILITY",$509.00,2018
HC TX CLOSED RADIAL SHAFT FX W/MANIP,H4500108,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING",$534.00,2018
HC TX FX RADIUS & ULNA W/MANI,H4500109,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
80 EMERGENCY ROOM NURSING
",$534.00,2018
HC TX CLOSED RADIUS FX/EPIPHYSEAL SEP W/O MANIP,H4500110,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING
80 SURGICAL SERVICES PRACTICE PB
80 WAR MULTISPEC - SURG SER FACILITY",$509.00,2018
HC TX CLOSED WRIST CARPAL FX W/O MANIP,H4500111,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
80 EMERGENCY ROOM NURSING
55 EMERGENCY ROOM NURSING
80 SURGICAL SERVICES PRACTICE PB
80 WAR MULTISPEC - SURG SER FACILITY",$509.00,2018
HC TX WRIST CARPAL FX W/O MANIP BONE EA,H4500112,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
80 SURGICAL SERVICES PRACTICE PB
80 WAR MULTISPEC - SURG SER FACILITY",$509.00,2018
HC TX CLOSED ULNAR STYLOID FX,H4500113,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING",$509.00,2018
HC TX CLOSED RADIOCARPAL/INTERCARPAL DISL 1 OR MORE BONES W/MANIP,H4500114,450,"20 EMERGENCY ROOM NURSING
",$555.00,2018
HC TX CLOSED DISTAL RADIOULNAR DISL W/MANIP,H4500115,450,"20 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING",$509.00,2018
HC TX CLOSED TRANS-SCAPHOPERIL FX DISL W/MANIP,H4500116,450,20 EMERGENCY ROOM NURSING,$509.00,2018
HC REPAIR FLXR TENDON ZONE 2 W/O FREE GRFT EA,H4500117,450,"20 EMERGENCY ROOM NURSING
","$4,404.00",2018
HC REPAIR EXTNS TENDON HAND W/O GRFT EA,H4500118,450,"20 EMERGENCY ROOM NURSING
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
","$2,645.00",2018
HC REPAIR EXTNS TENDON FINGER W/O GRFT EA,H4500119,450,"25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
80 EMERGENCY ROOM NURSING

","$2,645.00",2018
HC TX CLOSED DSTL EXTNS TENDON INS W/W/O PC PINNING,H4500120,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
80 EMERGENCY ROOM NURSING","$2,645.00",2018
HC REPAIR COLTRL LGMT MTCARPHLNGL/IPHAL JNT,H4500121,450,"20 EMERGENCY ROOM NURSING
","$2,033.00",2018
HC CLOSED METACARPAL FX SGL W/O MANIP EA,H4500122,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING
80 SURGICAL SERVICES PRACTICE PB
80 WAR MULTISPEC - SURG SER FACILITY",$509.00,2018
HC CLSD METACARPAL FX SGL W/MANIP EA,H4500123,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING


",$509.00,2018
HC CLOSED CARPO/METACARPAL DISL THUMB W/MANIP,H4500124,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING",$509.00,2018
HC CLOSED CARPO/METACARPAL FX DISL THUMB W/MANIP,H4500125,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM",$534.00,2018
HC TX CLOSED PHLNGL FX PROX/MIDDLE PX F/T W/MANIP W/W/O SKIN/SKEL TRAC EA,H4500126,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
80 EMERGENCY ROOM NURSING
55 EMERGENCY ROOM NURSING
",$384.00,2018
HC TX PC PHLNGL FX PROX/MIDDLE PX F/T W/MANIP EA,H4500127,450,"20 EMERGENCY ROOM NURSING
","$2,892.00",2018
HC TX CLOSED ARTIC FX MTCRPHLNGL/IPHAL JT W/O MANIP EA,H4500128,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
80 EMERGENCY ROOM NURSING
80 SURGICAL SERVICES PRACTICE PB
80 WAR MULTISPEC - SURG SER FACILITY",$264.00,2018
HC TX CLOSED DISTAL PHLNGL FX F/T W/O MANIP EA,H4500129,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
80 EMERGENCY ROOM NURSING
55 EMERGENCY ROOM NURSING
80 SURGICAL SERVICES PRACTICE PB
80 WAR MULTISPEC - SURG SER FACILITY",$384.00,2018
HC TX CLOSED DISTAL PHLNGL FX F/T W/MANIP EA,H4500130,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
80 EMERGENCY ROOM NURSING
55 EMERGENCY ROOM NURSING",$384.00,2018
HC TX PC SKELETAL PHLNGL FX F/T EA,H4500131,450,"20 EMERGENCY ROOM NURSING
","$4,993.00",2018
HC TX OPEN DSTL PHLNGL FX F/T INTERNAL FIXATION EA,H4500132,450,"30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
80 EMERGENCY ROOM NURSING
20 EMERGENCY ROOM NURSING","$3,169.00",2018
HC TX CLOSED IPHLNGL JT DISL SGL W/MANIP W/O ANES,H4500133,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING",$384.00,2018
HC TX OPEN IPHLNGL JT DISL INTERNAL FIXATION SNGL,H4500134,450,20 EMERGENCY ROOM NURSING,"$3,169.00",2018
HC AMPUTATION F/T 1/2 JT/PHALANX SGL W/NEURECT W/DIRECT CLOSURE,H4500135,450,"20 EMERGENCY ROOM NURSING
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM","$2,744.00",2018
HC TX CLOSED COCCYGEAL FX,H4500137,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
80 EMERGENCY ROOM NURSING",$384.00,2018
HC TX CLOSED FEMORAL FX PROX END NECK W/MANIP W/WO SKEL TRACTION,H4500138,450,20 EMERGENCY ROOM NURSING,"$2,737.00",2018
HC TX CLOSED INTR/PERI/SBTRCHNTC FEMORAL FX W/MANIP W/W/O SKIN/SKELETAL TRACTION,H4500139,450,20 EMERGENCY ROOM NURSING,$509.00,2018
HC TX CLOSED HIP DISL TRAUMATIC W/O ANES,H4500140,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
80 EMERGENCY ROOM NURSING
20 4 SURGICAL
20 ORTHOPAEDICS",$509.00,2018
HC TX CLOSED HIP DISL TRAUMATIC W/ANES,H4500141,450,"20 EMERGENCY ROOM NURSING
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM","$2,469.00",2018
HC TX CLOSED POST HIP ARTHRP DISLC W/O ANES,H4500142,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
80 EMERGENCY ROOM NURSING",$509.00,2018
HC TX CLOSED POST HIP ARTHRP DISL REQ ANES,H4500143,450,20 EMERGENCY ROOM NURSING,"$4,949.00",2018
HC SUTURE INFRAPATEL TENDON PRIM,H4500144,450,"20 EMERGENCY ROOM NURSING
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM","$3,689.00",2018
HC TX CLOSED FEM SHFT FX W/MANIP W/W/O SKIN/SKELETAL TRAC,H4500145,450,20 EMERGENCY ROOM NURSING,"$2,746.00",2018
HC TX CLOSED FEM FX DSTL END MEDIAL/LAT CONDYLE W/O MANIP,H4500146,450,"20 EMERGENCY ROOM NURSING
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM",$554.00,2018
HC TX CLOSED FEM FX DSTL END MEDIAL/LAT CONDYLE W/MANIP,H4500147,450,20 EMERGENCY ROOM NURSING,"$1,389.00",2018
HC TX CLOSED PATELLAR FX W/W/O MANIP,H4500148,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING
80 SURGICAL SERVICES PRACTICE PB
80 WAR MULTISPEC - SURG SER FACILITY",$509.00,2018
HC TX CLOSED TIB FX PROXIMAL W/O MANIP,H4500149,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
80 SURGICAL SERVICES PRACTICE PB
80 WAR MULTISPEC - SURG SER FACILITY
20 PROCEDURES - CRITICAL CARE",$509.00,2018
HC TX CLOSED TIB FX PROXIMAL W/W/O MANIP W/SKEL TRAC,H4500150,450,20 EMERGENCY ROOM NURSING,"$2,744.00",2018
HC TX CLOSED KNEE DISL W/O ANES,H4500151,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
80 EMERGENCY ROOM NURSING",$509.00,2018
HC TX OPEN KNEE DISL W/O LGMT REPAIR/AUG,H4500152,450,"20 EMERGENCY ROOM NURSING
","$4,993.00",2018
