"Mnemonic","Description","Price"
"71101RTS","RIGHT RIBS W/PA CHEST",330
"71110S","RIBS BILATERAL",347
"71111S","RIBS BILATERAL W/PA CHEST",404
"71120S","STERNUM",145
"71120S-52","STERNUM SINGLE VIEW",145
"71130S","STERNOCLAVICULAR JOINTS",131
"72020S","SPINE SINGLE VIEW",163
"72040S","CERVICAL SPINE 2-3 VIEWS",307
"72050S","CERVICAL SPINE 4+ VIEWS",558
"72052S","CERVICAL SPINE/COMP W/FLEX&",613
"72070S","DXR THORACIC SPINE AP AND L",440
"72072S","THORACIC SPINE 3 VIEWS",500
"72080S","THORACOLUMBAR SPINE 2 VIEWS",322
"72082S","ENTIRE SPINE X-RAY AP & LAT",322
"72082S-1","THORACO/LUMBAR ERECT-SCOLIO",322
"72100S","LUMBOSACRAL SPINE 2-3 VIEWS",353
"72110S","LUMBOSACRAL SPINE 4+ VIEWS",659
"72114S","LUMBAR SPINE W/ BENDING VIE",706
"72120S","LUMBAR SPINE BENDING VIEWS",425
"72170S","PELVIS 1-2 VIEWS",55
"72190S","PELVIS COMP 3+ VIEWS",101
"72202S","SACROILIAC JOINTS 3+ VIEWS",168
"72220S","SACRUM & COCCYX 2+ VIEWS",445
"73000LTS","LEFT CLAVICLE",506
"73000RTS","RIGHT CLAVICLE",506
"73010LTS","LEFT SCAPULA",532
"73010RTS","RIGHT SCAPULA",532
"73020LTS","LEFT SHOULDER 1 VIEW",252
"73020RTS","RIGHT SHOULDER 1 VIEW",252
"73030LTS","LEFT SHOULDER COMPLETE",463
"73030RTS","RIGHT SHOULDER COMPLETE",463
"73050S","ACROMIOCLAVICULAR JOINTS BI",132
"73060LTS","LEFT HUMERUS 2+ VIEWS",361
"73060RTS","RIGHT HUMERUS 2+ VIEWS",361
"73070LTS","LEFT ELBOW 2 VIEWS",278
"73070RTS","RIGHT ELBOW 2 VIEWS",278
"73080LTS","LEFT ELBOW 3+ VIEWS",405
"73080RTS","RIGHT ELBOW 3+ VIEWS",405
"73090LTS","LEFT FOREARM 2 VIEWS",562
"73090RTS","RIGHT FOREARM 2 VIEWS",562
"73092LTS","LEFT UPPER EXTREMITY INFANT",259
"73092RTS","RIGHT UPPER EXTREMITY INFAN",259
"73100LTS","LEFT WRIST 2 VIEWS",278
"73100RTS","RIGHT WRIST 2 VIEWS",278
"73110LTS","LEFT WRIST 3+ VIEWS",404
"73110RTS","RIGHT WRIST 3+ VIEWS",404
"73120LTS","LEFT HAND 2 VIEWS",233
"73120RTS","RIGHT HAND 2 VIEWS",233
"73130LTS","LEFT HAND 3+ VIEWS",335
"73130RTS","RIGHT HAND 3+ VIEWS",335
"73140S","FINGER(S) 2+ VIEWS",323
"73502LTS","LEFT HIP 2-3 VIEWS",69
"73502RTS","RIGHT HIP 2-3 VIEWS",69
"73521S","BIL HIPS W PELVIS 2 VIEWS",125
"73522S","BIL HIPS W PELVIS 3-4 VIEWS",125
"73523S","BIL HIPS W PELVIS 5+ VIEWS",125
"73551LTS","LEFT FEMUR 1 VIEW",205
"73551RTS","RIGHT FEMUR 1 VIEW",205
"73552LTS","LEFT FEMUR 2 OR MORE VIEWS",205
"73552RTS","RIGHT FEMUR 2 OR MORE VIEWS",205
"73560LTS","LEFT KNEE 1-2 VIEWS",303
"73560RTS","RIGHT KNEE 1-2 VIEWS",303
"73562LTS","LEFT KNEE 3 VIEWS",518
"73562RTS","RIGHT KNEE 3 VIEWS",518
"73564LTS","LEFT KNEE 4+ VIEWS",560
"73564RTS","RIGHT KNEE 4+ VIEWS",560
"73565S","BOTH KNEES (STANDING AP)",296
"73590LTS","LEFT TIBIA/FIBULA 2 VIEWS",400
"73590RTS","RIGHT TIBIA/FIBULA 2 VIEWS",400
"73592LTS","LEFT LOWER EXTREMITY INFANT",180
"73592RTS","RIGHT LOWER EXTREMITY INFAN",180
"73600LT52S","LEFT ANKLE SINGLE VIEW",256
"73600LTS","LEFT ANKLE 2 VIEWS",256
"73600RT52S","RIGHT ANKLE SINGLE VIEW",256
"73600RTS","RIGHT ANKLE 2 VIEWS",256
"73610LTS","LEFT ANKLE 3+ VIEWS",383
"73610RTS","RIGHT ANKLE 3+ VIEWS",383
"73620LTS","LEFT FOOT 2 VIEWS",239
"73620RTS","RIGHT FOOT 2 VIEWS",239
"73630LTS","LEFT FOOT 3+ VIEWS",383
"73630RTS","RIGHT FOOT 3+ VIEWS",383
"73650LTS","LEFT OS CALCIS 2+ VIEWS",334
"73650RTS","RIGHT OS CALCIS 2+ VIEWS",334
"73660S","TOE(S) 2+ VIEWS",317
"74018-4S","ABDOMEN FOR SHUNT SERIES",306
"74018S","ABDOMEN SINGLE VIEW",306
"74018S-1","AP ABDOMEN SITZ MARKER STUD",306
"74019S","ABDOMEN 2 VIEWS",360
"74022S","ABDOMEN COMPLETE W/PA CHEST",656
"76010S","ABD/CHEST FOREIGN BODY CHIL",565
"77067S","MAMMOGRAM BIL SCREEN DIGIT",424
"77072S","BONE AGE STUDIES",136
"77075S","OSSEOUS SURVEY (META) W/EXT",187
"77076S","OSSEOUS SURVEY-INFANT",142
"77077S","JOINT SURV SGL VIEW >1 JOIN",104
"77080S","DXA BONE DENSITY STUDY",293
"70150WC","FACIAL BONES 3+ VIEWS",284
"70160WC","NASAL BONES COMPLETE",354
"70200WC","ORBITS COMPLETE 4+ VIEWS",584
"70210WC","SINUSES-PARANASAL 1-2 VIEWS",91
"70360WC","NECK SOFT TISSUE",820
"71045WC","CHEST SINGLE VIEW",166
"71046WC","CHEST 2 VIEWS",242
"71100LTWC","LEFT RIBS",221
"71100RTWC","RIGHT RIBS",221
"71101LTWC","LEFT RIBS W/ PA CHEST",330
"71101RTWC","RIGHT RIBS W/ PA CHEST",330
"71110WC","RIBS BILATERAL",347
"71111WC","RIBS BILATERAL W/ PA CHEST",404
"71120WC","STERNUM",145
"71120WC-52","STERNUM SINGLE VIEW",145
"72020WC","SPINE SINGLE VIEW",163
"72040WC","CERVICLE SPINE 2-3 VIEWS",307
"72050WC","CERVICAL SPINE 4+ VIEWS",558
"72070WC","THORACIC SPINE 2 VIEWS",440
"72072WC","THORACIC SPINE 3 VIEWS",500
"72080WC","THORACOLUMBAR SPINE 2 VIEWS",322
"72100WC","LUMBOSACRAL SPINE 2-3 VIEWS",353
"72110WC","LUMBOSACRAL SPINE 4+ VIEWS",659
"72170WC","PELVIS 1-2 VIEWS",55
"72220WC","SACRUM & COCCYX 2+ VIEWS",445
"73000LTWC","LEFT CLAVICLE",506
"73000RTWC","RIGHT CLAVICLE",506
"73010LTWC","LEFT SCAPULA",532
"73010RTWC","RIGHT SCAPULA",532
"73020LTWC","LEFT SHOULDER 1 VIEW",252
"73020RTWC","RIGHT SHOULDER 1 VIEW",252
"73030LTWC","LEFT SHOULDER COMPLETE",463
"73030RTWC","RIGHT SHOULDER COMPLETE",463
"73050WC","ACROMIOCLAVICULAR JOINGS BI",132
"73060LTWC","LEFT HUMERUS 2+ VIEWS",361
"73060RTWC","RIGHT HUMERUS 2+ VIEWS",361
"73070LTWC","LEFT ELBOW 2 VIEWS",278
"73070RTWC","RIGHT ELBOW 2 VIEWS",278
"73080LTWC","LEFT ELBOW 3+ VIEWS",405
"73080RTWC","RIGHT ELBOW 3+ VIEWS",405
"73090LTWC","LEFT FOREARM 2 VIEWS",562
"73090RTWC","RIGHT FOREARM 2 VIEWS",562
"73092LTWC","LEFT UPPER EXTREMITY INFANT",259
"73092RTWC","RIGHT UPPER EXTREMITY INFAN",259
"73100LTWC","LEFT WRIST 2 VIEWS",278
"73100RTWC","RIGHT WRIST 2 VIEWS",278
"73110LTWC","LEFT WRIST 3+ VIEWS",404
"73110RTWC","RIGHT WRIST 3+ VIEWS",404
"73120LTWC","LEFT HAND 2 VIEWS",233
"73120RTWC","RIGHT HAND 2 VIEWS",233
"73130LTWC","LEFT HAND 3+ VIEWS",335
"73130RTWC","RIGHT HAND 3+ VIEWS",335
"73140WC","FINGER(S) 2+ VIEWS",323
"73502LTWC","LEFT HIP 2-3 VIEWS",69
"73502RTWC","RIGHT HIP 2-3 VIEWS",69
"73523WC","BIL HIPS W PELVIS 5+ VIEWS",125
"73551LTWC","LEFT FEMUR 1 VIEW",205
"73551RTWC","RIGHT FEMUR 1 VIEW",205
"73552LTWC","LEFT FEMUR 2 OR MORE VIEWS",205
"73552RTWC","RIGHT FEMUR 2 OR MORE VIEWS",205
"73560LTWC","LEFT KNEE 1-2 VIEWS",303
"73560RTWC","RIGHT KNEE 1-2 VIEWS",303
"73562LTWC","LEFT KNEE 3 VIEWS",518
"73562RTWC","RIGHT KNEE 3 VIEWS",518
"73564LTWC","LT KNEE 4+ VIEWS",560
"73564RTWC","RT KNEE 4+ VIEWS",560
"73590LTWC","LEFT TIBIA/FIBULA 2 VIEWS",400
"73590RTWC","RIGHT TIBIA/FIBULA 2 VIEWS",400
"73592LTWC","LEFT LOWER EXTREMITY INFANT",180
"73592RTWC","RIGHT LOWER EXTREMITY INFAN",180
"73600LTWC","LEFT ANKLE 2 VIEWS",256
"73600RTWC","RIGHT ANKLE 2 VIEWS",256
"73610LTWC","LEFT ANKLE 3+ VIEWS",383
"73610RTWC","RIGHT ANKLE 3+ VIEWS",383
"73620LTWC","LEFT FOOT 2 VIEWS",239
"73620RTWC","RIGHT FOOT 2 VIEWS",239
"73630LTWC","LEFT FOOT 3+ VIEWS",383
"73630RTWC","RIGHT FOOT 3+ VIEWS",383
"73650LTWC","LEFT OS CALCIS 2+ VIEWS",334
"73650RTWC","RIGHT OS CALCIS 2+ VIEWS",334
"73660WC","TOE(S) 2+ VIEWS",317
"74018WC","ABDOMEN SINGLE VIEW",306
"74019WC","ABDOMEN 2 VIEWS",360
"74022WC","ABDOMEN COMPLETE W/PA CHEST",656
"76010WC","ABD/CHEST FOREIGN BODY CHIL",565
"77077WC","WCUC AP BOTH FEET ARTHRITIS",104
"7312050WC","WCUC BI HAND WRIST ARTHRITI",349
76506,"US OF HEAD",1213
76512,"ULTR OPHTHALMIC ECHO (EYE)",366
76536,"US HEAD & NECK-SOFT TISSUE",644
76604,"US CHEST INC MEDIASTINUM",458
"76641LT-1","US LEFT BREAST COMP",836
"76641RT-1","US RIGHT BREAST COMP",836
"76642LT-1","US LEFT BREAST LTD",257
"76642RT-1","US RIGHT BREAST LTD",257
76700,"ULTRASOUND ABDOMEN COMPLETE",1336
76705,"US ABD(SGL ORGAN/QUADRANT/F",1202
76706,"ULTRASOUND AORTA AAA SCREEN",414
76770,"US RETROPERITONEAL COMPLETE",414
76775,"US RETROPERITONEAL LTD",324
"76775LT","US LT RETROPERITONEAL LTD",324
"76775RT","US RT RETROPERITONEAL LTD",324
"76800-52","US LUMBAR REGION",281
76815,"US OB LTD FH/PLAC LOC/POSIT",489
76817,"US TRANSVAGINAL OB",1374
76830,"US PELVIS TRANSVAGINAL",931
76856,"US PELVIS NON OB COMPLETE",1025
76857,"US PELVIS NON OB LTD OR F/U",483
76870,"US SCROTUM AND CONTENTS",1103
76882,"US EXTREMITY-NON VASCULAR L",668
"76882LT","US LT EXTREMITY-NON VASCUL",668
"76882RT","US RT EXTREMITY-NON VASCUL",668
76885,"US PELVIS HIPS INFANT W/MAN",1131
76886,"US PELVIS HIP INFANT W/O MA",893
"93926-1","ARTERIAL DUPLEX SCAN LTD",468
93970,"US-BILATERAL VENOUS EXT DUP",1019
"93971LTU","US LT VENOUS EXTREMITY",681
"93971RTU","US RT VENOUS EXTREMITY",681
93975,"US-ABDOMINAL/PELVIC/RETRO D",1121
93976,"ABDOMEN DOPPLER LTD",884
93998,"US INT JUGULAR VEIN PATENCY",91
20501,"INJ SINUS TRACT (SINOGRAM)",161
"20605LT","LT INJ INTERMED. JOINT OR B",325
"20605RT","RT INJ INTERMED. JOINT OR B",325
"20610LT-1","INJ/ASP MAJOR JOINT/BURSA L",355
"20610RT-1","INJ/ASP MAJOR JOINT/BURSA R",355
21116,"INJ TMJ ARTHROGRAPHY",212
23350,"INJ PROCEDURE SHOULDER ARTH",403
24220,"INJ PROCEDURE ELBOW ARTHROG",438
25246,"INJ PROCEDURE WRIST ARTHROG",238
"25246A","INJ PROC WRIST ARTHROGRAM 3",238
27093,"INJ PROCEDURE HIP ARTHROGRA",814
27648,"INJ PROCEDURE ANKLE ARTHOGR",200
"32557LT-2","THORACENTESIS LT W/TUBE PLC",984
"32557RT-2","THORACENTESIS RT W/TUBE PLC",984
"36005-1","INJ PROCEDURE VENOGRAM",461
"36005-2","INJ PROC EXTREMITY VENOGRM",689
"43752-1","FLG NASO/ORO-GASTRIC TUBE P",395
43761,"REPOSIT/GASTRIC/FEEDING TUB",663
47531,"CHOLANGIOGRAM POST-OP",511
49424,"CONTRAST INJ PREV PLACED CA",353
49465,"FLG ANY GI TUBE EVALUATION",302
50690,"BIL INJ THRU ILEAL CONDUIT",60
51600,"INJ PROC FOR CYSTOGRAPHY",821
51610,"INJ. PROC RETRO URETHROCYST",845
52351,"CYSTOURETHROSCOPY",2739
58340,"INJ PROC HYSTEROSALPINGOGRA",220
"62270-2","LUMBAR PUNCTURE DIAGNOSTIC",762
"62272-1","SPINAL PUNCTURE THERAPEUTIC",818
62323,"LUMBAR INJ DIAG OR THER",1865
68850,"INJ CONTRAST DACRYOCYSTOGRA",60
70015,"CISTERNOGRAM",812
70030,"EYE-DETECTION OF FOREIGN BO",698
"70030-59","EYE-DETECTION FOREIGN BODY-",698
70100,"MANDIBLE 1-3 VIEWS",350
70110,"MANDIBLE COMPLETE 4+VIEWS",368
70130,"MASTOIDS 3+VIEWS PER SIDE",72
70134,"IAC COMPLETE",103
70140,"FACIAL BONES 1-2 VIEWS",188
70150,"FACIAL BONES 3+ VIEWS",284
70160,"NASAL BONES COMPLETE",354
70170,"DACROCYSTOGRAPHY",538
70190,"OPTIC FORAMEN",123
70200,"ORBITS COMPLETE 4+ VIEWS",584
70210,"SINUSES-PARANASAL 1-2 VIEWS",91
70220,"SINUSES-PARANASAL 3+ VIEWS",196
70240,"SELLA TURCICA",65
70250,"SKULL 1-3 VIEWS",205
"70250-1","SKULL AP & LAT FOR SHUNT SE",205
70260,"SKULL 4+ VIEWS",215
70330,"TEMPOROMANDIBULAR JOINTS BI",92
70332,"TEMPOROMANDIBULAR ARTHROGRA",209
70355,"ORTHOPANTOGRAM",392
70360,"NECK SOFT TISSUE",820
"70360-1","NECK AP FOR SHUNT SERIES",820
70370,"PHARYNX/LARYNX W/FLUORO",262
70380,"SALIVARY GLAND CALCULI",190
70390,"SIALOGRAPHY",432
71045,"CHEST SINGLE VIEW",166
"71045-1","CHEST- AP PORTABLE",166
"71045-2","CHEST AP FOR SHUNT SERIES",166
"71045HD","CHEST ONE VIEW-HEALTH DEPT",75
"71045HD1","CHEST ADDL VIEW-HEALTH DEPT",40
71046,"CHEST 2 VIEWS",242
"71046HD","CHEST TWO VIEW-HEALTH DEPT",90
71047,"CHEST 3 VIEWS",300
71048,"CHEST 4 OR MORE VIEWS",367
"71100LT","LEFT RIBS",221
"71100RT","RIGHT RIBS",221
"71101LT","LEFT RIBS W/PA CHEST",330
"71101RT","RIGHT RIBS W/PA CHEST",330
71110,"RIBS BILATERAL",347
71111,"RIBS BILATERAL W/PA CHEST",404
71120,"STERNUM",145
"71120-52","STERNUM SINGLE VIEW",145
71130,"STERNOCLAVICULAR JOINTS",131
72020,"SPINE SINGLE VIEW",163
"72020-1","CROSSTABLE LATERAL CERVICAL",163
"72020-2","CROSSTABLE LAT THORACIC SPI",163
"72020-3","CROSSTABLE LAT LUMBAR SPINE",163
"72020-5","LAMINECTOMY-FIRST LEVEL",163
72040,"CERVICAL SPINE 2-3 VIEWS",307
72050,"CERVICAL SPINE 4+ VIEWS",558
"72050-1","CERVICAL SPINE-TRAUMA 4+ VI",558
72052,"CERVICAL SPINE COMP W/FLEX/",613
"72052-1","TRAUMA C SPINE W/FLEX & EXT",613
72070,"THORACIC SPINE 2 VIEWS",440
72072,"THORACIC SPINE 3 VIEWS",500
"72072-1","THORACIC SPINE-TRAUMA",500
72074,"THORACIC SPINE 4+ VIEWS",601
72080,"THORACOLUMBAR SPINE 2 VIEWS",322
72082,"ENTIRE SPINE X-RAY AP & LAT",322
"72082-1","THORACO/LUMBAR ERECT-SCOLIO",322
72083,"THOR/LUMBAR ERECT 4 VWS-SCO",338
72100,"LUMBOSACRAL SPINE 2-3 VIEWS",353
72110,"LUMBOSACRAL SPINE 4+ VIEWS",659
"72110-1","LUMBAR SPINE-TRAUMA",659
72114,"LUMBAR SPINE W/ BENDING VIE",706
72120,"LUMBAR SPINE-BENDING VIEWS",425
72170,"PELVIS 1-2 VIEWS",55
72190,"PELVIS COMP 3+ VIEWS",101
72202,"SACROILIAC JOINTS 3+ VIEWS",168
72220,"SACRUM & COCCYX 2+ VIEWS",445
"73000LT","LEFT CLAVICLE",506
"73000RT","RIGHT CLAVICLE",506
"73010LT","LEFT SCAPULA",532
"73010RT","RIGHT SCAPULA",532
"73020LT","LEFT SHOULDER 1 VIEW",252
"73020RT","RIGHT SHOULDER 1 VIEW",252
"73030LT","LEFT SHOULDER COMPLETE",463
"73030RT","RIGHT SHOULDER COMPLETE",463
"73040LT","LT SHOULDER ARTHROGRAM",806
"73040RT","RT SHOULDER ARTHOGRAM",806
73050,"ACROMIOCLAVICULAR JOINTS BI",132
"73060LT","LEFT HUMERUS 2+ VIEWS",361
"73060RT","RIGHT HUMERUS 2+ VIEWS",361
"73070LT","LEFT ELBOW 2 VIEWS",278
"73070RT","RIGHT ELBOW 2 VIEWS",278
"73080LT","LEFT ELBOW 3+ VIEWS",405
"73080RT","RIGHT ELBOW 3+ VIEWS",405
"73085LT","LEFT ELBOW ARTHROGRAM",731
"73085RT","RIGHT ELBOW ARTHROGRAM",731
"73090LT","LEFT FOREARM 2 VIEWS",562
"73090RT","RIGHT FOREARM 2 VIEWS",562
"73092LT","LEFT UPPER EXTREMITY INFANT",259
"73092RT","RIGHT UPPER EXTREMITY INFAN",259
"73100LT","LEFT WRIST 2 VIEWS",278
"73100LT52","LEFT WRIST SINGLE VIEW",278
"73100RT","RIGHT WRIST 2 VIEWS",278
"73100RT52","RIGHT WRIST SINGLE VIEW",278
"73110LT","LEFT WRIST 3+ VIEWS",404
"73110RT","RIGHT WRIST 3+ VIEWS",404
"73115-1LT","LEFT WRIST ARTHROGRAM 3 PHA",637
"73115-1RT","RIGHT WRIST ARTHROGRAM 3 PH",637
"73115LT","LEFT WRIST ARTHROGRAM",637
"73115RT","RIGHT WRIST ARTHROGRAM",637
"73120LT","LEFT HAND 2 VIEWS",233
"73120LT52","LEFT HAND SINGLE VIEW",233
"73120RT","RIGHT HAND 2 VIEWS",233
"73120RT52","RIGHT HAND SINGLE VIEW",233
"73130LT","LEFT HAND 3+ VIEWS",335
"73130RT","RIGHT HAND 3+ VIEWS",335
73140,"FINGER(S) 2+ VIEWS",323
"73501LT","LEFT HIP 1 VIEW",43
"73501RT","RIGHT HIP 1 VIEW",43
"73502LT","LEFT HIP 2-3 VIEWS",69
"73502RT","RIGHT HIP 2-3 VIEWS",69
73521,"BIL HIPS W PELVIS 2 VIEWS",125
73522,"BIL HIPS W PELVIS 3-4 VIEWS",125
73523,"BIL HIPS W PELVIS 5+ VIEWS",125
"73525LT","LEFT HIP ARTHROGRAM",491
"73525RT","RIGHT HIP ARTHROGRAM",491
"73551LT","LEFT FEMUR 1 VIEW",205
"73551RT","RIGHT FEMUR 1 VIEW",205
"73552LT","LEFT FEMUR 2 OR MORE VIEWS",205
"73552RT","RIGHT FEMUR 2 OR MORE VIEWS",205
"73560LT","LEFT KNEE 1-2 VIEWS",303
"73560RT","RIGHT KNEE 1-2 VIEWS",303
"73562LT","LEFT KNEE 3 VIEWS",518
"73562RT","RIGHT KNEE 3 VIEWS",518
"73564LT","LEFT KNEE 4+ VIEWS",560
"73564RT","RIGHT KNEE 4+ VIEWS",560
73565,"BOTH KNEES (STANDING AP)",296
"73590LT","LEFT TIBIA/FIBULA 2 VIEWS",400
"73590RT","RIGHT TIBIA/FIBULA 2 VIEWS",400
"73592LT","LEFT LOWER EXTREMITY INFANT",180
"73592RT","RIGHT LOWER EXTREMITY INFAN",180
"73600LT","LEFT ANKLE 2 VIEWS",256
"73600LT52","LEFT ANKLE SINGLE VIEW",256
"73600RT","RIGHT ANKLE 2 VIEWS",256
"73600RT52","RIGHT ANKLE SINGLE VIEW",256
"73610LT","LEFT ANKLE 3+ VIEWS",383
"73610RT","RIGHT ANKLE 3+ VIEWS",383
"73615LT","LEFT ANKLE ARTHROGRAPHY",314
"73615RT","RIGHT ANKLE ARTHROGRAPHY",314
"73620LT","LEFT FOOT 2 VIEWS",239
"73620LT52","LEFT FOOT SINGLE VIEW",239
"73620RT","RIGHT FOOT 2 VIEWS",239
"73620RT52","RIGHT FOOT SINGLE VIEW",239
"73630LT","LEFT FOOT 3+ VIEWS",383
"73630RT","RIGHT FOOT 3+ VIEWS",383
"73650LT","LEFT OS CALCIS 2+ VIEWS",334
"73650RT","RIGHT OS CALCIS 2+ VIEWS",334
73660,"TOE(S) 2+ VIEWS",317
74018,"ABDOMEN SINGLE VIEW",306
"74018-1","AP ABDOMEN SITZ MARKER STUD",306
"74018-2","ABDOMEN FOR SHUNT SERIES",306
74019,"ABDOMEN 2 VIEWS",360
74021,"ABDOMEN 3 OR MORE VIEWS",436
74022,"ABDOMEN COMPLETE W/PA CHEST",656
74220,"ESOPHAGUS SERIES",288
74230,"PHARYNX/CER/ESOPHAGUS-SWALL",314
74240,"UPPER GI SERIES W/O KUB",340
74241,"UPPER GI SERIES WITH KUB",365
74245,"GI SERIES W/SMALL BOWEL SER",586
74247,"GI SERIES W/AIR OR GLUCAGON",418
74249,"GI SERIES W/AIR OR GLUC/W S",631
74250,"SMALL BOWEL SERIES W/MULTI",414
74260,"GI - DUODENOGRAPHY HYPOTONI",367
74270,"CONTRAST EXAM OF COLON",414
74280,"BARIUM ENEMA W/AIR",541
74283,"THERAPEUTICE ENEMA, RED INT",353
74290,"CHOLECYSTOGRAM ORAL CONTRAS",238
74300,"CHOLANGIOGRAM IN O.R.",532
"74329-1","ERCP PANCREATIC DUCTAL SYST",702
74330,"ERCP BILIARY & PANCREATIC",1080
"74360-1","FLUR GUIDE ESOPHAGEAL DILAT",713
74400,"UROL UROGRAPHY, IV INCL KUB",479
"74400-1","INTRAVENOUS PYELOGRAM IVP L",479
74410,"UROGRAPHY,INFUS DRIP W/O TO",463
74415,"UROGRAPHY,DRIP W/NEPHROTOMO",674
74420,"UROGRAPHY RETROGRADE PYELO",762
74425,"FLG ANTEGRADE UROGRAPHY",526
74430,"CYSTOGRAPHY",491
74440,"VASOGRAM",352
74450,"URETHROCYSTOGRAPHY,RETROGRA",1706
74455,"URETHROCYSTOGRAPHY-VOIDING",1824
"74485-1","DIL/NEPHROSTOMY/URETER/URET",1843
74710,"PELVIMETRY",209
74740,"HYSTEROSALPINGOGRAPHY",766
74775,"DXR VAGINOGRAM",352
"75710LT-1","LT EXTREMITY ARTERIOGRAM",2410
"75710RT-1","RT EXTREMITY ARTERIOGRAM",2410
75809,"C ARM INFUSION PUMP INJ CK",220
75820,"VASC VENOGRAPHY EXTREMITY",922
"75820LT-1","DXR LT VENOGRAM EXTREMITY",922
"75820RT-1","DXR RT VENOGRAM EXTREMITY",922
"75822-1","BIL EXTREMITY VENOGRAM",793
76000,"FLUORO GUIDANCE < 1 HR",542
76010,"ABD/CHEST FOREIGN BODY CHIL",565
76080,"ABSCESS, FISTULA OR SINUS T",505
76100,"TOMOGRAPHY 1-5 CUTS",239
"76100-1","TOMOGRAPHY 6-10 CUTS",239
"76100-2","TOMOGRAPHY 11-15 CUTS",239
77001,"FLG CV ACCESS DEVICE",297
77002,"FLUORO GUIDE NEEDLE PLACEME",287
"77003-1","FLG SPINE LOC TX INJ PROC",261
77072,"BONE AGE STUDIES",136
77073,"BONE LENGTH (SCANOGRAM)",217
77074,"OSSEOUS SURVEY-METASTASIS L",119
77075,"OSSEOUS SURVEY (META) W/EXT",187
77076,"OSSEOUS SURVEY-INFANT",142
77077,"JOINT SURV SGL VIEW >1 JOIN",104
"99070-1","Sitz Marker Pill Admin",26
7312050,"BIL HANDS 2 VIEWS EACH",349
735905052,"BOTH FIBULAS SINGLE VIEW EA",400
736005052,"BOTH ANKLES SINGLE VIEW EAC",256
10005,"USG FINE NEEDLE ASPIR 1ST L",426
10006,"USG FINE NEEDLE ASPIR ADD L",213
"10030-1","IG CATHETER FLUID DRAINAGE",721
"10035-1","MAM Axilla Needle Localiz I",970
"10160-1","PUNCTURE ASPIR ABSCESS/CYST",814
19000,"PUNCTURE ASPIR CYST OF BREA",426
19001,"EA ADD BREAST CYST ASPIRATI",341
19030,"INJ PROC DUCT/GALACTOGRAM O",293
19081,"BREAST BIOPSY STEREO",1567
"19081LT","L BREAST BIOPSY STEREO",1567
"19081RT","R BREAST BIOPSY STEREO",1567
19082,"BREAST BIOPSY AD LESION STE",52
"19082-2","BREAST BX 2ND ADD LES STERE",52
"19082-3","BREAST BX 3RD ADD LES STERE",52
19083,"BREAST BIOPSY US",1567
"19083LT","L BREAST BIOPSY US",1567
"19083RT","R BREAST BIOPSY US",1567
19084,"BREAST BIOPSY ADDTL LESION",52
"19084-2","BREAST BIOPSY 2ND ADDTL LES",52
19281,"BREAST NEEDLE LOCALIZATION",219
"19281LT","LT BREAST NEEDLE LOCALIZATI",219
"19281RT","RT BREAST NEEDLE LOCALIZATI",219
19282,"BREAST NEEDLE LOC ADD LESIO",52
"19282-2","BREAST NED LOC 2ND ADD LESI",52
"19282-3","BREAST NED 3RD ADD LESION",52
19285,"BREAST NEEDLE LOC US",231
"19285LT","LT BREAST NEEDLE LOC US",231
"19285RT","RT BREAST NEEDLE LOC US",231
19286,"BREAST NEEDLE LOC ADD LES U",52
"19286-2","BREAST NED LOC 2ND ADD LES",52
"19286-3","BREAST CLIP ADDTL SITE",52
19499,"UNLISTED BREAST PROCEDURE",2522
"38505-1","LYMPH NODE PERC BX/CER/ING/",921
"38505LT","LYMPH NODE PERC BX/CER/ING/",921
"38505RT","LYMPH NODE PERC BX/CER/ING/",921
"38999-2","LYMPHATIC CLIP PLACEMENT",997
76098,"BREAST SURGICAL SPECIMEN",778
"76604-1","US CHEST INC MEDIASTINUM",458
"76641-50","US BIL BREAST COMP",1252
"76641LT","US LEFT BREAST COMP",836
"76641RT","US RIGHT BREAST COMP",836
"76642-50","US BIL BREAST LTD",386
"76642LT","US LEFT BREAST LTD",257
"76642RT","US RIGHT BREAST LTD",257
"76882LT-2","MAM US LT EXTREMITY NONVAS",668
"76882RT-2","MAM US RT EXTREMITY NONVAS",668
"76942-2","USG NEEDLE PLACEMENT",520
77053,"GALACTOGRAPHY SINGLE DUCT",562
"77053LT","LT GALACTOGRAPHY SINGLE DUC",562
"77053RT","RT GALACTOGRAPHY SINGLE DUC",562
"77061LT","MAM LT BREAST TOMO DIAGNOST",83
"77061RT","MAM RT BREAST TOMO DIAGNOST",83
77062,"MAM BIL BREAST TOMO DIAGNOS",83
77063,"MAM BIL BREAST TOMO SCREEN",72
"77063LT","MAM LT BREAST TOMO SCREEN",72
"77063RT","MAM RT BREAST TOMO SCREEN",72
"77065LT","MAMMOGRAM LEFT DIGITAL",330
"77065LTGG","MAMMOGRAM LT DIG POST SCREE",330
"77065RT","MAMMOGRAM RIGHT DIGITAL",330
"77065RTGG","MAMMOGRAM RT DIG POST SCREE",330
77066,"MAMMOGRAM BIL DIGITAL",416
"77066GG","MAMMOGRAM BIL DIGITAL",416
77067,"MAMMOGRAM BIL SCREEN DIGIT",424
"77067-52","MAMMOGRAM SCREEN DIGITAL UN",424
"77067-52S","MAMMOGRAM SCREEN DIGITAL UN",424
