"Type","Name","Per Day Charges"
"Pharmacy","sodium hypochlorite 0.25% Topical Solution (473mL Bulk)","3.5"
"Pharmacy","sodium hypochlorite 0.5% Topical Solution (473mL Bulk)","3.5"
"Pharmacy","sodium phosphate 3 mmol/mL Inj Sol (15mL)","3.91"
"Pharmacy","sodium phosphate 3 mmol/mL Inj Sol (5mL)","12.44"
"Pharmacy","sodium polystyrene sulfonate  Powder-recon (15gm UD)","3.5"
"Pharmacy","sodium polystyrene sulfonate  Powder-recon (454gm Bulk)","3.5"
"Pharmacy","sodium polystyrene sulfonate 15 g/60 mL Oral Susp (60mL UD)","3.5"
"Pharmacy","sodium thiosulfate 25% IV Soln 50 mL","7.49"
"Pharmacy","solifenacin 10 mg Tab","50.92"
"Pharmacy","solifenacin 5 mg Tab","50.92"
"Pharmacy","somatropin 0.4 mg SubQ Inj","203.92"
"Pharmacy","somatropin 5 mg/1.5 mL SubQ Inj","1667.28"
"Pharmacy","SORAfenib 200 mg Tab","625.88"
"Pharmacy","sorbitol 70% Oral Liquid (30mL UD Liq)","3.5"
"Pharmacy","sotalol 120 mg Tab","12.12"
"Pharmacy","sotalol 80 mg Tab","8.97"
"Pharmacy","SpecCharRmvd magnesium sulfate 1 gm/100 mL   (premix)","3.5"
"Pharmacy","spironolactone 100 mg Tab","4.99"
"Pharmacy","spironolactone 25 mg Tab","3.5"
"Pharmacy","spironolactone 50 mg Tab","3.5"
"Pharmacy","stavudine 40 mg Cap","29.04"
"Pharmacy","sterile water - IV Sol 1000mL","3.5"
"Pharmacy","sterile water - IV Sol 3,000 mL","3.5"
"Pharmacy","sterile water - Sol 10 mL (vial)","3.5"
"Pharmacy","sterile water - Sol 20 mL (vial)","3.5"
"Pharmacy","sterile water - Sol 5 mL (vial)","3.5"
"Pharmacy","sterile water - Sol 50 mL (vial)","3.5"
"Pharmacy","sterile water Irr Sol 1000 mL","3.5"
"Pharmacy","sterile water Irr Sol 3000 mL","3.5"
"Pharmacy","sterile water Irr- Sol 500 mL","3.5"
"Pharmacy","sterile water IRRIGATION Solution 250 mL","3.5"
"Pharmacy","sucralfate 1 gm Tab","3.5"
"Pharmacy","sucralfate 1gm/10 mL Oral Susp (10mL UD)","4.9"
"Pharmacy","sucroferric oxyhydroxide 500mg Tab Chew","53.12"
"Pharmacy","SUFentanil 50 mcg/mL IV Sol","18.83"
"Pharmacy","SUFentanil 50 mcg/mL IV Sol (5mL Amp)","13.44"
"Pharmacy","sulfacetamide sodium 10% Ophthalmic Solution (15mL Bulk)","14.23"
"Pharmacy","sulfacetamide sodium 10% Ophthalmic Solution (5mL Bulk)","26.25"
"Pharmacy","sulfacetamide sodium ophthalmic 10% Oint (3.5gm Bulk)","65.86"
"Pharmacy","sulfADIAZINE 500 mg Tab","17.67"
"Pharmacy","sulfamethoxazole-trimethoprim 400 mg-80 mg Tab","3.5"
"Pharmacy","sulfamethoxazole-trimethoprim 80 mg-16 mg/mL IV Sol (30mL Vial)","4.83"
"Pharmacy","sulfamethoxazole-trimethoprim 80 mg-16 mg/mL IV Sol (5mL Vial)","4.83"
"Pharmacy","sulfamethoxazole-trimethoprim 80 mg-16 mg/mL IV Sol 10 mL","4.68"
"Pharmacy","sulfamethoxazole-trimethoprim 800 mg-160 mg Tab","3.5"
"Pharmacy","sulfamethoxazole-trimethoprim 800mg-160mg/20mL Oral Susp (20mL UD Liq)","3.5"
"Pharmacy","sulfaSALAzine 500 mg Tab","3.5"
"Pharmacy","sulfaSALAzine 500 mg Tab EC","3.5"
"Pharmacy","sulindac 150 mg Tab","3.5"
"Pharmacy","sulindac 200 mg Tab","5.35"
"Pharmacy","SUMAtriptan 100 mg Tab","87.99"
"Pharmacy","SUMAtriptan 25 mg Tab","94.68"
"Pharmacy","SUMAtriptan 50 mg Tab","87.99"
"Pharmacy","SUMAtriptan 6 mg/0.5 mL SubQ Sol","595"
"Pharmacy","suvorexant 10 mg Tab","42.19"
"Pharmacy","suvorexant 20 mg Tab","42.19"
"Pharmacy","suvorexant 5 mg Tab","42.19"
"Pharmacy","tacrolimus 0.1% Topical Ointment (30gm Bulk)","30.39"
"Pharmacy","tacrolimus 0.5 mg Oral Cap","7.8"
"Pharmacy","tacrolimus 0.5 mg/mL Oral Susp (Extemp)","3.5"
"Pharmacy","tacrolimus 1 mg Cap","15.61"
"Pharmacy","tacrolimus 1 mg Tab ER","16.34"
"Pharmacy","tacrolimus 4 mg Tab-ER","65.35"
"Pharmacy","tacrolimus 5 mg Cap","78.04"
"Pharmacy","tadalafil 2.5 mg Tab","47.88"
"Pharmacy","tadalafil 20 mg Tab","280.56"
"Pharmacy","tadalafil 5 mg Tab","47.88"
"Pharmacy","tafluprost 0.0015% Opht Soln (1EA UD)","25.72"
"Pharmacy","tamoxifen 10 mg Tab","3.5"
"Pharmacy","tamoxifen 20 mg Tab","13.26"
"Pharmacy","tamsulosin 0.4 mg Oral Cap","14.75"
"Pharmacy","tapentadol 100 mg Tab","37.86"
"Pharmacy","tapentadol 200 mg ER Tab","79.3"
"Pharmacy","tapentadol 50 mg ER Tab","26.18"
"Pharmacy","tapentadol 50 mg Tab","24.31"
"Pharmacy","tapentadol 75 mg Tab","28.41"
"Pharmacy","tbo-filgrastim 300 mcg/0.5 mL Inj Sol","1908.02"
"Pharmacy","tbo-filgrastim 480 mcg/0.8 mL Inj Sol","1908.56"
"Pharmacy","tedizolid 200 mg Tab","1326.59"
"Pharmacy","telavancin 750 mg Powder Inj","1730.13"
"Pharmacy","telmisartan 20 mg Tab","15.19"
"Pharmacy","telmisartan 40 mg Tab","19.32"
"Pharmacy","telmisartan 80 mg Tab","19.32"
"Pharmacy","temazepam 15 mg Cap","3.5"
"Pharmacy","temazepam 30 mg Cap","3.5"
"Pharmacy","temazepam 7.5 mg Cap","16.55"
"Pharmacy","temozolomide 100 mg Cap","848.65"
"Pharmacy","temozolomide 140 mg Oral Cap","1237.62"
"Pharmacy","temozolomide 180 mg Cap","1527.58"
"Pharmacy","temozolomide 20 mg Oral Cap","201.44"
"Pharmacy","temozolomide 250 mg Oral Cap","2516.5"
"Pharmacy","temozolomide 5 mg Oral Cap","50.62"
"Pharmacy","tenofovir 150 mg Tab","107.61"
"Pharmacy","tenofovir 300 mg Tab","141.86"
"Pharmacy","tenofovir alafenamide 25 mg Tab","149.33"
"Pharmacy","terazosin 1 mg Cap","5.62"
"Pharmacy","terazosin 2 mg Cap","5.62"
"Pharmacy","terazosin 5 mg Cap","5.62"
"Pharmacy","terbinafine 1% Topical Cream (15gm Bulk)","3.5"
"Pharmacy","terbinafine 1% Topical Cream (30gm Bulk)","3.5"
"Pharmacy","terbinafine 250 mg Tab","45.71"
"Pharmacy","terbutaline 1 mg/mL Sol","75.57"
"Pharmacy","terbutaline 2.5 mg Tab","48.05"
"Pharmacy","terbutaline 5 mg Tab","23.26"
"Pharmacy","terconazole topical 0.4% Vaginal Cream (45gm Bulk)","3.5"
"Pharmacy","terconazole topical 0.8% Vaginal Cream (20gm Bulk)","7.13"
"Pharmacy","teriparatide 600 mcg/2.4 mL Dev,5","765.73"
"Pharmacy","testosterone 2 mg/24 hr Film","35.79"
"Pharmacy","testosterone 20.25 mg/1.25gm Topical Gel (1.25gm UD)","69.78"
"Pharmacy","testosterone 25mg/2.5gm Topical Gel (2.5gm UD)","20.41"
"Pharmacy","testosterone 30 mg/1.5 mL Topical Solution (90mL Bulk)","11.78"
"Pharmacy","testosterone 4 mg/24 hr Film","71.59"
"Pharmacy","testosterone 50mg/5gm Topical Gel (5gm UD)","9.64"
"Pharmacy","testosterone cypionate 100 mg/mL IM Sol 10mL","30.87"
"Pharmacy","testosterone cypionate 200 mg/mL IM Sol 10 mL","48.78"
"Pharmacy","testosterone enanthate 200 mg/mL  IM Sol","53.4"
"Pharmacy","tetanus/diphth/pertuss (Tdap) adult/adol 5 units-2 units-15.5 mcg/0.5 mL Sus","368.47"
"Pharmacy","tetanus/diphth/pertuss (Tdap) adult/adol 5 units-2.5 units-18.5 mcg/0.5 mL Sus","285.85"
"Pharmacy","tetanus-diphth toxoids (Td) adult/adol IM 2 units-2 units/0.5 mL","200.98"
"Pharmacy","tetanus-diphtheria toxoids adult IM 5 units-2units/0.5 mL","274.17"
"Pharmacy","tetracaine  0.5% ophthalmic Solution (15mL Bulk)","3.5"
"Pharmacy","tetracycline 250 mg Cap","27.56"
"Pharmacy","tetracycline 500 mg Cap","55.14"
"Pharmacy","tetrahydrozoline 0.05% Ophthalmic Solution (15mL Bulk)","3.5"
"Pharmacy","theophylline 100 mg ER Tab","3.5"
"Pharmacy","theophylline 100 mg/24 hours CapER","7.64"
"Pharmacy","theophylline 200 mg ER Tab","3.5"
"Pharmacy","theophylline 200 mg/24 hours ERCap","11.35"
"Pharmacy","theophylline 300 mg ER Tab","15.04"
"Pharmacy","theophylline 300 mg/24 hours ERCap","13.95"
"Pharmacy","theophylline 400 mg/24 hours Cap-ER","19.63"
"Pharmacy","theophylline 400 mg/24 hours ER Tab","4.35"
"Pharmacy","theophylline 450 mg ERTab","21.16"
"Pharmacy","theophylline 600 mg/24 hours ER Tab","6.29"
"Pharmacy","theophylline 80 mg/15 mL Oral Elixir  (15 mL UD)","3.5"
"Pharmacy","theophylline 80 mg/15 mL Oral Elixir (Extemp)","3.5"
"Pharmacy","theophylline 80 mg/15 mL Oral Sol (Extemp)","3.5"
"Pharmacy","theophylline 80 mg/15 mL Oral Solution  (15 mL UD)","3.5"
"Pharmacy","Therapeutic Multiple Vitamins Tab","3.5"
"Pharmacy","thiamine 100 mg/mL Inj Sol 2 mL","21.77"
"Pharmacy","thiamine 50 mg Tab","3.5"
"Pharmacy","thioridazine 10 mg Tab","3.5"
"Pharmacy","thioridazine 100 mg Tab","3.8"
"Pharmacy","thioridazine 25 mg Tab","3.5"
"Pharmacy","thioridazine 50 mg Tab","3.5"
"Pharmacy","thiothixene 1 mg Cap","4.16"
"Pharmacy","thiothixene 10 mg Cap","11.75"
"Pharmacy","thiothixene 2 mg Cap","8.36"
"Pharmacy","thiothixene 5 mg Cap","12.68"
"Pharmacy","thyroid desiccated 15 mg Tab","3.5"
"Pharmacy","thyroid desiccated 180 mg Tab","4.41"
"Pharmacy","thyroid desiccated 240 mg Tab","5.34"
"Pharmacy","thyroid desiccated 30 mg Tab","3.5"
"Pharmacy","thyroid desiccated 32.5 mg Tab","3.5"
"Pharmacy","thyroid desiccated 60 mg Tab","3.5"
"Pharmacy","thyroid desiccated 65 mg","3.5"
"Pharmacy","thyroid desiccated 90 mg Tab","4.48"
"Pharmacy","thyroid desiccated 97.5 mg Tab","3.5"
"Pharmacy","tiaGABine 2 mg Tab","23.44"
"Pharmacy","tiaGABine 4 mg Tab","23.44"
"Pharmacy","ticagrelor 60 mg Tab","24.71"
"Pharmacy","ticagrelor 90 mg Tab","22.46"
"Pharmacy","ticarcillin-clavulanate 3 g-100 mg/100 mL Sol (frozen)","3.5"
"Pharmacy","ticlopidine 250 mg Tab","7.13"
"Pharmacy","tigecycline 50 mg Pow inj","655.2"
"Pharmacy","timolol  0.5% ophthalmic Solution (10mL Bulk)","11.32"
"Pharmacy","timolol  0.5% ophthalmic Solution (15mL Bulk)","11.38"
"Pharmacy","timolol  0.5% ophthalmic Solution (5mL Bulk)","4.22"
"Pharmacy","timolol 0.25% Gel forming Ophthalmic Solution (5mL Bulk)","34.65"
"Pharmacy","timolol 0.25% Ophthalmic Solution (10mL Bulk)","9.71"
"Pharmacy","timolol 0.25% Ophthalmic Solution (15mL Bulk)","9.8"
"Pharmacy","timolol 0.25% Ophthalmic Solution (5mL Bulk)","10.5"
"Pharmacy","timolol 0.5% Gel forming Ophthalmic Solution (5mL Bulk)","40.95"
"Pharmacy","timolol 20 mg Tab","11"
"Pharmacy","timolol 5 mg Tab","4.82"
"Pharmacy","timolol hemihydrate 0.5% Ophthalmic Solution (5mL Bulk)","102.2"
"Pharmacy","tioconazole topical 6.5% Vaginal Ointment (4.6gm Bulk)","11.01"
"Pharmacy","tiotropium 18 mcg Inh Cap","55.67"
"Pharmacy","tiotropium 2.5 mcg/inh Aerosol (4gm Bulk)","379.58"
"Pharmacy","tiZANidine 2 mg Tab","3.5"
"Pharmacy","tiZANidine 4 mg Tab","8.92"
"Pharmacy","tobramycin 0.3% Ophthalmic Ointment (3.5gm Bulk)","257.23"
"Pharmacy","tobramycin 0.3% Ophthalmic Soln (5mL Bulk)","10.19"
"Pharmacy","tobramycin 1.2 g Powder Vial","735"
"Pharmacy","tobramycin 10 mg/mL Inj Sol (2mL Vial)","8.02"
"Pharmacy","tobramycin 40 mg/mL Inj Sol (2mL Vial)","4.16"
"Pharmacy","tobramycin 40mg/mL Solution IV (30mL MDV)","3.5"
"Pharmacy","tobramycin 60 mg/mL Sol-Inh","90.14"
"Pharmacy","tobramycin 75 mg/mL Sol-Inh","106.41"
"Pharmacy","tobramycin 80 mg/100 mLNS IV premix","3.5"
"Pharmacy","tofacitinib 5 mg Tab","286.69"
"Pharmacy","tolcapone 100 mg Tab","411.06"
"Pharmacy","tolnaftate 1% Topical Cream (30gm Bulk)","3.5"
"Pharmacy","tolnaftate 1% Topical Powder (45gm Bulk)","3.5"
"Pharmacy","tolterodine 1 mg Tab","11.58"
"Pharmacy","tolterodine 2 mg ER Cap","28.09"
"Pharmacy","tolterodine 2 mg Tab","11.89"
"Pharmacy","tolterodine 4 mg ERCap","28.12"
"Pharmacy","tolvaptan 15 mg Tab,1","803.19"
"Pharmacy","tolvaptan 30 mg Tab,1","870.6"
"Pharmacy","topiramate 100 mg Tab","21.7"
"Pharmacy","topiramate 15 mg Cap","8.46"
"Pharmacy","topiramate 200 mg Tab","25.43"
"Pharmacy","topiramate 25 mg Tab","7.35"
"Pharmacy","topiramate 50 mg Cap ER","36.67"
"Pharmacy","topiramate 50 mg Tab","17.85"
"Pharmacy","torsemide 10 mg Tab","3.5"
"Pharmacy","torsemide 100 mg Tab","10.65"
"Pharmacy","torsemide 20 mg Tab","3.5"
"Pharmacy","torsemide 5 mg Tab","3.5"
"Pharmacy","trace elements 1 mcg-0.1 mg-0.025 mg-1.0 mg/mL IV Sol (3mL)","15.68"
"Pharmacy","trace elements 10.0 mcg-1 mg-0.5 mg-5 mg/mL IV Sol (1mL Vial)","35"
"Pharmacy","trace elements 4 mcg-0.4 mg-0.1 mg-1 mg/mL IV Sol (10mL Vial)","14.99"
"Pharmacy","trace elements with selenium 10 mcg-1 mg-0.5 mg-60 mcg-5 mg/mL IV Sol (1mL)","54.69"
"Pharmacy","traMADol 100 mg ER Tab","12.74"
"Pharmacy","traMADol 200 mg ER Tab","27.24"
"Pharmacy","traMADol 300 mg ER Tab","38.01"
"Pharmacy","traMADol 50 mg Tab","3.5"
"Pharmacy","trandolapril 1 mg Tab","4.34"
"Pharmacy","trandolapril 2 mg Tab","4.34"
"Pharmacy","trandolapril 4 mg Tab","4.34"
"Pharmacy","tranexamic acid 650 mg Tab","18.27"
"Pharmacy","tranylcypromine 10 mg Tab","12.63"
"Pharmacy","travoprost 0.004% Ophthalmic Solution (2.5mL Bulk)","286.02"
"Pharmacy","travoprost 0.004% Ophthalmic Solution (5mL Bulk)","264.85"
"Pharmacy","traZODone 100 mg Tab","4.87"
"Pharmacy","traZODone 150 mg Tab","9.77"
"Pharmacy","traZODone 50 mg Tab","3.5"
"Pharmacy","triamcinolone 0.025% Topical Cream (15gm Bulk)","3.5"
"Pharmacy","triamcinolone 0.025% Topical Cream (454gm Bulk)","3.5"
"Pharmacy","triamcinolone 0.025% Topical Cream (80gm Bulk)","3.5"
"Pharmacy","triamcinolone 0.025% Topical Ointment (15gm Bulk)","3.5"
"Pharmacy","triamcinolone 0.025% Topical Ointment (80gm Bulk)","3.5"
"Pharmacy","triamcinolone 0.1% Oral Paste (5gm Bulk)","58.12"
"Pharmacy","triamcinolone 0.1% Topical Cream (15gm Bulk)","3.5"
"Pharmacy","triamcinolone 0.1% Topical Cream (30gm Bulk)","3.5"
"Pharmacy","triamcinolone 0.1% Topical Cream (454gm Bulk)","3.5"
"Pharmacy","triamcinolone 0.1% Topical Cream (80gm Bulk)","3.5"
"Pharmacy","triamcinolone 0.1% Topical Lotion (60mL Bulk)","3.5"
"Pharmacy","triamcinolone 0.5% Topical Cream (15gm Bulk)","3.5"
"Pharmacy","triamcinolone 0.5% Topical Ointment (15gm Bulk)","3.5"
"Pharmacy","triamcinolone 10 mg/mL Suspension Injection (5 mL vial)","10.16"
"Pharmacy","triamcinolone 20mg/mL Suspension Injection (5mL Vial)","29.95"
"Pharmacy","triamcinolone 55 mcg/inh Nasal Spray (10.8 mL Bulk)","4.6"
"Pharmacy","triamcinolone 55 mcg/inh Nasal Spray (16.5gm Bulk)","27.18"
"Pharmacy","triamcinolone acetonide 40 mg/mL Inj Susp","35.7"
"Pharmacy","triamcinolone acetonide 40 mg/mL Inj Susp (5mL Vial)","36.41"
"Pharmacy","triamcinolone topical 0.1% Oin (15gm bulk)","3.5"
"Pharmacy","triamcinolone topical 0.1% Oin (454 gm Bulk)","3.5"
"Pharmacy","triamcinolone topical 0.1% Oin (80gm bulk)","3.5"
"Pharmacy","triamterene 50 mg Cap","44.22"
"Pharmacy","triazolam 0.125 mg Tab","12.83"
"Pharmacy","triazolam 0.25 mg Tab","12.83"
"Pharmacy","trifluoperazine 1 mg Tab","3.5"
"Pharmacy","trifluoperazine 2 mg Tab","4.51"
"Pharmacy","trifluoperazine 5 mg Tab","5.68"
"Pharmacy","trifluridine 1% Ophthalmic Solution  (7.5mL Bulk)","72.01"
"Pharmacy","trihexyphenidyl 2 mg Tab","3.5"
"Pharmacy","trihexyphenidyl 2 mg/5 mL Elixer","3.5"
"Pharmacy","trihexyphenidyl 5 mg Tab","3.85"
"Pharmacy","trimethobenzamide 100 mg/mL IM Sol 2 mL","66.96"
"Pharmacy","trimethobenzamide 300 mg Cap","7.29"
"Pharmacy","trimethoprim 100 mg Tab","3.5"
"Pharmacy","trolamine salicylate 10% Topical Cream (37gm Bulk)","3.5"
"Pharmacy","trolamine salicylate 10% Topical Cream (85gm Bulk)","3.5"
"Pharmacy","trolamine salicylate 10% Topical Cream (90gm Bulk)","3.5"
"Pharmacy","trolamine salicylate 10% Topical Lotion (177.4mL Bulk)","3.5"
"Pharmacy","trospium 20 mg Tab","9.93"
"Pharmacy","trospium 60 mg Cap ER","23.64"
"Pharmacy","tuberculin purified protein derivative 5 TUnits/0.1 mL ID Sol","309.73"
"Pharmacy","tyrosine 500 mg Cap","3.5"
"Pharmacy","ubiquinone 10 mg Cap","3.5"
"Pharmacy","ubiquinone 100 mg Cap","3.5"
"Pharmacy","ubiquinone 200 mg Cap","3.5"
"Pharmacy","ubiquinone 30 mg Cap","3.5"
"Pharmacy","ubiquinone 50 mg Cap","3.5"
"Pharmacy","ubiquinone 60 mg Cap","3.5"
"Pharmacy","umeclidinium 62.5 mcg (0.0625 mg)  Inh Powdr (30 count)","41.24"
"Pharmacy","umeclidinium 62.5 mcg (0.0625 mg)  Inh Powdr (7 count)","37.81"
"Pharmacy","umeclidinium-vilanterol 62.5 mcg-25 mcg Inh Powder (30 EA)","50.61"
"Pharmacy","umeclidinium-vilanterol 62.5 mcg-25 mcg Inh Powder (7 EA)","52.13"
"Pharmacy","urea 10% Topical Cream (142gm Bulk)","3.5"
"Pharmacy","urea 10% Topical Cream (57gm Bulk)","3.5"
"Pharmacy","urea 10% Topical Cream (85gm Bulk)","3.5"
"Pharmacy","urea 10% Topical Lotion (240mL Bulk)","3.5"
"Pharmacy","urea 15 g Oral Powder Packet (1 EA UD)","14.69"
"Pharmacy","urea 20% Topical Cream (113.4gm Bulk)","3.5"
"Pharmacy","urea 20% Topical Cream (85gm Bulk)","3.5"
"Pharmacy","urea 40% Topical Cream (198.4gm Bulk)","3.5"
"Pharmacy","urea 40% topical Cream (28.3gm Bulk)","12.79"
"Pharmacy","urea 40% Topical Cream (85gm Bulk)","6.63"
"Pharmacy","urea 40% Topical Lotion (237mL Bulk)","3.5"
"Pharmacy","urea topical 40% Topical Cream (210gm Bulk)","3.5"
"Pharmacy","ursodiol 250 mg Tab","9.39"
"Pharmacy","ursodiol 300 mg Cap","18.45"
"Pharmacy","ursodiol 500 mg Tab","16.64"
"Pharmacy","valACYclovir 1 g Tab","44.25"
"Pharmacy","valACYclovir 500 mg Tab","25.28"
"Pharmacy","valGANciclovir 450 mg Tab","240.72"
"Pharmacy","valGANciclovir 50 mg/mL Oral Liquid (Extemp)","51.08"
"Pharmacy","valproic acid 100 mg/mL Inj Sol 5 mL","5.63"
"Pharmacy","valproic acid 250 mg Cap","3.5"
"Pharmacy","valproic acid 250 mg/5 mL Oral Syrup (5mL UD Liq)","3.5"
"Pharmacy","valproic acid 500mg/10mL Oral Syrup (10mL UD)","3.5"
"Pharmacy","valsartan 160 mg Tab","17.49"
"Pharmacy","valsartan 320 mg Tab","22.17"
"Pharmacy","valsartan 40 mg Tab","26.03"
"Pharmacy","valsartan 80 mg Tab","16.97"
"Pharmacy","vancomycin 0.25 mg/0.01 mL Oral Soln (Extemp)","3.5"
"Pharmacy","vancomycin 0.5 gm Pow inj (addv)","44.9"
"Pharmacy","vancomycin 0.5 gm Pow inj (vial)","33.77"
"Pharmacy","vancomycin 0.75 gm Pow inj (addv)","46.07"
"Pharmacy","vancomycin 0.75 gm Pow inj (vial)","40.7"
"Pharmacy","vancomycin 1 g/200 mL- D5% Sol (frozen)","3.5"
"Pharmacy","vancomycin 1 g/200 mL-NaCl 0.9% Sol (Frozen)","3.5"
"Pharmacy","vancomycin 1 gm Pow inj (addv)","86.73"
"Pharmacy","vancomycin 125 mg (capsule)","109.64"
"Pharmacy","vancomycin 125 mg/1.25 ml Oral Soln (1.25mL UD Liq)","4.38"
"Pharmacy","vancomycin 125mg/2.5ml Oral Soln (2.5mL UD Liq)","8.75"
"Pharmacy","vancomycin 125mg/5ml Oral Soln (5mL UD Liq)","17.5"
"Pharmacy","vancomycin 25 mg/mL Oral Susp (10mL UD Liq RXD2)","3.5"
"Pharmacy","vancomycin 250 mg (capsule)","202.01"
"Pharmacy","vancomycin 250 mg/2.5 ml Oral Soln (2.5mL UD Liq)","17.5"
"Pharmacy","vancomycin 250mg/10mL Oral Soln (10mL UD Liq)","35"
"Pharmacy","vancomycin 250mg/5mL Oral Soln (5mL UD Liq)","17.5"
"Pharmacy","vancomycin 5 gm Pow inj (vial)","373.51"
"Pharmacy","vancomycin 50 mg/mL Oral Susp (10mL UD Liq RXD2)","3.5"
"Pharmacy","vancomycin 500 mg/100 mL -D5% Sol (frozen)","3.5"
"Pharmacy","vancomycin 500mg/20mL Oral Soln (20mL UD Liq)","70"
"Pharmacy","vancomycin 750 mg/150 mL-D5% Sol (frozen)","3.5"
"Pharmacy","varenicline 0.5 mg Tab","27.61"
"Pharmacy","varenicline 1 mg Tab","27.61"
"Pharmacy","vasopressin 20 units/mL Inj Sol","702.43"
"Pharmacy","venlafaxine 100 mg Tab","3.5"
"Pharmacy","venlafaxine 150 mg ERCap","3.5"
"Pharmacy","venlafaxine 25 mg Tab","6.8"
"Pharmacy","venlafaxine 37.5 mg ER Tab","31.16"
"Pharmacy","venlafaxine 37.5 mg ERCap","13.1"
"Pharmacy","venlafaxine 37.5 mg Tab","6.99"
"Pharmacy","venlafaxine 50 mg Tab","7.21"
"Pharmacy","Venlafaxine 75 mg","7.63"
"Pharmacy","venlafaxine 75 mg  ER Tab","12.14"
"Pharmacy","venlafaxine 75 mg ERCap","16.33"
"Pharmacy","verapamil 100 mg/24 hours Cap-ER","6.86"
"Pharmacy","verapamil 120 mg ER Tab","8.11"
"Pharmacy","verapamil 120 mg Tab","3.5"
"Pharmacy","verapamil 120 mg/24 hours Cap ER","6.79"
"Pharmacy","verapamil 180 mg ER Tab","5.04"
"Pharmacy","verapamil 180 mg/24 hours Cap-ER","7.11"
"Pharmacy","verapamil 2.5 mg/mL Injection Sol (2mL Vial)","33.17"
"Pharmacy","verapamil 2.5 mg/mL Injection Sol (4mL Vial)","29.29"
"Pharmacy","verapamil 240 mg ER Tab","5.72"
"Pharmacy","verapamil 240 mg/24 hours Cap ER","7.22"
"Pharmacy","verapamil 300 mg/24 hours Cap-ER","12.85"
"Pharmacy","verapamil 40 mg Tab","3.5"
"Pharmacy","verapamil 80 mg Tab","3.5"
"Pharmacy","vilazodone 10 mg Tab","31.64"
"Pharmacy","vilazodone 20 mg Tab","31.64"
"Pharmacy","vilazodone 40 mg Tab","31.64"
"Pharmacy","vitamin A & D Topical Ointment (113gm Bulk)","3.5"
"Pharmacy","vitamin A & D Topical Ointment (45gm Bulk)","3.5"
"Pharmacy","vitamin A & D Topical Ointment (5gm Bulk)","3.5"
"Pharmacy","vitamin A & D Topical Ointment (60gm Bulk)","3.5"
"Pharmacy","vitamin A 10,000 units Cap","3.5"
"Pharmacy","vitamin A 8000 units Cap","3.5"
"Pharmacy","Vitamin A and D Cap (Cod Liver Oil)","3.5"
"Pharmacy","Vitamin B Complex Cap","7.2"
"Pharmacy","Vitamin B Complex Tab","3.5"
"Pharmacy","Vitamin B Complex Tab #1","3.5"
"Pharmacy","Vitamin B Complex Tab ER","3.5"
"Pharmacy","Vitamin B Complex with C and Zinc Tab","3.5"
"Pharmacy","Vitamin B Complex with C and Zinc Tab (Z-Bec)","3.5"
"Pharmacy","Vitamin B Complex with C Tab","3.5"
"Pharmacy","Vitamin B Complex with C, Folic Acid and Iron Cap","3.5"
"Pharmacy","Vitamin B Complex with C, Folic Acid and Iron Tab","4.37"
"Pharmacy","Vitamin B Complex with C, Folic Acid and Zinc Tab (Folbee Plus)","3.5"
"Pharmacy","Vitamin B Complex with Folic Acid Tab","3.5"
"Pharmacy","Vitamin B Complex with Iron and Intrinsic Factor Cap","3.5"
"Pharmacy","vitamin D3 5000 units tab","3.5"
"Pharmacy","vitamin E 100 intl units Cap","3.5"
"Pharmacy","vitamin E 1000 intl units Cap","3.5"
"Pharmacy","vitamin E 200 intl units Cap","3.5"
"Pharmacy","vitamin E 400 intl units Cap","3.5"
"Pharmacy","vitamin E topical Cream 60gm","3.5"
"Pharmacy","vorapaxar 2.08 mg Tab","44.42"
"Pharmacy","voriconazole 200 mg IV Inj","535.57"
"Pharmacy","voriconazole 200 mg Tab","138.34"
"Pharmacy","voriconazole 200mg/5mL Oral Liquid (5mL UD Liq)","49.39"
"Pharmacy","voriconazole 50 mg Tab","35.83"
"Pharmacy","vortioxetine 10 mg Tab","48.11"
"Pharmacy","vortioxetine 20 mg Tab","48.11"
"Pharmacy","vortioxetine 5 mg Tab","48.11"
"Pharmacy","Warfarin 0.5 mg tab","3.5"
"Pharmacy","warfarin 1 mg Tab","3.5"
"Pharmacy","warfarin 10 mg Tab","3.5"
"Pharmacy","warfarin 2 mg Tab","3.5"
"Pharmacy","warfarin 2.5 mg Tab","3.5"
"Pharmacy","warfarin 3 mg Tab","3.5"
"Pharmacy","warfarin 4 mg Tab","3.5"
"Pharmacy","warfarin 5 mg Tab","3.5"
"Pharmacy","warfarin 6 mg Tab","3.5"
"Pharmacy","warfarin 7.5 mg Tab","3.5"
"Pharmacy","wheat dextrin 100% 4gm Powder recon","3.5"
"Pharmacy","witch hazel topical 50% Pad (10 count Bulk)","3.5"
"Pharmacy","witch hazel topical 50% Pad (100 count Bulk)","3.5"
"Pharmacy","witch hazel topical 50% Pad (40 count Bulk)","3.5"
"Pharmacy","zafirlukast 10 mg Tab","7.57"
"Pharmacy","zafirlukast 20 mg Tab","7.57"
"Pharmacy","zaleplon 10 mg Cap","13.26"
"Pharmacy","zaleplon 5 mg Cap","12.91"
"Pharmacy","zanamivir 5 mg Inh Pwdr","12.39"
"Pharmacy","zidovudine 100 mg Cap","7.07"
